Acuracia,Precisao
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,28.57142857142857
0.0,37.5
0.0,33.33333333333333
0.0,40.0
0.0,45.45454545454545
0.0,50.0
0.0,53.84615384615385
0.0,57.14285714285714
0.0,60.0
0.0,62.5
0.0,64.70588235294117
0.0,66.66666666666666
0.0,63.1578947368421
0.0,65.0
0.0,61.904761904761905
0.0,63.63636363636363
0.0,60.86956521739131
0.0,62.5
0.0,64.0
0.0,65.38461538461539
0.0,66.66666666666666
0.0,67.85714285714286
0.0,68.96551724137932
0.0,70.0
0.0,67.74193548387096
0.0,68.75
0.0,66.66666666666666
0.0,67.64705882352942
0.0,68.57142857142857
0.0,66.66666666666666
0.0,67.56756756756756
0.0,68.42105263157895
0.0,66.66666666666666
0.0,67.5
0.0,68.29268292682927
0.0,69.04761904761905
0.0,69.76744186046511
0.0,70.45454545454545
0.0,71.11111111111111
0.0,71.73913043478261
0.0,72.3404255319149
0.0,72.91666666666666
0.0,73.46938775510205
0.0,74.0
0.0,74.50980392156863
0.0,75.0
0.0,75.47169811320755
0.0,75.92592592592592
0.0,76.36363636363637
0.0,75.0
0.0,75.43859649122807
0.0,75.86206896551724
0.0,74.57627118644068
0.0,75.0
0.0,75.40983606557377
0.0,74.19354838709677
0.0,74.60317460317461
0.0,73.4375
0.0,73.84615384615385
0.0,72.72727272727273
0.0,71.64179104477611
0.0,70.58823529411765
0.0,71.01449275362319
0.0,71.42857142857143
0.0,71.83098591549296
0.0,72.22222222222221
0.0,72.6027397260274
0.0,72.97297297297297
0.0,73.33333333333333
0.0,73.68421052631578
0.0,72.72727272727273
0.0,73.07692307692307
0.0,73.41772151898735
0.0,73.75
0.0,74.07407407407408
0.0,74.39024390243902
0.0,74.69879518072288
0.0,75.0
0.0,75.29411764705883
0.0,75.5813953488372
0.0,75.86206896551724
0.0,76.13636363636364
0.0,76.40449438202246
0.0,76.66666666666667
0.0,76.92307692307693
0.0,76.08695652173914
0.0,75.26881720430107
0.0,75.53191489361703
0.0,75.78947368421053
0.0,76.04166666666666
0.0,76.28865979381443
0.0,76.53061224489795
0.0,76.76767676767676
0.0,77.0
0.0,76.23762376237624
0.0,75.49019607843137
0.0,75.72815533980582
0.0,75.96153846153845
0.0,76.19047619047619
0.0,76.41509433962264
0.0,76.63551401869158
0.0,76.85185185185185
0.0,77.06422018348624
