"341,01",5,5,10,BET,Entrada,Odd,P60,Media Movel 60,Acertos 60,Media Geral,,,Odd,P120,Media Movel 120,,Odd,P180,Media Movel 180,,Odd,P240,Media Movel 240,,Odd,P300,Media Movel 300,,Odd,P360,Media Movel 360,,Odd,P420,,,Odd,P480,,,Odd,P540,,,Odd,P600,,
129,"430,61",-10,0,0,"1,5",0,0,"0,0667",4,"-0,1923","0,0015",,0,0,"-0,1333",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
130,"430,61",-10,0,0,"1,21",0,0,"0,0667",4,"-0,1908","0,0015",,0,-10,"-0,1333",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
131,"430,61",0,1,0,"2,17",0,0,"0,0667",4,"-0,1894","0,0014",,0,0,"-0,0500",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
132,"430,61",-10,0,0,"1,27",0,0,"0,0667",4,"-0,1880","0,0014",,0,0,"-0,0500",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
133,"430,61",-10,0,0,"1,03",0,0,"0,0667",4,"-0,1866","0,0014",,0,1,"-0,0500",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
134,"430,61",-10,0,0,"1,04",0,1,"0,0667",4,"-0,1852","0,0014",,0,0,"-0,0583",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
135,"445,61",15,2,1,"5,17",1,0,"0,0500",3,"-0,1765","0,0087",,1,10,"-0,0583",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
136,"445,61",-10,0,0,"1,78",0,1,"0,0667",4,"-0,1752","0,0013",,0,1,"-0,1333",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
137,"445,61",-10,0,0,"1,61",0,0,"0,0500",3,"-0,1739","0,0013",,0,0,"-0,1417",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
138,"460,61",15,2,1,"10,94",1,1,"0,0500",3,"-0,1655","0,0084",,1,1,"-0,1417",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
139,"460,61",15,2,0,"4,09",1,1,"0,0500",3,"-0,1571","0,0083",,1,1,"-0,1417",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
140,"460,61",15,2,0,"5,03",1,0,"0,0500",3,"-0,1489","0,0082",,1,5,"-0,1417",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
141,"460,61",-10,0,0,"1,88",0,0,"0,0667",4,"-0,1479","0,0010",,0,1,"-0,1750",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
142,"460,61",-10,0,0,"1,61",0,0,"0,0667",4,"-0,1469","0,0010",,0,-10,"-0,1833",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
143,"460,61",0,1,0,"2,27",0,0,"0,0667",4,"-0,1458","0,0010",,0,0,"-0,1000",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
144,"460,61",-10,0,0,"1,46",0,-10,"0,0667",4,"-0,1448","0,0010",,0,0,"-0,1000",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
145,"475,61",15,2,1,"4,76",1,5,"0,2333",14,"-0,1370","0,0078",,1,0,"-0,1000",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
146,"470,61",0,1,1,"2,07",0,0,"0,1667",10,"-0,1361","0,0009",,0,0,"-0,0917",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
147,"470,61",15,2,0,"3,35",1,0,"0,1667",10,"-0,1284","0,0077",,1,0,"-0,0917",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
148,"470,61",-10,0,0,"1,26",0,1,"0,1833",11,"-0,1275","0,0009",,0,0,"-0,0833",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
149,"470,61",-10,0,0,"1,22",0,1,"0,1667",10,"-0,1267","0,0009",,0,0,"-0,0833",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
150,"470,61",-10,0,0,"1,14",0,0,"0,1500",9,"-0,1258","0,0008",,0,0,"-0,0833",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
151,"470,61",-10,0,0,1,-10,0,"0,1500",9,"-0,1908","-0,0650",,-10,0,"-0,0833",,-10,,,,-10,,,0,-10,,,,-10,,,"0,0000",-10,,,,-10,,,0,-10,,,0,-10,,,0
152,"470,61",15,2,0,"25,18",5,1,"-0,0167",-1,"-0,1569","0,0339",,5,-10,"-0,1667",,5,,,,5,,,0,5,,,,5,,,"0,0000",5,,,,5,,,0,5,,,0,5,,,0
153,"470,61",-10,0,0,"1,53",0,0,"0,0500",3,"-0,1558","0,0010",,0,1,"-0,0417",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
154,"470,61",-10,0,0,1,-10,0,"0,0500",3,"-0,2194","-0,0635",,-10,0,"-0,0500",,-10,,,,-10,,,0,-10,,,,-10,,,"0,0000",-10,,,,-10,,,0,-10,,,0,-10,,,0
155,"460,61",-10,0,1,"1,06",0,0,"-0,1167",-7,"-0,2179","0,0014",,0,0,"-0,1333",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
156,"460,61",0,1,1,"2,69",0,0,"-0,1167",-7,"-0,2166","0,0014",,0,-10,"-0,1333",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
157,"460,61",-10,0,0,"1,45",0,0,"-0,1167",-7,"-0,2152","0,0014",,0,1,"-0,0500",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
158,"460,61",15,2,0,"21,05",5,0,"-0,1167",-7,"-0,1824","0,0328",,5,0,"-0,0583",,5,,,,5,,,0,5,,,,5,,,"0,0000",5,,,,5,,,0,5,,,0,5,,,0
159,"460,61",0,1,0,"2,05",0,0,"-0,0333",-2,"-0,1813","0,0011",,0,0,"-0,0167",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
160,"460,61",15,2,0,"18,12",5,0,"-0,0333",-2,"-0,1491","0,0322",,5,0,"-0,0167",,5,,,,5,,,0,5,,,,5,,,"0,0000",5,,,,5,,,0,5,,,0,5,,,0
161,"460,61",-10,0,0,"1,04",0,0,"0,0500",3,"-0,1481","0,0009",,0,0,"0,0250",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
162,"450,61",-10,0,1,"1,18",0,0,"0,0500",3,"-0,1472","0,0009",,0,1,"0,0250",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
163,"450,61",-10,0,0,"1,65",0,0,"0,0500",3,"-0,1463","0,0009",,0,0,"0,0167",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
164,"450,61",15,2,0,"5,08",1,0,"0,0500",3,"-0,1394","0,0069",,1,0,"0,0167",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
165,"450,61",15,2,0,"6,15",1,0,"0,0667",4,"-0,1325","0,0069",,1,1,"0,0250",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
166,"450,61",15,2,0,"17,86",5,1,"0,0833",5,"-0,1018","0,0307",,5,1,"0,0250",,5,,,,5,,,0,5,,,,5,,,"0,0000",5,,,,5,,,0,5,,,0,5,,,0
167,"450,61",15,2,0,"4,47",1,0,"0,1500",9,"-0,0952","0,0066",,1,0,"0,0583",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
168,"450,61",-10,0,0,"1,68",0,0,"0,1667",10,"-0,0947","0,0006",,0,0,"0,0667",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
169,"450,61",-10,0,0,"1,21",0,1,"0,1667",10,"-0,0941","0,0006",,0,0,"0,0667",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
170,"450,61",15,2,0,"3,94",1,0,"0,1500",9,"-0,0877","0,0064",,1,0,"0,0667",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
171,"450,61",-10,0,0,"1,97",0,0,"0,1667",10,"-0,0872","0,0005",,0,0,"0,0750",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
172,"440,61",-10,0,1,"1,06",0,0,"0,1667",10,"-0,0867","0,0005",,0,-10,"0,0750",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
173,"440,61",-10,0,0,1,-10,0,"0,1667",10,"-0,1437","-0,0570",,-10,1,"0,1583",,-10,,,,-10,,,0,-10,,,,-10,,,"0,0000",-10,,,,-10,,,0,-10,,,0,-10,,,0
174,"440,61",15,2,0,"4,96",1,0,"0,0000",0,"-0,1371","0,0065",,1,0,"0,0667",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
175,"440,61",15,2,0,"5,51",1,0,"0,0167",1,"-0,1307","0,0065",,1,0,"0,0750",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
176,"440,61",-10,0,0,"1,13",0,5,"0,0333",2,"-0,1299","0,0007",,0,0,"0,0833",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
177,"440,61",0,1,0,"2,5",0,0,"-0,0500",-3,"-0,1292","0,0007",,0,0,"0,0833",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
178,"440,61",15,2,0,"3,08",1,0,"-0,0500",-3,"-0,1229","0,0063",,1,0,"0,0833",,1,,,,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
179,"440,61",0,1,1,"2,4",0,1,"-0,0333",-2,"-0,1222","0,0007",,0,0,"0,0917",,0,,,,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
180,"430,61",-10,0,1,"1,02",0,1,"-0,0500",-3,"-0,1215","0,0007",,0,0,"0,0917",,0,0,"-0,1222",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
181,"430,61",15,2,0,"3,05",1,0,"-0,0667",-4,"-0,1154","0,0062",,1,0,"0,0917",,1,0,"-0,1222",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
182,"430,61",-10,0,0,"1,04",0,0,"-0,0500",-3,"-0,1148","0,0006",,0,0,"0,1000",,0,1,"-0,1167",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
183,"430,61",-10,0,0,"1,39",0,-10,"-0,0500",-3,"-0,1141","0,0006",,0,0,"0,1000",,0,0,"-0,1222",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
184,"430,61",15,2,0,"3,71",1,1,"0,1167",7,"-0,1081","0,0060",,1,1,"0,1000",,1,0,"-0,1222",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
185,"430,61",-10,0,0,"1,03",0,0,"0,1167",7,"-0,1075","0,0006",,0,0,"0,1000",,0,0,"-0,1167",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
186,"430,61",15,2,0,"6,13",1,1,"0,1167",7,"-0,1016","0,0059",,1,1,"0,1000",,1,0,"-0,1167",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
187,"430,61",15,2,0,"3,12",1,1,"0,1167",7,"-0,0957","0,0059",,1,1,"0,1000",,1,-10,"-0,1111",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
188,"420,61",-10,0,1,"1,8",0,0,"0,1167",7,"-0,0952","0,0005",,0,1,"0,1000",,0,0,"-0,0500",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
189,"420,61",-10,0,0,"1,98",0,0,"0,1167",7,"-0,0947","0,0005",,0,0,"0,0917",,0,0,"-0,0500",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
190,"420,61",15,2,0,"13,66",1,0,"0,1167",7,"-0,0890","0,0057",,1,0,"0,0917",,1,-10,"-0,0500",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
191,"420,61",15,2,0,"4,25",1,0,"0,1333",8,"-0,0833","0,0057",,1,0,"0,1000",,1,0,"0,0111",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
192,"410,61",-10,0,1,"1,08",0,0,"0,1500",9,"-0,0829","0,0004",,0,0,"0,1083",,0,0,"0,0167",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
193,"410,61",15,2,0,3,1,0,"0,1500",9,"-0,0773","0,0056",,1,0,"0,1083",,1,1,"0,0167",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
194,"410,61",-10,0,0,"1,92",0,0,"0,1667",10,"-0,0769","0,0004",,0,1,"0,1167",,0,0,"0,0167",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
195,"410,61",-10,0,0,"1,38",0,1,"0,1667",10,"-0,0765","0,0004",,0,0,"0,1083",,0,10,"0,0167",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
196,"410,61",0,1,0,"2,17",0,0,"0,1500",9,"-0,0761","0,0004",,0,1,"0,1083",,0,1,"-0,0389",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
197,"410,61",-10,0,0,"1,94",0,0,"0,1500",9,"-0,0758","0,0004",,0,0,"0,1000",,0,0,"-0,0444",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
198,"410,61",-10,0,0,1,-10,1,"0,1500",9,"-0,1256","-0,0499",,-10,1,"0,1000",,-10,1,"-0,0444",,-10,,,0,-10,,,,-10,,,"0,0000",-10,,,,-10,,,0,-10,,,0,-10,,,0
199,"410,61",-10,0,0,"1,12",0,1,"-0,0333",-2,"-0,1250","0,0006",,0,1,"0,0083",,0,1,"-0,1056",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
200,"400,61",-10,0,1,"1,08",0,1,"-0,0500",-3,"-0,1244","0,0006",,0,0,"0,0000",,0,5,"-0,1111",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
201,"400,61",15,2,0,"3,11",1,0,"-0,0667",-4,"-0,1188","0,0056",,1,0,"0,0000",,1,1,"-0,1389",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
202,"400,61",15,2,0,"3,94",1,0,"-0,0500",-3,"-0,1133","0,0055",,1,0,"0,0083",,1,-10,"-0,1389",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
203,"400,61",-10,0,0,"1,66",0,0,"-0,0333",-2,"-0,1127","0,0006",,0,0,"0,0167",,0,0,"-0,0778",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
204,"415,61",15,2,1,"9,62",1,0,"-0,0333",-2,"-0,1073","0,0054",,1,-10,"0,0167",,1,0,"-0,0778",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
205,"415,61",-10,0,0,"1,46",0,1,"-0,0167",-1,"-0,1068","0,0005",,0,5,"0,1083",,0,0,"-0,0722",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
206,"415,61",0,1,0,"2,39",0,0,"-0,0333",-2,"-0,1063","0,0005",,0,0,"0,0667",,0,0,"-0,0722",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
207,"415,61",15,2,0,"3,27",1,1,"-0,0333",-2,"-0,1010","0,0053",,1,0,"0,0667",,1,0,"-0,0722",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
208,"415,61",-10,0,0,"1,27",0,0,"-0,0333",-2,"-0,1005","0,0005",,0,1,"0,0750",,0,0,"-0,0667",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
209,"415,61",-10,0,0,"1,83",0,0,"-0,0333",-2,"-0,1000","0,0005",,0,1,"0,0667",,0,0,"-0,0667",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
210,"415,61",0,1,1,"2,48",0,0,"-0,0333",-2,"-0,0995","0,0005",,0,0,"0,0583",,0,0,"-0,0667",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
211,"415,61",0,1,0,"2,8",0,-10,"-0,0333",-2,"-0,0991","0,0005",,0,0,"0,0583",,0,0,"-0,0667",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
212,"415,61",-10,0,0,"1,67",0,5,"0,1333",8,"-0,0986","0,0005",,0,1,"0,0583",,0,-10,"-0,0667",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
213,"415,61",15,2,0,"223,53",10,0,"0,0500",3,"-0,0514","0,0472",,10,0,"0,0500",,10,1,"-0,0111",,10,,,0,10,,,,10,,,"0,0000",10,,,,10,,,0,10,,,0,10,,,0
214,"415,61",15,2,0,"9,83",1,-10,"0,2167",13,"-0,0465","0,0049",,1,0,"0,1333",,1,0,"0,0389",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
215,"415,61",15,2,0,"5,96",1,0,"0,4000",24,"-0,0417","0,0048",,1,0,"0,1417",,1,0,"0,0444",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
216,"415,61",-10,0,0,"1,47",0,0,"0,4167",25,"-0,0415","0,0002",,0,0,"0,1500",,0,-10,"0,0500",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
217,"415,61",0,1,0,"2,34",0,0,"0,4167",25,"-0,0413","0,0002",,0,0,"0,1500",,0,1,"0,1056",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
218,"415,61",15,2,0,"4,46",1,5,"0,4167",25,"-0,0365","0,0048",,1,0,"0,1500",,1,0,"0,1000",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
219,"415,61",15,2,0,"34,63",5,0,"0,3500",21,"-0,0136","0,0229",,5,0,"0,1583",,5,0,"0,1056",,5,,,0,5,,,,5,,,"0,0000",5,,,,5,,,0,5,,,0,5,,,0
220,"415,61",15,2,0,"13,23",1,5,"0,4333",26,"-0,0090","0,0046",,1,0,"0,2000",,1,0,"0,1333",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
221,"415,61",-10,0,0,"1,14",0,0,"0,3667",22,"-0,0090","0,0000",,0,0,"0,2083",,0,0,"0,1389",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
222,"415,61",15,2,0,"3,69",1,0,"0,3667",22,"-0,0045","0,0045",,1,0,"0,2083",,1,1,"0,1389",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
223,"415,61",-10,0,0,"1,12",0,0,"0,3833",23,"-0,0045","0,0000",,0,0,"0,2167",,0,0,"0,1389",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
224,"415,61",15,2,0,"15,33",5,1,"0,3833",23,"0,0178","0,0222",,5,0,"0,2167",,5,0,"0,1389",,5,,,0,5,,,,5,,,"0,0000",5,,,,5,,,0,5,,,0,5,,,0
225,"415,61",15,2,0,"9,28",1,1,"0,4500",27,"0,0221","0,0043",,1,0,"0,2583",,1,1,"0,1667",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
226,"405,61",-10,0,1,"1,41",0,5,"0,4500",27,"0,0220","-0,0001",,0,1,"0,2667",,0,1,"0,1667",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
227,"420,61",15,2,1,"76,21",10,1,"0,3667",22,"0,0658","0,0438",,10,0,"0,2583",,10,0,"0,1611",,10,,,0,10,,,,10,,,"0,0000",10,,,,10,,,0,10,,,0,10,,,0
228,"420,61",-10,0,0,"1,09",0,0,"0,5167",31,"0,0655","-0,0003",,0,0,"0,3417",,0,0,"0,2167",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
229,"420,61",15,2,0,"7,83",1,0,"0,5167",31,"0,0696","0,0041",,1,1,"0,3417",,1,0,"0,2167",,1,,,0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
230,"420,61",15,2,0,"140,48",10,1,"0,5333",32,"0,1126","0,0430",,10,0,"0,3417",,10,0,"0,2222",,10,,,0,10,,,,10,,,"0,0000",10,,,,10,,,0,10,,,0,10,,,0
231,"420,61",0,1,0,"2,02",0,0,"0,6833",41,"0,1121","-0,0005",,0,0,"0,4250",,0,0,"0,2778",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
232,"420,61",-10,0,0,"1,53",0,0,"0,6833",41,"0,1116","-0,0005",,0,0,"0,4250",,0,-10,"0,2778",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
233,"420,61",-10,0,0,"1,38",0,-10,"0,6833",41,"0,1111","-0,0005",,0,0,"0,4250",,0,1,"0,3333",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
234,"420,61",-10,0,0,"1,51",0,1,"0,8500",51,"0,1106","-0,0005",,0,0,"0,4250",,0,0,"0,3278",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
235,"420,61",0,1,0,"2,63",0,1,"0,8333",50,"0,1102","-0,0005",,0,0,"0,4250",,0,0,"0,3278",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
236,"420,61",15,2,0,"52,43",10,0,"0,8167",49,"0,1519","0,0417",,10,5,"0,4250",,10,0,"0,3278",,10,,,0,10,,,,10,,,"0,0000",10,,,,10,,,0,10,,,0,10,,,0
237,"420,61",-10,0,0,"1,78",0,0,"0,9833",59,"0,1513","-0,0006",,0,0,"0,4667",,0,0,"0,3833",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
238,"420,61",-10,0,0,"1,25",0,1,"0,9833",59,"0,1506","-0,0006",,0,0,"0,4667",,0,0,"0,3833",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
239,"420,61",-10,0,0,"1,04",0,0,"0,9667",58,"0,1500","-0,0006",,0,1,"0,4667",,0,0,"0,3833",,0,,,0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
240,"420,61",-10,0,0,"1,75",0,0,"0,9667",58,"0,1494","-0,0006",,0,1,"0,4583",,0,0,"0,3833",,0,0,"0,1500",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
241,"420,61",-10,0,0,1,-10,1,"0,9667",58,"0,1074","-0,0419",,-10,0,"0,4500",,-10,0,"0,3833",,-10,0,"0,1500",0,-10,,,,-10,,,"0,0000",-10,,,,-10,,,0,-10,,,0,-10,,,0
242,"420,61",-10,0,0,"1,41",0,0,"0,7833",47,"0,1070","-0,0004",,0,0,"0,3667",,0,0,"0,3278",,0,1,"0,1083",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
243,"420,61",-10,0,0,"1,14",0,0,"0,7833",47,"0,1066","-0,0004",,0,-10,"0,3667",,0,0,"0,3278",,0,0,"0,1042",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
244,"420,61",-10,0,0,"1,05",0,1,"0,7833",47,"0,1061","-0,0004",,0,1,"0,4500",,0,1,"0,3278",,0,0,"0,1042",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
245,"420,61",0,1,0,"2,18",0,0,"0,7667",46,"0,1057","-0,0004",,0,0,"0,4417",,0,0,"0,3222",,0,0,"0,1042",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
246,"420,61",-10,0,0,"1,86",0,1,"0,7667",46,"0,1053","-0,0004",,0,1,"0,4417",,0,1,"0,3222",,0,0,"0,1042",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
247,"420,61",-10,0,0,"1,02",0,1,"0,7500",45,"0,1048","-0,0004",,0,1,"0,4333",,0,1,"0,3167",,0,-10,"0,1042",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
248,"420,61",-10,0,0,"1,61",0,0,"0,7333",44,"0,1044","-0,0004",,0,0,"0,4250",,0,1,"0,3111",,0,0,"0,1458",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
249,"420,61",15,2,0,"104,47",10,0,"0,7333",44,"0,1440","0,0396",,10,0,"0,4250",,10,0,"0,3056",,10,0,"0,1458",0,10,,,,10,,,"0,0000",10,,,,10,,,0,10,,,0,10,,,0
250,"420,61",0,1,0,"2,03",0,1,"0,9000",54,"0,1434","-0,0006",,0,0,"0,5083",,0,0,"0,3611",,0,-10,"0,1875",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
251,"435,61",15,2,1,"4,17",1,1,"0,8833",53,"0,1468","0,0034",,1,0,"0,5083",,1,0,"0,3611",,1,0,"0,2292",0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
252,"435,61",0,1,0,"2,09",0,0,"0,8833",53,"0,1462","-0,0006",,0,0,"0,5167",,0,0,"0,3667",,0,0,"0,2333",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
253,"425,61",-10,0,1,"1,8",0,1,"0,8833",53,"0,1457","-0,0006",,0,0,"0,5167",,0,0,"0,3667",,0,1,"0,2333",0,0,,,,0,,,"0,0000",0,,,,0,,,0,0,,,0,0,,,0
254,"440,61",15,2,1,"5,43",1,0,"0,8667",52,"0,1490","0,0034",,1,0,"0,5167",,1,1,"0,3667",,1,0,"0,2292",0,1,,,,1,,,"0,0000",1,,,,1,,,0,1,,,0,1,,,0
