rodada,modelo,accuracy,precision,recall,f1_score,precision 0,precision 1,recall 0,recall 1,f1_score 0,f1_score 1
7,Regressão Logística,0.8236927348449792,0.8429972152023519,0.8236927348449792,0.8326866763184011,0.25252525252525254,0.9146995708154506,0.32051282051282054,0.8847950181629476,0.2824858757062147,0.8994988129781061
