Iteração,Precisão Geral,Precisão Modelo
601,100.0,0.0
602,100.0,100.0
603,66.66666666666666,100.0
604,75.0,100.0
605,60.0,100.0
606,66.66666666666666,100.0
607,57.14285714285714,100.0
608,62.5,100.0
609,55.55555555555556,100.0
610,50.0,100.0
611,45.45454545454545,100.0
612,50.0,100.0
613,53.84615384615385,100.0
614,57.14285714285714,100.0
615,53.333333333333336,66.66666666666666
616,56.25,66.66666666666666
617,58.82352941176471,66.66666666666666
618,61.111111111111114,75.0
619,57.89473684210527,75.0
620,55.00000000000001,60.0
621,52.38095238095239,60.0
622,50.0,60.0
623,52.17391304347826,60.0
624,50.0,60.0
625,52.0,60.0
626,50.0,60.0
627,48.148148148148145,60.0
628,46.42857142857143,60.0
629,48.275862068965516,60.0
630,50.0,66.66666666666666
631,51.61290322580645,66.66666666666666
632,50.0,66.66666666666666
633,48.484848484848484,57.14285714285714
634,47.05882352941176,50.0
635,48.57142857142857,55.55555555555556
636,47.22222222222222,55.55555555555556
637,45.94594594594595,50.0
638,44.73684210526316,50.0
639,43.58974358974359,50.0
640,42.5,50.0
641,41.46341463414634,45.45454545454545
642,42.857142857142854,50.0
643,44.18604651162791,53.84615384615385
644,45.45454545454545,53.84615384615385
645,44.44444444444444,53.84615384615385
646,43.47826086956522,50.0
647,42.5531914893617,50.0
648,43.75,50.0
649,44.89795918367347,53.333333333333336
650,44.0,53.333333333333336
651,43.13725490196079,50.0
652,42.30769230769231,50.0
653,41.509433962264154,50.0
654,40.74074074074074,50.0
655,40.0,47.05882352941176
656,41.07142857142857,50.0
657,40.35087719298245,50.0
658,39.6551724137931,50.0
659,38.983050847457626,50.0
660,38.333333333333336,47.368421052631575
661,37.704918032786885,45.0
662,38.70967741935484,45.0
663,39.682539682539684,45.0
664,40.625,45.0
665,41.53846153846154,45.0
666,42.42424242424242,45.0
667,41.7910447761194,42.857142857142854
668,41.17647058823529,40.909090909090914
669,42.028985507246375,40.909090909090914
670,41.42857142857143,40.909090909090914
671,40.845070422535215,40.909090909090914
672,40.27777777777778,40.909090909090914
673,39.726027397260275,40.909090909090914
674,40.54054054054054,40.909090909090914
675,41.333333333333336,40.909090909090914
676,40.78947368421053,40.909090909090914
677,41.55844155844156,40.909090909090914
678,41.02564102564102,39.130434782608695
679,40.50632911392405,37.5
680,40.0,37.5
681,39.50617283950617,37.5
682,40.243902439024396,40.0
683,39.75903614457831,40.0
684,40.476190476190474,40.0
685,40.0,40.0
686,39.53488372093023,38.46153846153847
687,39.08045977011494,38.46153846153847
688,39.77272727272727,40.74074074074074
689,40.44943820224719,40.74074074074074
690,40.0,40.74074074074074
691,39.56043956043956,39.285714285714285
692,40.21739130434783,39.285714285714285
693,39.784946236559136,39.285714285714285
694,39.361702127659576,37.93103448275862
695,38.94736842105263,36.666666666666664
696,38.54166666666667,36.666666666666664
697,38.144329896907216,36.666666666666664
698,37.755102040816325,36.666666666666664
699,37.37373737373738,35.483870967741936
700,37.0,35.483870967741936
701,36.633663366336634,34.375
702,36.27450980392157,34.375
703,35.92233009708738,33.33333333333333
