rodada,modelo,accuracy,precision,recall,f1_score,precision 0,precision 1,recall 0,recall 1,f1_score 0,f1_score 1
17,Regressão Logística,0.9473914949583516,0.9621027256348067,0.9473914949583516,0.9545759996535478,0.04878048780487805,0.9809004092769441,0.08695652173913043,0.9651006711409396,0.0625,0.972936400541272
