"119,69","2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
1394,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4495",1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3200","-0,6460","0,3207","-0,6460",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1395,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4491",0,0,0,1,1,1,1,1,0,0,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3188","-0,6466","0,3195","-0,6466",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1396,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,"0,5000",30,,"0,4495",1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3192","-0,6451","0,3199","-0,6451",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1397,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4492",0,0,0,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,0,,"0,3180","-0,6442","0,3187","-0,6442",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1398,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4496",1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3184","-0,6451","0,3191","-0,6451",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1399,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,"0,5000",30,,"0,4493",0,0,0,1,1,1,1,1,0,0,1,,0,0,1,1,1,1,0,1,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3172","-0,6463","0,3179","-0,6463",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1400,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,"0,5000",30,,"0,4497",1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3175","-0,6472","0,3182","-0,6472",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1401,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4494",0,0,0,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,1,,"0,3165","-0,6392","0,3172","-0,6392",,"0,9587","0,9341","0,0246",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",13,7,"0,65","0,35","-0,6214883767","-1,514573173",0
1402,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4498",1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3170","-0,6363","0,3178","-0,6363",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1403,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4494",0,0,0,1,1,1,1,1,0,0,0,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3158","-0,6370","0,3165","-0,6370",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1404,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4498",1,1,1,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3162","-0,6363","0,3169","-0,6363",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1405,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4495",0,0,0,1,1,1,1,1,0,1,0,,0,0,1,1,1,1,0,1,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,0,,"0,3151","-0,6371","0,3158","-0,6371",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1406,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,"0,5000",30,,"0,4499",1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3156","-0,6358","0,3163","-0,6358",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1407,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,"0,5000",30,,"0,4496",0,0,0,1,1,1,1,1,0,0,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3144","-0,6335","0,3151","-0,6335",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1408,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4500",1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,1,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3150","-0,6096","0,3157","-0,6096",,"0,9852","0,9710","0,0143",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",8,12,"0,4","0,6","-1,321928095","-0,7369655942",9
1409,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,"0,5000",30,,"0,4496",0,0,0,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,0,,"0,3139","-0,6335","0,3146","-0,6335",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1410,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,"0,5000",30,,"0,4500",1,1,1,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,1,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,3145","-0,6096","0,3152","-0,6096",,"0,9852","0,9710","0,0143",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",8,12,"0,4","0,6","-1,321928095","-0,7369655942",9
1411,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4497",0,0,0,1,1,1,1,1,0,0,0,,0,0,1,1,1,1,0,1,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3134","-0,6335","0,3141","-0,6335",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1412,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,"0,5000",30,,"0,4501",1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,1,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3139","-0,6189","0,3146","-0,6189",,"0,9852","0,9710","0,0143",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",8,12,"0,4","0,6","-1,321928095","-0,7369655942",9
1413,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4498",0,0,0,1,1,1,1,1,1,0,1,,0,0,1,1,1,1,1,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,1,,"0,3128","-0,6424","0,3135","-0,6424",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1414,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4502",1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3133","-0,6332","0,3140","-0,6332",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1415,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4499",0,0,0,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,0,,"0,3123","-0,6214","0,3131","-0,6214",,"0,9587","0,9341","0,0246",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",13,7,"0,65","0,35","-0,6214883767","-1,514573173",0
1416,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4502",1,1,1,0,0,0,0,0,0,1,1,,1,1,0,0,0,0,0,0,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,3128","-0,6217","0,3136","-0,6217",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1417,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4499",0,0,0,1,1,1,1,1,0,0,0,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3117","-0,6213","0,3124","-0,6213",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1418,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4503",1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,1,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3122","-0,6102","0,3129","-0,6102",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1419,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4500",0,0,0,1,1,1,1,1,1,0,0,,0,0,1,1,1,1,1,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,1,,"0,3110","-0,6187","0,3118","-0,6187",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1420,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,"0,5000",30,,"0,4504",1,1,1,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,3115","-0,6102","0,3123","-0,6102",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1421,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4501",0,0,0,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,1,,"0,3108","-0,5725","0,3115","-0,5725",,"0,9183","0,8813","0,0370",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,14,7,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",14,6,"0,7","0,3","-0,5145731728","-1,736965594",0
1422,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4505",1,1,1,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,3113","-0,5987","0,3120","-0,5987",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1423,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4501",0,0,0,1,1,1,1,1,0,0,0,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3101","-0,5979","0,3108","-0,5979",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1424,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4505",1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3106","-0,5873","0,3113","-0,5873",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1425,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,,,,,,,,,,,"0,5000",30,,"0,4502",0,0,0,1,1,1,1,1,1,1,0,,0,0,1,1,1,1,1,1,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,1,,"0,3096","-0,5851","0,3104","-0,5851",,"0,9587","0,9341","0,0246",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",13,7,"0,65","0,35","-0,6214883767","-1,514573173",0
1426,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,"0,5000",30,,"0,4506",1,1,1,0,0,0,0,0,0,1,1,,1,1,0,0,0,0,0,1,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,3101","-0,6140","0,3109","-0,6140",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1427,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,"0,5000",30,,"0,4503",0,0,0,1,1,1,1,1,1,0,0,,0,0,1,1,1,1,1,1,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,1,,"0,3090","-0,6212","0,3098","-0,6212",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1428,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,"0,5000",30,,"0,4507",1,1,1,0,0,0,0,0,1,0,1,,1,1,0,0,0,0,1,1,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,1,,"0,3095","-0,6244","0,3103","-0,6244",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1429,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4503",0,0,0,1,1,1,1,1,0,0,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3084","-0,6313","0,3092","-0,6313",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1430,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,"0,5000",30,,"0,4507",1,1,1,0,0,0,0,0,0,1,1,,1,1,0,0,0,0,0,0,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,3089","-0,6244","0,3097","-0,6244",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1431,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4504",0,0,0,1,1,1,1,1,0,0,0,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3078","-0,6232","0,3085","-0,6232",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1432,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4508",1,1,1,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3081","-0,6244","0,3088","-0,6244",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1433,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4505",0,0,0,1,1,1,1,1,0,0,1,,0,0,1,1,1,1,0,0,,,0,1,1,1,0,,,,,0,1,1,0,,,,0,1,0,,"0,3070","-0,6295","0,3078","-0,6295",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1434,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,"0,5000",30,,"0,4509",1,1,1,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3075","-0,6235","0,3082","-0,6235",,"0,9587","0,9341","0,0246",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",7,13,"0,35","0,65","-1,514573173","-0,6214883767",8
1435,"119,69",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4506",0,0,0,1,1,1,1,1,0,1,0,,0,0,1,1,1,1,0,0,,,0,1,1,1,1,,,,,0,1,1,1,,,,0,1,0,,"0,3065","-0,6189","0,3072","-0,6189",,"0,9852","0,9710","0,0143",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",12,8,"0,6","0,4","-0,7369655942","-1,321928095",0
1436,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"0,5000",30,,"0,4509",1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,,1,0,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,3068","-0,6235","0,3075","-0,6235",,"0,9183","0,8813","0,0370",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
