"119,69","2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
899,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4222",1,1,1,1,1,0,0,,,,,,1,1,0,0,1,,,,,,1,1,0,,,,,,,1,1,,,,,,1,0,,,"0,5890","0,6821","0,5897","0,6821",,"0,8366","0,8631","-0,0265",2,2,2,2,2,2,2,2,1,2,1,1,2,1,,,,,,,,,,,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",10,4,"0,7142857143","0,2857142857","-0,4854268272","-1,807354922",11
900,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4218",0,0,0,0,1,0,1,,,,,,0,0,1,0,0,0,,,,,0,0,0,,,,,,,0,1,0,,,,,0,0,,,"0,5880","0,6622","0,5888","0,6622",,"0,8113","0,8366","-0,0254",0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
901,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4224",1,1,1,1,0,0,1,,,,,,1,1,0,0,1,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5879","0,6827","0,5886","0,6827",,"0,8113","0,8366","-0,0254",2,2,2,2,2,2,2,2,0,1,2,0,2,2,0,,,,,,,,,,12,4,"0,75","0,25","-0,4150374993",-2,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",12
902,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4219",0,0,0,0,0,0,1,,,,,,0,0,1,0,0,1,,,,,0,0,0,,,,,,,0,0,1,,,,,0,0,,,"0,5878","0,6731","0,5885","0,6731",,"0,6962","0,7219","-0,0257",0,0,0,0,0,0,0,0,2,1,1,0,1,2,2,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
903,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4226",1,1,1,1,0,0,0,,,,,,1,1,1,0,0,1,,,,,1,1,0,,,,,,,1,0,1,,,,,1,0,,,"0,5881","0,6865","0,5888","0,6865",,"0,8960","0,9183","-0,0223",2,2,2,2,2,2,2,2,2,0,1,0,1,1,2,,,,,,,,,,11,5,"0,6875","0,3125","-0,5405683814","-1,678071905",10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",11
904,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4221",0,0,0,0,0,0,0,,,,,,0,0,1,0,1,1,,,,,0,0,0,,,,,,,0,0,1,,,,,0,0,,,"0,5880","0,6744","0,5888","0,6744",,"0,6962","0,7219","-0,0257",0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
905,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4227",1,1,1,1,0,0,0,,,,,,1,1,0,0,1,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5886","0,6890","0,5893","0,6890",,"0,9544","0,9710","-0,0165",2,2,2,2,2,2,2,2,0,1,1,1,2,1,0,,,,,,,,,,10,6,"0,625","0,375","-0,6780719051","-1,415037499",9,6,"0,6","0,4","-0,7369655942","-1,321928095",10
906,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4223",0,0,0,0,0,1,1,,,,,,0,0,0,1,1,0,,,,,0,0,1,,,,,,,0,0,0,,,,,0,1,,,"0,5876","0,6665","0,5884","0,6665",,"0,8113","0,8366","-0,0254",0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
907,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4229",1,1,1,1,0,0,0,,,,,,1,1,0,0,0,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5883","0,6917","0,5891","0,6917",,"0,9887","0,9968","-0,0081",2,2,2,2,2,2,2,2,0,1,0,1,0,1,1,,,,,,,,,,9,7,"0,5625","0,4375","-0,8300749986","-1,192645078",8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",9
908,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4224",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,5894","0,6917","0,5901","0,6917",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
909,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4231",1,1,1,1,1,0,0,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,1,0,,,,,1,0,,,"0,5897","0,6902","0,5904","0,6902",,"0,8960","0,9183","-0,0223",2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,,,,,,,,,,11,5,"0,6875","0,3125","-0,5405683814","-1,678071905",10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",11
910,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4226",0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,5907","0,6913","0,5914","0,6913",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
911,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4232",1,1,1,1,0,1,1,,,,,,1,1,1,1,0,1,,,,,1,1,1,,,,,,,1,0,1,,,,,1,1,,,"0,5896","0,6809","0,5903","0,6809",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,0,1,2,1,2,2,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
912,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4228",0,0,0,0,0,1,1,,,,,,0,0,0,1,0,0,,,,,0,0,1,,,,,,,0,0,0,,,,,0,1,,,"0,5903","0,6852","0,5910","0,6852",,"0,5436","0,5665","-0,0229",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
913,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4234",1,1,1,1,0,0,1,,,,,,1,1,1,0,1,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5892","0,6804","0,5899","0,6804",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
914,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4230",0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,5891","0,6799","0,5899","0,6799",,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,,,,,,,,,0,16,0,1,#NUM!,0,0,15,0,1,#NUM!,0,0
915,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4236",1,1,1,1,0,0,1,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5895","0,6877","0,5902","0,6877",,"0,8960","0,9183","-0,0223",2,2,2,2,2,2,2,2,2,1,0,0,0,2,0,,,,,,,,,,11,5,"0,6875","0,3125","-0,5405683814","-1,678071905",10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",11
916,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4231",0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,,,,,0,0,0,,,,,,,0,0,1,,,,,0,0,,,"0,5905","0,6887","0,5912","0,6887",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
917,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4237",1,1,1,1,0,1,1,,,,,,1,1,1,1,0,0,,,,,1,1,1,,,,,,,1,0,0,,,,,1,1,,,"0,5903","0,6845","0,5910","0,6845",,"0,8113","0,8366","-0,0254",2,2,2,2,2,2,2,2,2,0,1,2,0,2,0,,,,,,,,,,12,4,"0,75","0,25","-0,4150374993",-2,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",12
918,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4233",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,5913","0,6877","0,5920","0,6877",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
919,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4239",1,1,1,1,0,0,1,,,,,,1,1,1,0,1,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5911","0,6836","0,5918","0,6836",,"0,8113","0,8366","-0,0254",2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,,,,,,,,,,12,4,"0,75","0,25","-0,4150374993",-2,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",12
920,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4235",0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,,,,,0,0,0,,,,,,,0,0,1,,,,,0,0,,,"0,5921","0,6868","0,5928","0,6868",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
921,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4241",1,1,1,1,1,1,1,,,,,,1,1,1,1,0,0,,,,,1,1,1,,,,,,,1,1,0,,,,,1,1,,,"0,5911","0,6766","0,5918","0,6766",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,2,1,2,0,2,0,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
922,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4236",0,0,0,0,1,0,0,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,0,1,0,,,,,0,0,,,"0,5921","0,6853","0,5927","0,6853",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
923,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4242",1,1,1,1,0,0,0,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5926","0,6850","0,5933","0,6850",,"0,9544","0,9710","-0,0165",2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,,,,,,,,,,10,6,"0,625","0,375","-0,6780719051","-1,415037499",9,6,"0,6","0,4","-0,7369655942","-1,321928095",10
924,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4238",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,5936","0,6852","0,5943","0,6852",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
925,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4244",1,1,1,1,0,1,0,,,,,,1,1,1,1,1,0,,,,,1,1,1,,,,,,,1,0,0,,,,,1,1,,,"0,5935","0,6811","0,5941","0,6811",,"0,8113","0,8366","-0,0254",2,2,2,2,2,2,2,2,2,0,1,2,2,0,0,,,,,,,,,,12,4,"0,75","0,25","-0,4150374993",-2,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",12
926,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4239",0,0,0,0,1,0,0,,,,,,0,0,0,0,0,1,,,,,0,0,0,,,,,,,0,1,1,,,,,0,0,,,"0,5941","0,6795","0,5947","0,6795",,"0,5436","0,5665","-0,0229",0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
927,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4246",1,1,1,1,0,0,1,,,,,,1,1,1,0,0,1,,,,,1,1,0,,,,,,,1,0,1,,,,,1,0,,,"0,5931","0,6752","0,5937","0,6752",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,0,2,1,0,2,2,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
928,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4241",0,0,0,0,1,0,0,,,,,,0,0,0,0,1,0,,,,,0,0,0,,,,,,,0,1,0,,,,,0,0,,,"0,5930","0,6700","0,5936","0,6700",,"0,6962","0,7219","-0,0257",0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,,,,,,,,,,3,13,"0,1875","0,8125","-2,415037499","-0,2995602819",3,12,"0,2","0,8","-2,321928095","-0,3219280949",0
929,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4247",1,1,1,1,0,1,1,,,,,,1,1,1,1,0,1,,,,,1,1,1,,,,,,,1,0,1,,,,,1,1,,,"0,5920","0,6756","0,5926","0,6756",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
930,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4243",0,0,0,0,0,1,0,,,,,,0,0,0,1,1,1,,,,,0,0,1,,,,,,,0,0,1,,,,,0,1,,,"0,5910","0,6606","0,5917","0,6606",,"0,8113","0,8366","-0,0254",0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
931,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4249",1,1,1,1,0,0,0,,,,,,1,1,1,0,1,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5909","0,6826","0,5915","0,6826",,"0,8113","0,8366","-0,0254",2,2,2,2,2,2,2,2,2,0,2,1,2,0,1,,,,,,,,,,12,4,"0,75","0,25","-0,4150374993",-2,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",12
932,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4244",0,0,0,0,1,0,0,,,,,,0,0,0,0,1,1,,,,,0,0,0,,,,,,,0,1,1,,,,,0,0,,,"0,5899","0,6621","0,5906","0,6621",,"0,8113","0,8366","-0,0254",0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,,,,,,,,,,4,12,"0,25","0,75",-2,"-0,4150374993",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
933,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4251",1,1,1,1,1,0,1,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,1,0,,,,,1,0,,,"0,5898","0,6842","0,5905","0,6842",,"0,8113","0,8366","-0,0254",2,2,2,2,2,2,2,2,2,2,0,0,1,2,0,,,,,,,,,,12,4,"0,75","0,25","-0,4150374993",-2,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",12
934,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4246",0,0,0,0,1,0,0,,,,,,0,0,0,0,0,0,,,,,0,0,0,,,,,,,0,1,0,,,,,0,0,,,"0,5908","0,6873","0,5914","0,6873",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
935,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4252",1,1,1,1,0,1,1,,,,,,1,1,1,1,0,0,,,,,1,1,1,,,,,,,1,0,0,,,,,1,1,,,"0,5898","0,6775","0,5905","0,6775",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
936,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4248",0,0,0,0,0,1,1,,,,,,0,0,0,1,0,0,,,,,0,0,1,,,,,,,0,0,0,,,,,0,1,,,"0,5904","0,6809","0,5911","0,6809",,"0,5436","0,5665","-0,0229",0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
937,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4254",1,1,1,1,0,0,0,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5910","0,6866","0,5916","0,6866",,"0,9544","0,9710","-0,0165",2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,,,,,,,,,,10,6,"0,625","0,375","-0,6780719051","-1,415037499",9,6,"0,6","0,4","-0,7369655942","-1,321928095",10
938,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4249",0,0,0,0,1,0,0,,,,,,0,0,0,0,1,0,,,,,0,0,0,,,,,,,0,1,0,,,,,0,0,,,"0,5916","0,6818","0,5922","0,6818",,"0,5436","0,5665","-0,0229",0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
939,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4255",1,1,1,1,1,0,0,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,1,0,,,,,1,0,,,"0,5919","0,6865","0,5925","0,6865",,"0,8960","0,9183","-0,0223",2,2,2,2,2,2,2,2,2,2,0,1,1,1,0,,,,,,,,,,11,5,"0,6875","0,3125","-0,5405683814","-1,678071905",10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",11
940,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4251",0,0,0,0,0,1,0,,,,,,0,0,0,1,0,1,,,,,0,0,1,,,,,,,0,0,1,,,,,0,1,,,"0,5925","0,6824","0,5931","0,6824",,"0,5436","0,5665","-0,0229",0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
941,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4257",1,1,1,1,1,1,1,,,,,,1,1,1,1,0,0,,,,,1,1,1,,,,,,,1,1,0,,,,,1,1,,,"0,5901","0,6668","0,5908","0,6668",,"0,5436","0,5665","-0,0229",2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,,,,,,,,,,14,2,"0,875","0,125","-0,1926450779",-3,13,2,"0,8666666667","0,1333333333","-0,2064508775","-2,906890596",14
942,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4252",0,0,0,0,0,1,0,,,,,,0,0,0,1,0,0,,,,,0,0,1,,,,,,,0,0,0,,,,,0,1,,,"0,5911","0,6863","0,5917","0,6863",,"0,3373","0,3534","-0,0161",0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,,,,,,,,,,1,15,"0,0625","0,9375",-4,"-0,09310940439",1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",0
943,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4258",1,1,1,1,0,0,0,,,,,,1,1,1,0,0,0,,,,,1,1,0,,,,,,,1,0,0,,,,,1,0,,,"0,5916","0,6861","0,5923","0,6861",,"0,9544","0,9710","-0,0165",2,2,2,2,2,2,2,2,2,1,1,1,0,1,1,,,,,,,,,,10,6,"0,625","0,375","-0,6780719051","-1,415037499",9,6,"0,6","0,4","-0,7369655942","-1,321928095",10
944,"119,69",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4254",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,5922","0,6812","0,5928","0,6812",,"0,5436","0,5665","-0,0229",0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,,,,,,,,,,2,14,"0,125","0,875",-3,"-0,1926450779",2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",0
945,"119,69","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4260",1,1,1,1,1,1,0,,,,,,1,1,1,1,1,0,,,,,1,1,1,,,,,,,1,1,0,,,,,1,1,,,"0,5913","0,6777","0,5919","0,6777",,"0,6962","0,7219","-0,0257",2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,,,,,,,,,,13,3,"0,8125","0,1875","-0,2995602819","-2,415037499",12,3,"0,8","0,2","-0,3219280949","-2,321928095",13
