rodada,i,modelo,accuracy,precision,recall,f1_score,precision 0,precision 1,recall 0,recall 1,f1_score 0,f1_score 1
-2,1200,Regressão Logística,0.5867768595041323,0.607702177440658,0.5867768595041323,0.5948266609423635,0.3958333333333333,0.7123287671232876,0.475,0.6419753086419753,0.4318181818181818,0.6753246753246753
