Iteração,Precisão Geral,Precisão Modelo
1201,0.0,0.0
1202,50.0,0.0
1203,33.33333333333333,0.0
1204,25.0,0.0
1205,20.0,0.0
1206,16.666666666666664,0.0
1207,14.285714285714285,0.0
1208,12.5,0.0
1209,11.11111111111111,0.0
1210,10.0,0.0
1211,9.090909090909092,0.0
1212,8.333333333333332,0.0
1213,15.384615384615385,0.0
1214,14.285714285714285,0.0
1215,20.0,0.0
1216,25.0,0.0
1217,23.52941176470588,0.0
1218,27.77777777777778,0.0
1219,31.57894736842105,0.0
1220,35.0,0.0
1221,38.095238095238095,0.0
1222,36.36363636363637,0.0
1223,34.78260869565217,0.0
1224,33.33333333333333,0.0
1225,32.0,0.0
1226,30.76923076923077,0.0
1227,29.629629629629626,0.0
1228,28.57142857142857,0.0
1229,27.586206896551722,0.0
1230,26.666666666666668,0.0
1231,25.806451612903224,0.0
1232,25.0,0.0
1233,27.27272727272727,0.0
1234,26.47058823529412,0.0
1235,25.71428571428571,0.0
1236,25.0,0.0
1237,27.027027027027028,0.0
1238,26.31578947368421,0.0
1239,25.64102564102564,0.0
1240,25.0,0.0
1241,24.390243902439025,0.0
1242,26.190476190476193,0.0
1243,25.581395348837212,0.0
1244,25.0,0.0
1245,26.666666666666668,0.0
1246,28.26086956521739,0.0
1247,27.659574468085108,0.0
1248,27.083333333333332,0.0
1249,26.53061224489796,0.0
1250,26.0,0.0
1251,25.49019607843137,0.0
1252,25.0,0.0
1253,26.41509433962264,0.0
1254,25.925925925925924,0.0
1255,25.454545454545453,0.0
1256,25.0,0.0
1257,24.561403508771928,0.0
