t,Entrada,,,Converte_4,Media_Atual_4,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON
8019,2,0,"0,5",0,"0,5",0,"0,3057737873",0,"0,2368125701",0,"0,177328844",0,"0,1113605188",0,"0,06995884774",0,"0,03242299539",0,"0,01247038284",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8020,1,1,"0,5",1,"0,5",0,"0,3057356608",0,"0,2367830424",0,"0,1773067332",0,"0,1113466334",0,"0,06995012469",0,"0,03241895262",0,"0,01246882793",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8021,2,0,"0,5",0,"0,5",0,"0,3056975439",0,"0,236753522",0,"0,1772846279",0,"0,1113327515",0,"0,06994140381",0,"0,03241491086",0,"0,01246727341",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8022,1,1,"0,5",1,"0,5",0,"0,3056594365",0,"0,236724009",0,"0,177262528",0,"0,1113188731",0,"0,06993268512",0,"0,03241087011",0,"0,01246571927",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8023,2,0,"0,5",0,"0,5",0,"0,3056213387",0,"0,2366945033",0,"0,1772404338",0,"0,1113049981",0,"0,06992396859",0,"0,03240683036",0,"0,01246416552",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8024,1,1,"0,5",1,"0,5",0,"0,3055832502",0,"0,236665005",0,"0,177218345",0,"0,1112911266",0,"0,06991525424",0,"0,03240279163",0,"0,01246261216",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8025,2,0,"0,5",0,"0,5",0,"0,3055451713",0,"0,236635514",0,"0,1771962617",0,"0,1112772586",0,"0,06990654206",0,"0,03239875389",0,"0,01246105919",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8026,1,1,"0,5",1,"0,5",0,"0,3055071019",0,"0,2366060304",0,"0,1771741839",0,"0,111263394",0,"0,06989783205",0,"0,03239471717",0,"0,0124595066",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8027,2,0,"0,5",0,"0,5",0,"0,305469042",0,"0,2365765541",0,"0,1771521116",0,"0,1112495328",0,"0,06988912421",0,"0,03239068145",0,"0,0124579544",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8028,1,1,"0,5",1,"0,5",0,"0,3054309915",0,"0,2365470852",0,"0,1771300448",0,"0,1112356751",0,"0,06988041854",0,"0,03238664674",0,"0,01245640259",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8029,2,0,"0,5",0,"0,5",0,"0,3053929506",0,"0,2365176236",0,"0,1771079836",0,"0,1112218209",0,"0,06987171503",0,"0,03238261303",0,"0,01245485116",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8030,1,1,"0,5",1,"0,5",0,"0,3053549191",0,"0,2364881694",0,"0,1770859278",0,"0,1112079701",0,"0,0698630137",0,"0,03237858032",0,"0,01245330012",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8031,2,0,"0,5",0,"0,5",0,"0,305316897",0,"0,2364587225",0,"0,1770638775",0,"0,1111941228",0,"0,06985431453",0,"0,03237454862",0,"0,01245174947",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8032,1,1,"0,5",1,"0,5",0,"0,3052788845",0,"0,2364292829",0,"0,1770418327",0,"0,1111802789",0,"0,06984561753",0,"0,03237051793",0,"0,0124501992",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8033,2,0,"0,5",0,"0,5",0,"0,3052408814",0,"0,2363998506",0,"0,1770197934",0,"0,1111664384",0,"0,06983692269",0,"0,03236648824",0,"0,01244864932",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8034,1,1,"0,5",1,"0,5",0,"0,3052028877",0,"0,2363704257",0,"0,1769977595",0,"0,1111526014",0,"0,06982823002",0,"0,03236245955",0,"0,01244709983",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8035,2,0,"0,5",0,"0,5",0,"0,3051649035",0,"0,2363410081",0,"0,1769757312",0,"0,1111387679",0,"0,06981953951",0,"0,03235843186",0,"0,01244555072",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8036,1,1,"0,5",1,"0,5",0,"0,3051269288",0,"0,2363115978",0,"0,1769537083",0,"0,1111249378",0,"0,06981085117",0,"0,03235440518",0,"0,01244400199",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8037,2,0,"0,5",0,"0,5",0,"0,3050889635",0,"0,2362821948",0,"0,1769316909",0,"0,1111111111",0,"0,06980216499",0,"0,03235037949",0,"0,01244245365",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8038,1,1,"0,5",1,"0,5",0,"0,3050510077",0,"0,2362527992",0,"0,176909679",0,"0,1110972879",0,"0,06979348097",0,"0,03234635481",0,"0,0124409057",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8039,2,0,"0,5",0,"0,5",0,"0,3050130613",0,"0,2362234109",0,"0,1768876726",0,"0,1110834681",0,"0,0697847991",0,"0,03234233114",0,"0,01243935813",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8040,1,1,"0,5",1,"0,5",0,"0,3049751244",0,"0,2361940299",0,"0,1768656716",0,"0,1110696517",0,"0,0697761194",0,"0,03233830846",0,"0,01243781095",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8041,2,0,"0,5",0,"0,5",0,"0,3049371969",0,"0,2361646561",0,"0,1768436762",0,"0,1110558388",0,"0,06976744186",0,"0,03233428678",0,"0,01243626415",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8042,1,1,"0,5",1,"0,5",0,"0,3048992788",0,"0,2361352897",0,"0,1768216861",0,"0,1110420293",0,"0,06975876648",0,"0,0323302661",0,"0,01243471773",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8043,2,0,"0,5",0,"0,5",0,"0,3048613701",0,"0,2361059306",0,"0,1767997016",0,"0,1110282233",0,"0,06975009325",0,"0,03232624643",0,"0,0124331717",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8044,1,1,"0,5",1,"0,5",0,"0,3048234709",0,"0,2360765788",0,"0,1767777225",0,"0,1110144207",0,"0,06974142218",0,"0,03232222775",0,"0,01243162606",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8045,2,0,"0,5",0,"0,5",0,"0,3047855811",0,"0,2360472343",0,"0,1767557489",0,"0,1110006215",0,"0,06973275326",0,"0,03231821007",0,"0,0124300808",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8046,1,1,"0,5",1,"0,5",0,"0,3047477007",0,"0,2360178971",0,"0,1767337808",0,"0,1109868258",0,"0,0697240865",0,"0,03231419339",0,"0,01242853592",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8047,2,0,"0,5",0,"0,5",0,"0,3047098298",0,"0,2359885672",0,"0,1767118181",0,"0,1109730334",0,"0,0697154219",0,"0,03231017771",0,"0,01242699143",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8048,1,1,"0,5",1,"0,5",0,"0,3046719682",0,"0,2359592445",0,"0,1766898608",0,"0,1109592445",0,"0,06970675944",0,"0,03230616302",0,"0,01242544732",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8049,2,0,"0,5",0,"0,5",0,"0,304634116",0,"0,2359299292",0,"0,1766679091",0,"0,1109454591",0,"0,06969809914",0,"0,03230214934",0,"0,01242390359",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8050,1,1,"0,5",1,"0,5",0,"0,3045962733",0,"0,2359006211",0,"0,1766459627",0,"0,110931677",0,"0,06968944099",0,"0,03229813665",0,"0,01242236025",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8051,2,0,"0,5",0,"0,5",0,"0,3045584399",0,"0,2358713203",0,"0,1766240219",0,"0,1109178984",0,"0,069680785",0,"0,03229412495",0,"0,01242081729",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8052,1,1,"0,5",1,"0,5",0,"0,304520616",0,"0,2358420268",0,"0,1766020864",0,"0,1109041232",0,"0,06967213115",0,"0,03229011426",0,"0,01241927471",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8053,2,0,"0,5",0,"0,5",0,"0,3044828014",0,"0,2358127406",0,"0,1765801565",0,"0,1108903514",0,"0,06966347945",0,"0,03228610456",0,"0,01241773252",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8054,1,1,"0,5",1,"0,5",0,"0,3044449963",0,"0,2357834616",0,"0,1765582319",0,"0,1108765831",0,"0,0696548299",0,"0,03228209585",0,"0,01241619071",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8055,2,0,"0,5",0,"0,5",0,"0,3044072005",0,"0,2357541899",0,"0,1765363128",0,"0,1108628181",0,"0,0696461825",0,"0,03227808814",0,"0,01241464929",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8056,1,1,"0,5",1,"0,5",0,"0,3043694141",0,"0,2357249255",0,"0,1765143992",0,"0,1108490566",0,"0,06963753724",0,"0,03227408143",0,"0,01241310824",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8057,2,0,"0,5",0,"0,5",0,"0,3043316371",0,"0,2356956684",0,"0,176492491",0,"0,1108352985",0,"0,06962889413",0,"0,03227007571",0,"0,01241156758",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8058,1,1,"0,5",1,"0,5",0,"0,3042938694",0,"0,2356664185",0,"0,1764705882",0,"0,1108215438",0,"0,06962025316",0,"0,03226607099",0,"0,0124100273",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8059,2,0,"0,5",0,"0,5",0,"0,3042561112",0,"0,2356371758",0,"0,1764486909",0,"0,1108077925",0,"0,06961161434",0,"0,03226206725",0,"0,01240848741",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8060,1,1,"0,5",1,"0,5",0,"0,3042183623",0,"0,2356079404",0,"0,176426799",0,"0,1107940447",0,"0,06960297767",0,"0,03225806452",0,"0,01240694789",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8061,2,0,"0,5",0,"0,5",0,"0,3041806228",0,"0,2355787123",0,"0,1764049125",0,"0,1107803002",0,"0,06959434313",0,"0,03225406277",0,"0,01240540876",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8062,1,1,"0,5",1,"0,5",0,"0,3041428926",0,"0,2355494914",0,"0,1763830315",0,"0,1107665592",0,"0,06958571074",0,"0,03225006202",0,"0,01240387001",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8063,2,0,"0,5",0,"0,5",0,"0,3041051718",0,"0,2355202778",0,"0,1763611559",0,"0,1107528215",0,"0,06957708049",0,"0,03224606226",0,"0,01240233164",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8064,1,1,"0,5",1,"0,5",0,"0,3040674603",0,"0,2354910714",0,"0,1763392857",0,"0,1107390873",0,"0,06956845238",0,"0,03224206349",0,"0,01240079365",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8065,2,0,"0,5",0,"0,5",0,"0,3040297582",0,"0,2354618723",0,"0,176317421",0,"0,1107253565",0,"0,06955982641",0,"0,03223806572",0,"0,01239925604",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8066,1,1,"0,5",1,"0,5",0,"0,3039920655",0,"0,2354326804",0,"0,1762955616",0,"0,1107116291",0,"0,06955120258",0,"0,03223406893",0,"0,01239771882",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8067,2,0,"0,5",0,"0,5",0,"0,3039543821",0,"0,2354034957",0,"0,1762737077",0,"0,110697905",0,"0,06954258089",0,"0,03223007314",0,"0,01239618198",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8068,1,1,"0,5",1,"0,5",0,"0,303916708",0,"0,2353743183",0,"0,1762518592",0,"0,1106841844",0,"0,06953396133",0,"0,03222607833",0,"0,01239464551",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8069,2,0,"0,5",0,"0,5",0,"0,3038790433",0,"0,2353451481",0,"0,1762300161",0,"0,1106704672",0,"0,06952534391",0,"0,03222208452",0,"0,01239310943",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8070,1,1,"0,5",1,"0,5",0,"0,3038413879",0,"0,2353159851",0,"0,1762081784",0,"0,1106567534",0,"0,06951672862",0,"0,0322180917",0,"0,01239157373",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8071,2,0,"0,5",0,"0,5",0,"0,3038037418",0,"0,2352868294",0,"0,1761863462",0,"0,110643043",0,"0,06950811548",0,"0,03221409986",0,"0,01239003841",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8072,1,1,"0,5",1,"0,5",0,"0,3037661051",0,"0,2352576809",0,"0,1761645193",0,"0,110629336",0,"0,06949950446",0,"0,03221010902",0,"0,01238850347",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8073,2,0,"0,5",0,"0,5",0,"0,3037284776",0,"0,2352285396",0,"0,1761426979",0,"0,1106156324",0,"0,06949089558",0,"0,03220611916",0,"0,01238696891",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8074,1,1,"0,5",1,"0,5",0,"0,3036908595",0,"0,2351994055",0,"0,1761208818",0,"0,1106019321",0,"0,06948228883",0,"0,03220213029",0,"0,01238543473",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8075,2,0,"0,5",0,"0,5",0,"0,3036532508",0,"0,2351702786",0,"0,1760990712",0,"0,1105882353",0,"0,06947368421",0,"0,03219814241",0,"0,01238390093",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8076,1,1,"0,5",1,"0,5",0,"0,3036156513",0,"0,235141159",0,"0,176077266",0,"0,1105745419",0,"0,06946508172",0,"0,03219415552",0,"0,01238236751",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8077,2,0,"0,5",0,"0,5",0,"0,3035780612",0,"0,2351120466",0,"0,1760554661",0,"0,1105608518",0,"0,06945648137",0,"0,03219016962",0,"0,01238083447",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8078,1,1,"0,5",1,"0,5",0,"0,3035404803",0,"0,2350829413",0,"0,1760336717",0,"0,1105471651",0,"0,06944788314",0,"0,0321861847",0,"0,01237930181",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8079,2,0,"0,5",0,"0,5",0,"0,3035029088",0,"0,2350538433",0,"0,1760118827",0,"0,1105334819",0,"0,06943928704",0,"0,03218220077",0,"0,01237776953",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8080,1,1,"0,5",1,"0,5",0,"0,3034653465",0,"0,2350247525",0,"0,175990099",0,"0,110519802",0,"0,06943069307",0,"0,03217821782",0,"0,01237623762",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8081,2,0,"0,5",0,"0,5",0,"0,3034277936",0,"0,2349956689",0,"0,1759683208",0,"0,1105061255",0,"0,06942210123",0,"0,03217423586",0,"0,0123747061",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8082,1,1,"0,5",1,"0,5",0,"0,3033902499",0,"0,2349665924",0,"0,1759465479",0,"0,1104924524",0,"0,06941351151",0,"0,03217025489",0,"0,01237317496",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8083,2,0,"0,5",0,"0,5",0,"0,3033527156",0,"0,2349375232",0,"0,1759247804",0,"0,1104787826",0,"0,06940492391",0,"0,0321662749",0,"0,01237164419",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8084,1,1,"0,5",1,"0,5",0,"0,3033151905",0,"0,2349084612",0,"0,1759030183",0,"0,1104651163",0,"0,06939633845",0,"0,03216229589",0,"0,01237011381",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8085,2,0,"0,5",0,"0,5",0,"0,3032776747",0,"0,2348794063",0,"0,1758812616",0,"0,1104514533",0,"0,0693877551",0,"0,03215831787",0,"0,0123685838",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8086,1,1,"0,5",1,"0,5",0,"0,3032401682",0,"0,2348503586",0,"0,1758595103",0,"0,1104377937",0,"0,06937917388",0,"0,03215434084",0,"0,01236705417",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8087,2,0,"0,5",0,"0,5",0,"0,303202671",0,"0,2348213182",0,"0,1758377643",0,"0,1104241375",0,"0,06937059478",0,"0,03215036478",0,"0,01236552492",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8088,1,1,"0,5",1,"0,5",0,"0,303165183",0,"0,2347922849",0,"0,1758160237",0,"0,1104104847",0,"0,0693620178",0,"0,03214638971",0,"0,01236399604",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8089,2,0,"0,5",0,"0,5",0,"0,3031277043",0,"0,2347632587",0,"0,1757942885",0,"0,1103968352",0,"0,06935344295",0,"0,03214241563",0,"0,01236246755",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8090,1,1,"0,5",1,"0,5",0,"0,3030902349",0,"0,2347342398",0,"0,1757725587",0,"0,1103831891",0,"0,06934487021",0,"0,03213844252",0,"0,01236093943",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8091,2,0,"0,5",0,"0,5",0,"0,3030527747",0,"0,234705228",0,"0,1757508343",0,"0,1103695464",0,"0,06933629959",0,"0,0321344704",0,"0,01235941169",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8092,1,1,"0,5",1,"0,5",0,"0,3030153238",0,"0,2346762234",0,"0,1757291152",0,"0,1103559071",0,"0,06932773109",0,"0,03213049926",0,"0,01235788433",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8093,2,0,"0,5",0,"0,5",0,"0,3029778821",0,"0,234647226",0,"0,1757074015",0,"0,1103422711",0,"0,06931916471",0,"0,0321265291",0,"0,01235635735",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8094,1,1,"0,5",1,"0,5",0,"0,3029404497",0,"0,2346182357",0,"0,1756856931",0,"0,1103286385",0,"0,06931060044",0,"0,03212255992",0,"0,01235483074",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8095,2,0,"0,5",0,"0,5",0,"0,3029030266",0,"0,2345892526",0,"0,1756639901",0,"0,1103150093",0,"0,0693020383",0,"0,03211859172",0,"0,01235330451",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8096,1,1,"0,5",1,"0,5",0,"0,3028656126",0,"0,2345602767",0,"0,1756422925",0,"0,1103013834",0,"0,06929347826",0,"0,03211462451",0,"0,01235177866",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8097,2,0,"0,5",0,"0,5",0,"0,302828208",0,"0,2345313079",0,"0,1756206002",0,"0,1102877609",0,"0,06928492034",0,"0,03211065827",0,"0,01235025318",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8098,1,1,"0,5",1,"0,5",0,"0,3027908125",0,"0,2345023463",0,"0,1755989133",0,"0,1102741418",0,"0,06927636453",0,"0,03210669301",0,"0,01234872808",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8099,2,0,"0,5",0,"0,5",0,"0,3027534263",0,"0,2344733918",0,"0,1755772318",0,"0,110260526",0,"0,06926781084",0,"0,03210272873",0,"0,01234720336",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8100,1,1,"0,5",1,"0,5",0,"0,3027160494",0,"0,2344444444",0,"0,1755555556",0,"0,1102469136",0,"0,06925925926",0,"0,03209876543",0,"0,01234567901",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8101,2,0,"0,5",0,"0,5",0,"0,3026786816",0,"0,2344155043",0,"0,1755338847",0,"0,1102333045",0,"0,06925070979",0,"0,03209480311",0,"0,01234415504",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8102,1,1,"0,5",1,"0,5",0,"0,3026413231",0,"0,2343865712",0,"0,1755122192",0,"0,1102196988",0,"0,06924216243",0,"0,03209084177",0,"0,01234263145",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8103,2,0,"0,5",0,"0,5",0,"0,3026039738",0,"0,2343576453",0,"0,1754905591",0,"0,1102060965",0,"0,06923361718",0,"0,0320868814",0,"0,01234110823",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8104,1,1,"0,5",1,"0,5",0,"0,3025666338",0,"0,2343287266",0,"0,1754689042",0,"0,1101924975",0,"0,06922507404",0,"0,03208292201",0,"0,01233958539",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8105,2,0,"0,5",0,"0,5",0,"0,3025293029",0,"0,2342998149",0,"0,1754472548",0,"0,1101789019",0,"0,069216533",0,"0,0320789636",0,"0,01233806292",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8106,1,1,"0,5",1,"0,5",0,"0,3024919812",0,"0,2342709104",0,"0,1754256107",0,"0,1101653096",0,"0,06920799408",0,"0,03207500617",0,"0,01233654083",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8107,2,0,"0,5",0,"0,5",0,"0,3024546688",0,"0,2342420131",0,"0,1754039719",0,"0,1101517207",0,"0,06919945726",0,"0,03207104971",0,"0,01233501912",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8108,1,1,"0,5",1,"0,5",0,"0,3024173656",0,"0,2342131228",0,"0,1753823384",0,"0,1101381352",0,"0,06919092255",0,"0,03206709423",0,"0,01233349778",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8109,2,0,"0,5",0,"0,5",0,"0,3023800715",0,"0,2341842397",0,"0,1753607103",0,"0,110124553",0,"0,06918238994",0,"0,03206313972",0,"0,01233197682",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8110,1,1,"0,5",1,"0,5",0,"0,3023427867",0,"0,2341553637",0,"0,1753390875",0,"0,1101109741",0,"0,06917385943",0,"0,03205918619",0,"0,01233045623",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8111,2,0,"0,5",0,"0,5",0,"0,302305511",0,"0,2341264949",0,"0,1753174701",0,"0,1100973986",0,"0,06916533103",0,"0,03205523363",0,"0,01232893601",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8112,1,1,"0,5",1,"0,5",0,"0,3022682446",0,"0,2340976331",0,"0,175295858",0,"0,1100838264",0,"0,06915680473",0,"0,03205128205",0,"0,01232741617",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8113,2,0,"0,5",0,"0,5",0,"0,3022309873",0,"0,2340687785",0,"0,1752742512",0,"0,1100702576",0,"0,06914828054",0,"0,03204733144",0,"0,01232589671",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8114,1,1,"0,5",1,"0,5",0,"0,3021937392",0,"0,234039931",0,"0,1752526497",0,"0,1100566921",0,"0,06913975844",0,"0,03204338181",0,"0,01232437762",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8115,2,0,"0,5",0,"0,5",0,"0,3021565003",0,"0,2340110906",0,"0,1752310536",0,"0,11004313",0,"0,06913123845",0,"0,03203943315",0,"0,0123228589",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8116,1,1,"0,5",1,"0,5",0,"0,3021192706",0,"0,2339822573",0,"0,1752094628",0,"0,1100295712",0,"0,06912272055",0,"0,03203548546",0,"0,01232134056",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8117,2,0,"0,5",0,"0,5",0,"0,30208205",0,"0,2339534311",0,"0,1751878773",0,"0,1100160158",0,"0,06911420476",0,"0,03203153875",0,"0,01231982259",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8118,1,1,"0,5",1,"0,5",0,"0,3020448386",0,"0,233924612",0,"0,1751662971",0,"0,1100024637",0,"0,06910569106",0,"0,032027593",0,"0,012318305",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8119,2,0,"0,5",0,"0,5",0,"0,3020076364",0,"0,2338958",0,"0,1751447223",0,"0,1099889149",0,"0,06909717946",0,"0,03202364823",0,"0,01231678778",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8120,1,1,"0,5",1,"0,5",0,"0,3019704433",0,"0,2338669951",0,"0,1751231527",0,"0,1099753695",0,"0,06908866995",0,"0,03201970443",0,"0,01231527094",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8121,2,0,"0,5",0,"0,5",0,"0,3019332595",0,"0,2338381973",0,"0,1751015885",0,"0,1099618274",0,"0,06908016254",0,"0,03201576161",0,"0,01231375446",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8122,1,1,"0,5",1,"0,5",0,"0,3018960847",0,"0,2338094066",0,"0,1750800295",0,"0,1099482886",0,"0,06907165723",0,"0,03201181975",0,"0,01231223836",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8123,2,0,"0,5",0,"0,5",0,"0,3018589191",0,"0,2337806229",0,"0,1750584759",0,"0,1099347532",0,"0,06906315401",0,"0,03200787886",0,"0,01231072264",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8124,1,1,"0,5",1,"0,5",0,"0,3018217627",0,"0,2337518464",0,"0,1750369276",0,"0,1099212211",0,"0,06905465288",0,"0,03200393895",0,"0,01230920729",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8125,2,0,"0,5",0,"0,5",0,"0,3017846154",0,"0,2337230769",0,"0,1750153846",0,"0,1099076923",0,"0,06904615385",0,"0,032",0,"0,01230769231",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8126,1,1,"0,5",1,"0,5",0,"0,3017474772",0,"0,2336943145",0,"0,1749938469",0,"0,1098941669",0,"0,0690376569",0,"0,03199606202",0,"0,0123061777",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8127,2,0,"0,5",0,"0,5",0,"0,3017103482",0,"0,2336655592",0,"0,1749723145",0,"0,1098806448",0,"0,06902916205",0,"0,03199212502",0,"0,01230466347",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8128,1,1,"0,5",1,"0,5",0,"0,3016732283",0,"0,233636811",0,"0,1749507874",0,"0,109867126",0,"0,06902066929",0,"0,03198818898",0,"0,01230314961",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8129,2,0,"0,5",0,"0,5",0,"0,3016361176",0,"0,2336080699",0,"0,1749292656",0,"0,1098536105",0,"0,06901217862",0,"0,03198425391",0,"0,01230163612",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8130,1,1,"0,5",1,"0,5",0,"0,301599016",0,"0,2335793358",0,"0,1749077491",0,"0,1098400984",0,"0,06900369004",0,"0,0319803198",0,"0,012300123",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8131,2,0,"0,5",0,"0,5",0,"0,3015619235",0,"0,2335506088",0,"0,1748862379",0,"0,1098265896",0,"0,06899520354",0,"0,03197638667",0,"0,01229861026",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8132,1,1,"0,5",1,"0,5",0,"0,3015248401",0,"0,2335218888",0,"0,1748647319",0,"0,1098130841",0,"0,06898671913",0,"0,0319724545",0,"0,01229709788",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8133,2,0,"0,5",0,"0,5",0,"0,3014877659",0,"0,2334931759",0,"0,1748432313",0,"0,109799582",0,"0,06897823681",0,"0,0319685233",0,"0,01229558588",0,"0,5","0,5040817004",#DIV/0!,#DIV/0!
8134,1,1,"0,5",1,"0,5",0,"0,3014507008",0,"0,2334644701",0,"0,1748217359",0,"0,1097860831",0,"0,06896975658",0,"0,03196459307",0,"0,01229407426",1,"0,5","0,5040817004",#DIV/0!,#DIV/0!
