t,Entrada,,,Converte_4,Media_Atual_4,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON
0,"3,18",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,
1,"3,4",1,,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,
2,"1,25",1,,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,
3,"1,64",1,,0,,0,"0,6666666667",0,"0,6666666667",0,0,0,0,0,0,0,0,0,0,0,,,,
4,"1,01",1,,1,,0,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,0,,,,
5,"1,07",0,,0,,0,"0,4",0,"0,4",0,0,0,0,0,0,0,0,0,0,0,,,,
6,"453,64",0,,0,,0,"0,3333333333",0,"0,3333333333",0,0,0,0,0,0,0,0,0,0,0,,,,
7,"4,41",1,,1,,1,"0,4285714286",1,"0,4285714286",1,"0,1428571429",1,"0,1428571429",1,"0,1428571429",1,"0,1428571429",1,"0,1428571429",1,,,,
8,"2,44",1,,1,,1,"0,5",1,"0,5",1,"0,25",0,"0,125",0,"0,125",0,"0,125",0,"0,125",1,,,,
9,"1,28",1,,1,,1,"0,5555555556",0,"0,4444444444",0,"0,2222222222",0,"0,1111111111",0,"0,1111111111",0,"0,1111111111",0,"0,1111111111",1,,,,
10,"1,15",1,,0,,0,"0,5",0,"0,4",0,"0,2",0,"0,1",0,"0,1",0,"0,1",0,"0,1",0,,,,
11,"2,04",1,,0,,0,"0,4545454545",0,"0,3636363636",0,"0,1818181818",0,"0,09090909091",0,"0,09090909091",0,"0,09090909091",0,"0,09090909091",0,,,,
12,2,1,,1,,0,"0,4166666667",0,"0,3333333333",0,"0,1666666667",0,"0,08333333333",0,"0,08333333333",0,"0,08333333333",0,"0,08333333333",1,,,,
13,"3,79",1,,1,,0,"0,3846153846",0,"0,3076923077",0,"0,1538461538",0,"0,07692307692",0,"0,07692307692",0,"0,07692307692",0,"0,07692307692",1,,,,
14,"10,68",1,,1,,1,"0,4285714286",1,"0,3571428571",1,"0,2142857143",0,"0,07142857143",0,"0,07142857143",0,"0,07142857143",0,"0,07142857143",1,,,,
15,"3,13",1,,1,,1,"0,4666666667",1,"0,4",1,"0,2666666667",1,"0,1333333333",1,"0,1333333333",0,"0,06666666667",0,"0,06666666667",1,,,,
16,1,1,,1,,1,"0,5",1,"0,4375",0,"0,25",0,"0,125",0,"0,125",0,"0,0625",0,"0,0625",1,,,,
17,"3,4",0,,0,,0,"0,4705882353",0,"0,4117647059",0,"0,2352941176",0,"0,1176470588",0,"0,1176470588",0,"0,05882352941",0,"0,05882352941",0,,,,
18,1,1,,1,,1,"0,5",1,"0,4444444444",0,"0,2222222222",0,"0,1111111111",0,"0,1111111111",0,"0,05555555556",0,"0,05555555556",1,,,,
19,1,0,,0,,0,"0,4736842105",0,"0,4210526316",0,"0,2105263158",0,"0,1052631579",0,"0,1052631579",0,"0,05263157895",0,"0,05263157895",0,,,,
20,"1,56",0,,0,,0,"0,45",0,"0,4",0,"0,2",0,"0,1",0,"0,1",0,"0,05",0,"0,05",0,,,,
21,"2,11",1,,1,,0,"0,4285714286",0,"0,380952381",0,"0,1904761905",0,"0,09523809524",0,"0,09523809524",0,"0,04761904762",0,"0,04761904762",0,,,,
22,"5,7",1,,1,,0,"0,4090909091",0,"0,3636363636",0,"0,1818181818",0,"0,09090909091",0,"0,09090909091",0,"0,04545454545",0,"0,04545454545",1,,,,
23,"1,17",1,,1,,1,"0,4347826087",1,"0,3913043478",1,"0,2173913043",0,"0,08695652174",0,"0,08695652174",0,"0,04347826087",0,"0,04347826087",1,,,,
24,"1,38",1,,0,,0,"0,4166666667",0,"0,375",0,"0,2083333333",0,"0,08333333333",0,"0,08333333333",0,"0,04166666667",0,"0,04166666667",0,,,,
25,"2,36",1,,0,,0,"0,4",0,"0,36",0,"0,2",0,"0,08",0,"0,08",0,"0,04",0,"0,04",0,,,,
26,"3,14",1,,1,,1,"0,4230769231",0,"0,3461538462",0,"0,1923076923",0,"0,07692307692",0,"0,07692307692",0,"0,03846153846",0,"0,03846153846",1,,,,
27,"8,65",1,,1,,1,"0,4444444444",1,"0,3703703704",0,"0,1851851852",0,"0,07407407407",0,"0,07407407407",0,"0,03703703704",0,"0,03703703704",1,,,,
28,"1,56",1,,1,,1,"0,4642857143",1,"0,3928571429",1,"0,2142857143",1,"0,1071428571",0,"0,07142857143",0,"0,03571428571",0,"0,03571428571",1,,,,
29,1,1,,1,,0,"0,4482758621",0,"0,3793103448",0,"0,2068965517",0,"0,1034482759",0,"0,06896551724",0,"0,03448275862",0,"0,03448275862",0,,,,
30,1,0,,0,,0,"0,4333333333",0,"0,3666666667",0,"0,2",0,"0,1",0,"0,06666666667",0,"0,03333333333",0,"0,03333333333",0,,,,
31,2,0,,0,,0,"0,4193548387",0,"0,3548387097",0,"0,1935483871",0,"0,09677419355",0,"0,06451612903",0,"0,03225806452",0,"0,03225806452",0,,,,
32,"2,46",1,,1,,0,"0,40625",0,"0,34375",0,"0,1875",0,"0,09375",0,"0,0625",0,"0,03125",0,"0,03125",1,,,,
33,"1,12",1,,1,,1,"0,4242424242",0,"0,3333333333",0,"0,1818181818",0,"0,09090909091",0,"0,06060606061",0,"0,0303030303",0,"0,0303030303",1,,,,
34,"6,21",0,,0,,0,"0,4117647059",0,"0,3235294118",0,"0,1764705882",0,"0,08823529412",0,"0,05882352941",0,"0,02941176471",0,"0,02941176471",0,,,,
35,"2,38",1,,1,,1,"0,4285714286",1,"0,3428571429",1,"0,2",1,"0,1142857143",0,"0,05714285714",0,"0,02857142857",0,"0,02857142857",1,,,,
36,"4,38",1,,1,,1,"0,4444444444",0,"0,3333333333",0,"0,1944444444",0,"0,1111111111",0,"0,05555555556",0,"0,02777777778",0,"0,02777777778",1,,,,
37,"1,05",1,,1,,1,"0,4594594595",1,"0,3513513514",1,"0,2162162162",0,"0,1081081081",0,"0,05405405405",0,"0,02702702703",0,"0,02702702703",1,,,,
38,"1,04",0,,0,,0,"0,4473684211",0,"0,3421052632",0,"0,2105263158",0,"0,1052631579",0,"0,05263157895",0,"0,02631578947",0,"0,02631578947",0,,,,
39,"1,47",0,,0,,0,"0,4358974359",0,"0,3333333333",0,"0,2051282051",0,"0,1025641026",0,"0,05128205128",0,"0,02564102564",0,"0,02564102564",0,,,,
40,"1,22",1,,1,,0,"0,425",0,"0,325",0,"0,2",0,"0,1",0,"0,05",0,"0,025",0,"0,025",0,,,,
41,"1,29",1,,0,,0,"0,4146341463",0,"0,3170731707",0,"0,1951219512",0,"0,09756097561",0,"0,0487804878",0,"0,0243902439",0,"0,0243902439",0,,,,
42,"1,53",1,,0,,0,"0,4047619048",0,"0,3095238095",0,"0,1904761905",0,"0,09523809524",0,"0,04761904762",0,"0,02380952381",0,"0,02380952381",0,,,,
43,1,1,,1,,0,"0,3953488372",0,"0,3023255814",0,"0,1860465116",0,"0,09302325581",0,"0,04651162791",0,"0,02325581395",0,"0,02325581395",0,,,,
44,"4,04",0,,0,,0,"0,3863636364",0,"0,2954545455",0,"0,1818181818",0,"0,09090909091",0,"0,04545454545",0,"0,02272727273",0,"0,02272727273",0,,,,
45,"1,59",1,,1,,1,"0,4",1,"0,3111111111",1,"0,2",0,"0,08888888889",0,"0,04444444444",0,"0,02222222222",0,"0,02222222222",1,,,,
46,"1,23",1,,1,,0,"0,3913043478",0,"0,3043478261",0,"0,1956521739",0,"0,08695652174",0,"0,04347826087",0,"0,02173913043",0,"0,02173913043",0,,,,
47,"1,19",1,,0,,0,"0,3829787234",0,"0,2978723404",0,"0,1914893617",0,"0,08510638298",0,"0,04255319149",0,"0,02127659574",0,"0,02127659574",0,,,,
48,"142,78",1,,0,,0,"0,375",0,"0,2916666667",0,"0,1875",0,"0,08333333333",0,"0,04166666667",0,"0,02083333333",0,"0,02083333333",0,,,,
49,"1,12",1,,1,,1,"0,387755102",1,"0,306122449",1,"0,2040816327",1,"0,1020408163",1,"0,0612244898",1,"0,04081632653",1,"0,04081632653",1,,,,
50,"1,21",0,,0,,0,"0,38",0,"0,3",0,"0,2",0,"0,1",0,"0,06",0,"0,04",0,"0,04",0,,,,
51,"1,59",1,,0,,0,"0,3725490196",0,"0,2941176471",0,"0,1960784314",0,"0,09803921569",0,"0,05882352941",0,"0,03921568627",0,"0,03921568627",0,,,,
52,"3,43",1,,1,,0,"0,3653846154",0,"0,2884615385",0,"0,1923076923",0,"0,09615384615",0,"0,05769230769",0,"0,03846153846",0,"0,03846153846",0,,,,
53,"2,81",1,,1,,1,"0,3773584906",1,"0,3018867925",0,"0,1886792453",0,"0,09433962264",0,"0,05660377358",0,"0,03773584906",0,"0,03773584906",1,,,,
54,"1,21",1,,1,,1,"0,3888888889",1,"0,3148148148",0,"0,1851851852",0,"0,09259259259",0,"0,05555555556",0,"0,03703703704",0,"0,03703703704",1,,,,
55,"5,75",1,,0,,0,"0,3818181818",0,"0,3090909091",0,"0,1818181818",0,"0,09090909091",0,"0,05454545455",0,"0,03636363636",0,"0,03636363636",0,,,,
56,"4,42",1,,1,,1,"0,3928571429",1,"0,3214285714",1,"0,1964285714",0,"0,08928571429",0,"0,05357142857",0,"0,03571428571",0,"0,03571428571",1,,,,
57,"1,42",1,,1,,1,"0,4035087719",1,"0,3333333333",1,"0,2105263158",0,"0,08771929825",0,"0,05263157895",0,"0,0350877193",0,"0,0350877193",1,,,,
58,"1,47",1,,0,,0,"0,3965517241",0,"0,3275862069",0,"0,2068965517",0,"0,08620689655",0,"0,05172413793",0,"0,03448275862",0,"0,03448275862",0,,,,
59,"1,17",1,,1,,0,"0,3898305085",0,"0,3220338983",0,"0,2033898305",0,"0,08474576271",0,"0,05084745763",0,"0,03389830508",0,"0,03389830508",0,,,,
60,"9,2",1,,0,,0,"0,3833333333",0,"0,3166666667",0,"0,2",0,"0,08333333333",0,"0,05",0,"0,03333333333",0,"0,03333333333",0,,,,
61,"12,34",1,"0,8",1,"0,5833333333",1,"0,393442623",1,"0,3278688525",1,"0,2131147541",1,"0,09836065574",0,"0,04918032787",0,"0,03278688525",0,"0,03278688525",1,"0,45","0,5024529992",,
62,"1,19",1,"0,8",1,"0,5833333333",1,"0,4032258065",1,"0,3387096774",1,"0,2258064516",1,"0,1129032258",1,"0,06451612903",0,"0,03225806452",0,"0,03225806452",1,"0,45","0,5024529992",,
63,"138,24",1,"0,8",0,"0,5833333333",0,"0,3968253968",0,"0,3333333333",0,"0,2222222222",0,"0,1111111111",0,"0,06349206349",0,"0,03174603175",0,"0,03174603175",0,"0,45","0,5008190014",,
64,"2,47",1,"0,8",1,"0,5833333333",1,"0,40625",1,"0,34375",1,"0,234375",1,"0,125",1,"0,078125",1,"0,046875",1,"0,046875",1,"0,45","0,5024529992",,
65,"11,61",1,"0,8",1,"0,5833333333",1,"0,4153846154",0,"0,3384615385",0,"0,2307692308",0,"0,1230769231",0,"0,07692307692",0,"0,04615384615",0,"0,04615384615",1,"0,4666666667","0,5035393853",,
66,"1,97",1,"0,8166666667",1,"0,6",1,"0,4242424242",1,"0,3484848485",1,"0,2424242424",1,"0,1363636364",1,"0,09090909091",0,"0,04545454545",0,"0,04545454545",1,"0,4833333333","0,5040817004",,
67,"2,2",1,"0,8333333333",1,"0,6166666667",0,"0,4179104478",0,"0,3432835821",0,"0,2388059701",0,"0,1343283582",0,"0,08955223881",0,"0,0447761194",0,"0,0447761194",0,"0,5","0,5040817004",,
68,"1,18",1,"0,8333333333",1,"0,6166666667",1,"0,4264705882",0,"0,3382352941",0,"0,2352941176",0,"0,1323529412",0,"0,08823529412",0,"0,04411764706",0,"0,04411764706",1,"0,4833333333","0,5040817004",,
69,"16,55",1,"0,8333333333",0,"0,6166666667",0,"0,4202898551",0,"0,3333333333",0,"0,231884058",0,"0,1304347826",0,"0,08695652174",0,"0,04347826087",0,"0,04347826087",0,"0,4833333333","0,5035393853",,
70,"1,03",1,"0,8333333333",1,"0,6",1,"0,4285714286",1,"0,3428571429",1,"0,2428571429",1,"0,1428571429",1,"0,1",0,"0,04285714286",0,"0,04285714286",1,"0,4666666667","0,5035393853",,
71,"1,67",0,"0,8333333333",0,"0,6166666667",0,"0,4225352113",0,"0,338028169",0,"0,2394366197",0,"0,1408450704",0,"0,0985915493",0,"0,04225352113",0,"0,04225352113",0,"0,4833333333","0,5035393853",,
72,"8,59",1,"0,8166666667",1,"0,6166666667",0,"0,4166666667",0,"0,3333333333",0,"0,2361111111",0,"0,1388888889",0,"0,09722222222",0,"0,04166666667",0,"0,04166666667",0,"0,4833333333","0,5035393853",,
73,"1,4",1,"0,8166666667",1,"0,6166666667",1,"0,4246575342",1,"0,3424657534",1,"0,2465753425",1,"0,1506849315",0,"0,09589041096",0,"0,04109589041",0,"0,04109589041",1,"0,4666666667","0,5035393853",,
74,"3,62",1,"0,8166666667",0,"0,6166666667",0,"0,4189189189",0,"0,3378378378",0,"0,2432432432",0,"0,1486486486",0,"0,09459459459",0,"0,04054054054",0,"0,04054054054",0,"0,4666666667","0,5024529992",,
75,"1,46",1,"0,8166666667",1,"0,6",1,"0,4266666667",1,"0,3466666667",0,"0,24",0,"0,1466666667",0,"0,09333333333",0,"0,04",0,"0,04",1,"0,45","0,5024529992",,
76,"1,03",1,"0,8166666667",1,"0,6",0,"0,4210526316",0,"0,3421052632",0,"0,2368421053",0,"0,1447368421",0,"0,09210526316",0,"0,03947368421",0,"0,03947368421",0,"0,45","0,5008190014",,
77,"2,49",0,"0,8166666667",0,"0,6",0,"0,4155844156",0,"0,3376623377",0,"0,2337662338",0,"0,1428571429",0,"0,09090909091",0,"0,03896103896",0,"0,03896103896",0,"0,4333333333","0,4986320084",,
78,"1,18",1,"0,8166666667",1,"0,6",1,"0,4230769231",0,"0,3333333333",0,"0,2307692308",0,"0,141025641",0,"0,08974358974",0,"0,03846153846",0,"0,03846153846",1,"0,4333333333","0,5008190014",,
79,"1,42",1,"0,8166666667",0,"0,6",0,"0,417721519",0,"0,3291139241",0,"0,2278481013",0,"0,1392405063",0,"0,08860759494",0,"0,03797468354",0,"0,03797468354",0,"0,4333333333","0,4986320084",,
80,"1,31",1,"0,8333333333",0,"0,6",0,"0,4125",0,"0,325",0,"0,225",0,"0,1375",0,"0,0875",0,"0,0375",0,"0,0375",0,"0,4333333333","0,4986320084",,
81,1,1,"0,85",0,"0,6",0,"0,4074074074",0,"0,3209876543",0,"0,2222222222",0,"0,1358024691",0,"0,08641975309",0,"0,03703703704",0,"0,03703703704",0,"0,4333333333","0,4986320084",,
82,"1,32",0,"0,85",0,"0,5833333333",0,"0,4024390244",0,"0,3170731707",0,"0,2195121951",0,"0,1341463415",0,"0,08536585366",0,"0,03658536585",0,"0,03658536585",0,"0,4333333333","0,4986320084",,
83,"1,89",1,"0,8333333333",0,"0,5666666667",0,"0,3975903614",0,"0,313253012",0,"0,2168674699",0,"0,1325301205",0,"0,0843373494",0,"0,03614457831",0,"0,03614457831",0,"0,4166666667","0,4958847037",,
84,"5,43",1,"0,8333333333",1,"0,55",0,"0,3928571429",0,"0,3095238095",0,"0,2142857143",0,"0,130952381",0,"0,08333333333",0,"0,03571428571",0,"0,03571428571",0,"0,4","0,4925677119",,
85,"3,41",1,"0,8333333333",1,"0,5666666667",1,"0,4",1,"0,3176470588",1,"0,2235294118",0,"0,1294117647",0,"0,08235294118",0,"0,03529411765",0,"0,03529411765",1,"0,4","0,4958847037",,
86,"1,32",1,"0,8333333333",1,"0,5833333333",1,"0,4069767442",1,"0,3255813953",0,"0,2209302326",0,"0,1279069767",0,"0,08139534884",0,"0,03488372093",0,"0,03488372093",1,"0,4166666667","0,4986320084",,
87,"2,75",1,"0,8333333333",0,"0,5833333333",0,"0,4022988506",0,"0,3218390805",0,"0,2183908046",0,"0,1264367816",0,"0,08045977011",0,"0,03448275862",0,"0,03448275862",0,"0,4166666667","0,4958847037",,
88,"4,68",1,"0,8333333333",1,"0,5666666667",1,"0,4090909091",1,"0,3295454545",0,"0,2159090909",0,"0,125",0,"0,07954545455",0,"0,03409090909",0,"0,03409090909",1,"0,4","0,4958847037",,
89,"2,53",1,"0,8333333333",1,"0,5666666667",1,"0,4157303371",1,"0,3370786517",1,"0,2247191011",0,"0,1235955056",0,"0,07865168539",0,"0,03370786517",0,"0,03370786517",1,"0,4","0,4958847037",,
90,"1,19",1,"0,8333333333",1,"0,5666666667",1,"0,4222222222",0,"0,3333333333",0,"0,2222222222",0,"0,1222222222",0,"0,07777777778",0,"0,03333333333",0,"0,03333333333",1,"0,4166666667","0,4986320084",,
91,"1,51",1,"0,85",0,"0,5833333333",0,"0,4175824176",0,"0,3296703297",0,"0,2197802198",0,"0,1208791209",0,"0,07692307692",0,"0,03296703297",0,"0,03296703297",0,"0,4333333333","0,4986320084",,
92,"1,3",1,"0,8666666667",1,"0,5833333333",0,"0,4130434783",0,"0,3260869565",0,"0,2173913043",0,"0,1195652174",0,"0,07608695652",0,"0,03260869565",0,"0,03260869565",0,"0,4333333333","0,4986320084",,
93,"1,64",1,"0,8666666667",0,"0,5833333333",0,"0,4086021505",0,"0,3225806452",0,"0,2150537634",0,"0,1182795699",0,"0,0752688172",0,"0,03225806452",0,"0,03225806452",0,"0,4166666667","0,4958847037",,
94,"37,42",1,"0,8666666667",1,"0,5666666667",0,"0,4042553191",0,"0,3191489362",0,"0,2127659574",0,"0,1170212766",0,"0,07446808511",0,"0,03191489362",0,"0,03191489362",0,"0,4","0,4925677119",,
95,"2,59",1,"0,8833333333",1,"0,5833333333",1,"0,4105263158",1,"0,3263157895",1,"0,2210526316",1,"0,1263157895",1,"0,08421052632",1,"0,04210526316",0,"0,03157894737",1,"0,4","0,4958847037",,
96,"4,31",1,"0,8833333333",1,"0,5833333333",1,"0,4166666667",0,"0,3229166667",0,"0,21875",0,"0,125",0,"0,08333333333",0,"0,04166666667",0,"0,03125",1,"0,4","0,4958847037",,
97,"2,31",1,"0,8833333333",1,"0,5833333333",1,"0,4226804124",1,"0,3298969072",1,"0,2268041237",0,"0,1237113402",0,"0,0824742268",0,"0,0412371134",0,"0,03092783505",1,"0,4","0,4958847037",,
98,"1,39",1,"0,8833333333",1,"0,5833333333",1,"0,4285714286",0,"0,3265306122",0,"0,2244897959",0,"0,1224489796",0,"0,08163265306",0,"0,04081632653",0,"0,0306122449",1,"0,4","0,4958847037",,
99,"1,37",1,"0,9",0,"0,6",0,"0,4242424242",0,"0,3232323232",0,"0,2222222222",0,"0,1212121212",0,"0,08080808081",0,"0,0404040404",0,"0,0303030303",0,"0,4166666667","0,4958847037",,
100,"1,23",1,"0,9166666667",0,"0,6",0,"0,42",0,"0,32",0,"0,22",0,"0,12",0,"0,08",0,"0,04",0,"0,03",0,"0,4166666667","0,4958847037",,
101,"1,3",1,"0,9166666667",0,"0,5833333333",0,"0,4158415842",0,"0,3168316832",0,"0,2178217822",0,"0,1188118812",0,"0,07920792079",0,"0,0396039604",0,"0,0297029703",0,"0,4166666667","0,4958847037",,
102,"1,38",1,"0,9166666667",0,"0,5833333333",0,"0,4117647059",0,"0,3137254902",0,"0,2156862745",0,"0,1176470588",0,"0,07843137255",0,"0,03921568627",0,"0,02941176471",0,"0,4166666667","0,4958847037",,
103,"181,45",1,"0,9166666667",0,"0,5833333333",0,"0,4077669903",0,"0,3106796117",0,"0,213592233",0,"0,1165048544",0,"0,07766990291",0,"0,03883495146",0,"0,02912621359",0,"0,4166666667","0,4958847037",,
104,"1,31",1,"0,9166666667",1,"0,5666666667",1,"0,4134615385",1,"0,3173076923",1,"0,2211538462",1,"0,125",1,"0,08653846154",1,"0,04807692308",1,"0,03846153846",1,"0,4166666667","0,4986320084",,
105,"2,83",1,"0,9333333333",0,"0,5833333333",0,"0,4095238095",0,"0,3142857143",0,"0,219047619",0,"0,1238095238",0,"0,08571428571",0,"0,04761904762",0,"0,0380952381",0,"0,4333333333","0,4986320084",,
106,"1,95",1,"0,9333333333",1,"0,5666666667",1,"0,4150943396",1,"0,320754717",0,"0,2169811321",0,"0,1226415094",0,"0,08490566038",0,"0,04716981132",0,"0,03773584906",1,"0,4166666667","0,4986320084",,
107,"2,67",1,"0,9333333333",1,"0,5666666667",0,"0,4112149533",0,"0,3177570093",0,"0,214953271",0,"0,1214953271",0,"0,08411214953",0,"0,04672897196",0,"0,03738317757",0,"0,4333333333","0,4986320084",,
108,"6,91",1,"0,9333333333",1,"0,5833333333",1,"0,4166666667",0,"0,3148148148",0,"0,212962963",0,"0,1203703704",0,"0,08333333333",0,"0,0462962963",0,"0,03703703704",1,"0,4333333333","0,5008190014",,
109,"1,32",1,"0,9333333333",1,"0,6",1,"0,4220183486",1,"0,3211009174",1,"0,2201834862",1,"0,128440367",0,"0,08256880734",0,"0,04587155963",0,"0,03669724771",1,"0,45","0,5024529992",,
110,"1,05",1,"0,9333333333",0,"0,6",0,"0,4181818182",0,"0,3181818182",0,"0,2181818182",0,"0,1272727273",0,"0,08181818182",0,"0,04545454545",0,"0,03636363636",0,"0,45","0,5008190014",,
111,"31,32",0,"0,95",0,"0,6",0,"0,4144144144",0,"0,3153153153",0,"0,2162162162",0,"0,1261261261",0,"0,08108108108",0,"0,04504504505",0,"0,03603603604",0,"0,45","0,5008190014",,
112,1,1,"0,9333333333",1,"0,6",1,"0,4196428571",1,"0,3214285714",1,"0,2232142857",1,"0,1339285714",1,"0,08928571429",1,"0,05357142857",0,"0,03571428571",1,"0,45","0,5024529992",,
113,"2,34",0,"0,9333333333",0,"0,6",0,"0,4159292035",0,"0,3185840708",0,"0,2212389381",0,"0,1327433628",0,"0,08849557522",0,"0,05309734513",0,"0,03539823009",0,"0,4666666667","0,5024529992",,
114,"1,21",1,"0,9166666667",1,"0,5833333333",1,"0,4210526316",0,"0,3157894737",0,"0,2192982456",0,"0,1315789474",0,"0,08771929825",0,"0,05263157895",0,"0,0350877193",1,"0,45","0,5024529992",,
115,"18,73",1,"0,9166666667",0,"0,5833333333",0,"0,4173913043",0,"0,3130434783",0,"0,2173913043",0,"0,1304347826",0,"0,08695652174",0,"0,05217391304",0,"0,0347826087",0,"0,45","0,5008190014",,
116,"1,56",1,"0,9166666667",1,"0,5833333333",1,"0,4224137931",1,"0,3189655172",1,"0,224137931",1,"0,1379310345",1,"0,09482758621",0,"0,05172413793",0,"0,03448275862",1,"0,45","0,5024529992",,
117,"1,58",1,"0,9166666667",1,"0,5833333333",0,"0,4188034188",0,"0,3162393162",0,"0,2222222222",0,"0,1367521368",0,"0,09401709402",0,"0,05128205128",0,"0,03418803419",0,"0,45","0,5008190014",,
118,"1,1",1,"0,9166666667",1,"0,5833333333",0,"0,4152542373",0,"0,313559322",0,"0,2203389831",0,"0,1355932203",0,"0,09322033898",0,"0,05084745763",0,"0,03389830508",0,"0,4333333333","0,4986320084",,
119,"1,93",0,"0,9166666667",0,"0,6",0,"0,4117647059",0,"0,3109243697",0,"0,218487395",0,"0,1344537815",0,"0,09243697479",0,"0,05042016807",0,"0,03361344538",0,"0,4333333333","0,4986320084",,
120,"2,07",1,"0,9",1,"0,5833333333",0,"0,4083333333",0,"0,3083333333",0,"0,2166666667",0,"0,1333333333",0,"0,09166666667",0,"0,05",0,"0,03333333333",0,"0,4333333333","0,4986320084",                                                    ,
121,"4,83",1,"0,9",1,"0,6",0,"0,4049586777",0,"0,305785124",0,"0,2148760331",0,"0,132231405",0,"0,09090909091",0,"0,04958677686",0,"0,03305785124",1,"0,4333333333","0,5008190014",,
122,"1,56",1,"0,9",1,"0,6",1,"0,4098360656",1,"0,3114754098",1,"0,2213114754",0,"0,131147541",0,"0,09016393443",0,"0,04918032787",0,"0,03278688525",1,"0,4333333333","0,5008190014","0,9233952253",
123,"1,25",1,"0,9",1,"0,6",0,"0,406504065",0,"0,3089430894",0,"0,2195121951",0,"0,1300813008",0,"0,08943089431",0,"0,0487804878",0,"0,0325203252",0,"0,4333333333","0,4986320084","0,9243337424","0,0009385170302"
124,"11,42",1,"0,9",0,"0,6166666667",0,"0,4032258065",0,"0,3064516129",0,"0,2177419355",0,"0,1290322581",0,"0,08870967742",0,"0,04838709677",0,"0,03225806452",0,"0,4333333333","0,4986320084","0,9239437035","-0,000390038878"
125,"1,29",1,"0,9",1,"0,6",1,"0,408",1,"0,312",1,"0,224",1,"0,136",1,"0,096",0,"0,048",0,"0,032",1,"0,4166666667","0,4986320084","0,9230300213","-0,000913682176"
126,"3,88",1,"0,9",0,"0,6",0,"0,4047619048",0,"0,3095238095",0,"0,2222222222",0,"0,1349206349",0,"0,09523809524",0,"0,04761904762",0,"0,03174603175",0,"0,4166666667","0,4958847037","0,920923984","-0,0021060373"
127,"3,19",1,"0,9",1,"0,5833333333",1,"0,4094488189",1,"0,3149606299",1,"0,2283464567",0,"0,1338582677",0,"0,09448818898",0,"0,04724409449",0,"0,03149606299",1,"0,4","0,4958847037","0,9184213836","-0,002502600429"
128,"3,47",1,"0,9",1,"0,5833333333",1,"0,4140625",1,"0,3203125",0,"0,2265625",0,"0,1328125",0,"0,09375",0,"0,046875",0,"0,03125",1,"0,4166666667","0,4986320084","0,9177965931","-0,00062479048"
129,"3,35",1,"0,9",1,"0,5833333333",1,"0,4186046512",1,"0,3255813953",0,"0,2248062016",0,"0,1317829457",0,"0,09302325581",0,"0,04651162791",0,"0,03100775194",1,"0,4166666667","0,4986320084","0,9109249875","-0,006871605574"
130,"1,09",1,"0,9",1,"0,6",1,"0,4230769231",1,"0,3307692308",0,"0,2230769231",0,"0,1307692308",0,"0,09230769231",0,"0,04615384615",0,"0,03076923077",1,"0,4333333333","0,5008190014","0,9058227248","-0,005102262679"
131,1,0,"0,9",0,"0,6",0,"0,4198473282",0,"0,3282442748",0,"0,2213740458",0,"0,1297709924",0,"0,09160305344",0,"0,04580152672",0,"0,03053435115",0,"0,4333333333","0,4986320084","0,9004304429","-0,005392281922"
132,"6,01",0,"0,9",0,"0,6",0,"0,4166666667",0,"0,3257575758",0,"0,2196969697",0,"0,1287878788",0,"0,09090909091",0,"0,04545454545",0,"0,0303030303",0,"0,4333333333","0,4986320084","0,8968055377","-0,003624905243"
133,"1,58",1,"0,8833333333",1,"0,5833333333",1,"0,4210526316",1,"0,3308270677",1,"0,2255639098",1,"0,1353383459",0,"0,09022556391",0,"0,04511278195",0,"0,03007518797",1,"0,4333333333","0,5008190014","0,8918021842","-0,005003353517"
134,"1,06",1,"0,8833333333",1,"0,5833333333",0,"0,4179104478",0,"0,328358209",0,"0,223880597",0,"0,1343283582",0,"0,08955223881",0,"0,0447761194",0,"0,02985074627",0,"0,4333333333","0,4986320084","0,8831551026","-0,008647081612"
135,"1,29",0,"0,8833333333",0,"0,6",0,"0,4148148148",0,"0,3259259259",0,"0,2222222222",0,"0,1333333333",0,"0,08888888889",0,"0,04444444444",0,"0,02962962963",0,"0,4333333333","0,4986320084","0,8781188742","-0,005036228392"
136,"2,16",1,"0,8666666667",0,"0,5833333333",0,"0,4117647059",0,"0,3235294118",0,"0,2205882353",0,"0,1323529412",0,"0,08823529412",0,"0,04411764706",0,"0,02941176471",0,"0,4166666667","0,4958847037","0,8734865373","-0,004632336884"
137,"1,12",1,"0,8666666667",1,"0,5666666667",1,"0,4160583942",0,"0,3211678832",0,"0,2189781022",0,"0,1313868613",0,"0,08759124088",0,"0,04379562044",0,"0,02919708029",1,"0,4166666667","0,4986320084","0,8674354937","-0,006051043568"
