Acuracia,Precisao
0.0,0.0
0.0,50.0
0.0,66.66666666666666
0.0,50.0
0.0,40.0
0.0,50.0
0.0,42.857142857142854
0.0,50.0
0.0,44.44444444444444
0.0,40.0
0.0,36.36363636363637
0.0,33.33333333333333
0.0,38.46153846153847
25.0,42.857142857142854
20.0,40.0
20.0,43.75
20.0,47.05882352941176
20.0,50.0
20.0,47.368421052631575
16.666666666666664,45.0
14.285714285714285,42.857142857142854
12.5,40.909090909090914
22.22222222222222,43.47826086956522
22.22222222222222,45.83333333333333
20.0,44.0
20.0,42.30769230769231
20.0,44.44444444444444
20.0,42.857142857142854
20.0,44.827586206896555
20.0,46.666666666666664
20.0,48.38709677419355
20.0,46.875
20.0,48.484848484848484
20.0,50.0
20.0,51.42857142857142
20.0,50.0
20.0,51.35135135135135
20.0,52.63157894736842
20.0,53.84615384615385
20.0,55.00000000000001
20.0,53.65853658536586
20.0,52.38095238095239
20.0,53.48837209302325
20.0,54.54545454545454
20.0,55.55555555555556
20.0,56.52173913043478
20.0,57.446808510638306
20.0,58.333333333333336
20.0,59.183673469387756
20.0,60.0
20.0,60.78431372549019
20.0,61.53846153846154
20.0,60.37735849056604
20.0,61.111111111111114
20.0,61.81818181818181
20.0,62.5
20.0,63.1578947368421
20.0,62.06896551724138
20.0,62.71186440677966
20.0,61.66666666666667
20.0,60.65573770491803
20.0,61.29032258064516
20.0,61.904761904761905
20.0,62.5
20.0,63.07692307692307
20.0,63.63636363636363
20.0,62.68656716417911
20.0,61.76470588235294
20.0,62.31884057971014
20.0,62.857142857142854
20.0,61.97183098591549
20.0,61.111111111111114
20.0,60.273972602739725
20.0,60.810810810810814
20.0,60.0
20.0,60.526315789473685
20.0,59.74025974025974
20.0,58.97435897435898
20.0,58.22784810126582
20.0,58.75
20.0,59.25925925925925
20.0,59.756097560975604
20.0,60.24096385542169
20.0,59.523809523809526
20.0,60.0
20.0,60.46511627906976
20.0,60.91954022988506
20.0,61.36363636363637
20.0,61.79775280898876
20.0,62.22222222222222
20.0,61.53846153846154
20.0,61.95652173913043
20.0,62.365591397849464
20.0,62.76595744680851
20.0,63.1578947368421
20.0,62.5
20.0,62.88659793814433
20.0,63.26530612244898
20.0,63.63636363636363
20.0,63.0
20.0,63.366336633663366
20.0,63.725490196078425
20.0,64.07766990291263
20.0,64.42307692307693
20.0,64.76190476190476
20.0,64.15094339622641
20.0,64.48598130841121
20.0,63.888888888888886
20.0,63.30275229357798
20.0,63.63636363636363
20.0,63.96396396396396
20.0,63.39285714285714
20.0,63.716814159292035
20.0,64.03508771929825
20.0,64.34782608695652
20.0,64.65517241379311
20.0,64.95726495726495
20.0,65.2542372881356
20.0,65.54621848739495
20.0,65.0
20.0,64.46280991735537
20.0,64.75409836065575
20.0,64.22764227642277
20.0,63.70967741935484
20.0,64.0
18.181818181818183,63.49206349206349
18.181818181818183,63.77952755905512
16.666666666666664,63.28125
15.384615384615385,62.7906976744186
15.384615384615385,62.30769230769231
14.285714285714285,61.832061068702295
14.285714285714285,61.36363636363637
14.285714285714285,61.65413533834586
14.285714285714285,61.19402985074627
14.285714285714285,60.74074074074074
14.285714285714285,60.29411764705882
13.333333333333334,59.854014598540154
13.333333333333334,60.14492753623188
13.333333333333334,60.431654676258994
13.333333333333334,60.71428571428571
13.333333333333334,60.99290780141844
13.333333333333334,61.267605633802816
13.333333333333334,60.83916083916085
13.333333333333334,61.111111111111114
12.5,60.689655172413794
12.5,60.273972602739725
11.76470588235294,59.863945578231295
11.76470588235294,59.45945945945946
11.76470588235294,59.73154362416108
11.11111111111111,59.333333333333336
11.11111111111111,59.60264900662252
11.11111111111111,59.86842105263158
11.11111111111111,60.130718954248366
11.11111111111111,60.3896103896104
10.526315789473683,60.0
10.526315789473683,60.256410256410255
10.0,59.87261146496815
10.0,60.12658227848101
10.0,59.74842767295597
10.0,60.0
14.285714285714285,60.24844720496895
14.285714285714285,60.49382716049383
14.285714285714285,60.73619631901841
18.181818181818183,60.97560975609756
18.181818181818183,60.60606060606061
18.181818181818183,60.8433734939759
18.181818181818183,60.47904191616767
18.181818181818183,60.71428571428571
18.181818181818183,60.946745562130175
18.181818181818183,61.1764705882353
