Entrada,Resultado
3.62,1
1.33,0
1.56,0
1.87,0
1.23,0
1.37,0
1.83,0
2.95,1
3.95,1
1.76,0
1.58,0
2.62,1
3.01,1
4.0,1
1.9,0
2.45,1
3.81,1
4.0,1
1.15,0
1.87,0
1.17,0
1.31,0
2.26,1
4.0,1
1.99,0
4.0,1
2.52,1
1.47,0
1.32,0
1.39,0
1.13,0
2.15,1
1.51,0
1.38,0
3.21,1
1.38,0
4.0,1
1.37,0
4.0,1
1.34,0
2.12,1
1.35,0
1.9,0
3.13,1
2.97,1
1.0,0
1.01,0
2.02,1
2.62,1
1.98,0
4.0,1
1.48,0
4.0,1
1.1,0
1.42,0
2.37,1
1.38,0
4.0,1
1.89,0
1.41,0
2.69,1
3.74,1
4.0,1
3.29,1
1.5,0
1.34,0
2.0,1
2.66,1
4.0,1
1.45,0
2.32,1
2.87,1
1.13,0
4.0,1
1.74,0
4.0,1
3.35,1
2.55,1
4.0,1
1.27,0
1.72,0
1.27,0
1.01,0
4.0,1
2.44,1
1.34,0
1.33,0
1.0,0
4.0,1
3.25,1
1.13,0
1.63,0
4.0,1
1.86,0
1.97,0
1.17,0
1.84,0
1.31,0
2.13,1
4.0,1
1.16,0
1.22,0
1.19,0
4.0,1
4.0,1
1.85,0
1.36,0
4.0,1
2.15,1
4.0,1
4.0,1
2.11,1
1.15,0
2.1,1
3.35,1
4.0,1
4.0,1
1.24,0
1.29,0
3.15,1
1.7,0
3.38,1
1.36,0
4.0,1
4.0,1
3.02,1
1.32,0
3.4,1
1.48,0
1.49,0
1.55,0
4.0,1
1.14,0
1.71,0
1.91,0
1.74,0
4.0,1
2.48,1
3.53,1
2.21,1
2.35,1
4.0,1
4.0,1
4.0,1
1.79,0
1.0,0
1.21,0
3.33,1
1.05,0
1.24,0
1.49,0
1.29,0
1.1,0
1.23,0
1.93,0
2.06,1
4.0,1
2.2,1
1.52,0
1.2,0
3.15,1
1.4,0
1.03,0
2.4,1
2.76,1
2.68,1
2.61,1
4.0,1
1.27,0
2.04,1
1.88,0
1.06,0
2.78,1
4.0,1
2.14,1
2.27,1
2.04,1
1.59,0
1.27,0
2.62,1
2.1,1
1.66,0
3.56,1
4.0,1
1.3,0
1.19,0
3.64,1
1.21,0
4.0,1
1.99,0
4.0,1
1.29,0
1.35,0
1.68,0
2.32,1
2.73,1
1.55,0
1.35,0
1.51,0
1.51,0
1.17,0
2.53,1
4.0,1
1.47,0
4.0,1
1.07,0
2.2,1
2.26,1
1.25,0
1.89,0
1.04,0
1.22,0
1.7,0
1.44,0
4.0,1
1.11,0
1.2,0
4.0,1
1.85,0
4.0,1
2.17,1
1.96,0
4.0,1
2.14,1
3.58,1
1.63,0
1.56,0
1.24,0
3.31,1
1.49,0
1.12,0
1.12,0
4.0,1
1.28,0
1.18,0
2.46,1
2.18,1
1.17,0
1.23,0
4.0,1
1.31,0
3.72,1
1.05,0
2.57,1
3.46,1
2.04,1
1.56,0
1.03,0
3.21,1
1.01,0
4.0,1
1.35,0
3.23,1
1.9,0
2.79,1
2.02,1
1.29,0
2.14,1
1.27,0
1.58,0
1.2,0
1.3,0
1.78,0
2.17,1
1.2,0
3.13,1
1.28,0
4.0,1
4.0,1
