Acuracia,Precisao
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,62.121212121212125
0.0,61.19402985074627
0.0,61.76470588235294
0.0,62.31884057971014
0.0,62.857142857142854
0.0,61.97183098591549
0.0,61.111111111111114
0.0,61.64383561643836
0.0,60.810810810810814
0.0,60.0
0.0,59.210526315789465
0.0,58.44155844155844
0.0,57.692307692307686
0.0,58.22784810126582
0.0,57.49999999999999
0.0,58.0246913580247
0.0,58.536585365853654
0.0,59.036144578313255
0.0,59.523809523809526
0.0,60.0
0.0,60.46511627906976
0.0,60.91954022988506
0.0,61.36363636363637
0.0,60.67415730337079
0.0,61.111111111111114
0.0,60.43956043956044
0.0,59.78260869565217
0.0,60.215053763440864
0.0,60.63829787234043
0.0,61.05263157894737
0.0,61.458333333333336
0.0,60.824742268041234
0.0,61.224489795918366
0.0,61.61616161616161
0.0,62.0
0.0,61.386138613861384
33.33333333333333,61.76470588235294
33.33333333333333,62.13592233009708
25.0,61.53846153846154
25.0,61.904761904761905
25.0,62.264150943396224
25.0,62.616822429906534
25.0,62.03703703703704
25.0,62.38532110091744
25.0,61.81818181818181
25.0,62.16216216216216
25.0,62.5
25.0,62.83185840707964
25.0,62.28070175438597
25.0,62.60869565217392
25.0,62.06896551724138
25.0,61.53846153846154
25.0,61.86440677966102
25.0,61.34453781512605
25.0,61.66666666666667
40.0,61.98347107438017
40.0,62.295081967213115
