Acuracia,Precisao
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
100.0,80.0
100.0,80.76923076923077
100.0,81.48148148148148
100.0,82.14285714285714
100.0,82.75862068965517
100.0,80.0
100.0,80.64516129032258
100.0,81.25
100.0,78.78787878787878
100.0,79.41176470588235
100.0,80.0
100.0,77.77777777777779
100.0,75.67567567567568
100.0,73.68421052631578
100.0,71.7948717948718
100.0,72.5
100.0,73.17073170731707
100.0,71.42857142857143
100.0,72.09302325581395
100.0,72.72727272727273
100.0,73.33333333333333
100.0,73.91304347826086
100.0,72.3404255319149
100.0,70.83333333333334
100.0,71.42857142857143
100.0,72.0
100.0,72.54901960784314
100.0,71.15384615384616
100.0,71.69811320754717
100.0,70.37037037037037
100.0,69.0909090909091
100.0,67.85714285714286
100.0,68.42105263157895
100.0,68.96551724137932
100.0,69.49152542372882
100.0,70.0
100.0,68.85245901639344
100.0,67.74193548387096
100.0,66.66666666666666
100.0,67.1875
100.0,67.6923076923077
100.0,66.66666666666666
100.0,67.16417910447761
100.0,66.17647058823529
100.0,66.66666666666666
100.0,65.71428571428571
100.0,66.19718309859155
100.0,66.66666666666666
100.0,65.75342465753424
100.0,66.21621621621621
100.0,65.33333333333333
100.0,65.78947368421053
100.0,66.23376623376623
100.0,65.38461538461539
100.0,65.82278481012658
100.0,65.0
100.0,64.19753086419753
100.0,64.63414634146342
100.0,63.85542168674698
100.0,64.28571428571429
100.0,63.52941176470588
100.0,63.95348837209303
100.0,64.36781609195403
100.0,64.77272727272727
100.0,65.1685393258427
100.0,65.55555555555556
100.0,64.83516483516483
100.0,65.21739130434783
100.0,65.59139784946237
100.0,65.95744680851064
100.0,66.3157894736842
100.0,66.66666666666666
100.0,67.0103092783505
100.0,66.3265306122449
100.0,65.65656565656566
100.0,66.0
100.0,66.33663366336634
100.0,65.68627450980392
100.0,66.01941747572816
100.0,66.34615384615384
100.0,66.66666666666666
100.0,66.0377358490566
100.0,65.42056074766354
100.0,65.74074074074075
100.0,66.05504587155964
100.0,66.36363636363637
100.0,66.66666666666666
100.0,66.96428571428571
