Iteração,Precisão Geral,Precisão Modelo
241,0.0,0.0
242,50.0,50.0
243,66.66666666666666,66.66666666666666
244,50.0,66.66666666666666
245,60.0,66.66666666666666
246,50.0,66.66666666666666
247,57.14285714285714,66.66666666666666
248,50.0,66.66666666666666
249,44.44444444444444,66.66666666666666
250,40.0,66.66666666666666
251,36.36363636363637,66.66666666666666
252,33.33333333333333,66.66666666666666
253,30.76923076923077,66.66666666666666
254,28.57142857142857,66.66666666666666
255,33.33333333333333,66.66666666666666
256,31.25,66.66666666666666
257,29.411764705882355,66.66666666666666
258,27.77777777777778,66.66666666666666
259,26.31578947368421,66.66666666666666
260,25.0,66.66666666666666
261,23.809523809523807,66.66666666666666
262,22.727272727272727,50.0
263,26.08695652173913,60.0
264,29.166666666666668,66.66666666666666
265,32.0,71.42857142857143
266,34.61538461538461,75.0
267,33.33333333333333,66.66666666666666
268,35.714285714285715,70.0
269,37.93103448275862,72.72727272727273
270,40.0,75.0
271,38.70967741935484,69.23076923076923
272,40.625,71.42857142857143
273,42.42424242424242,73.33333333333333
274,41.17647058823529,68.75
275,40.0,64.70588235294117
276,38.88888888888889,61.111111111111114
277,37.83783783783784,57.89473684210527
278,39.473684210526315,60.0
279,41.02564102564102,61.904761904761905
280,40.0,59.09090909090909
281,41.46341463414634,60.86956521739131
282,42.857142857142854,62.5
283,41.86046511627907,62.5
284,40.909090909090914,62.5
285,40.0,62.5
286,41.30434782608695,62.5
287,42.5531914893617,64.0
288,41.66666666666667,61.53846153846154
289,42.857142857142854,61.53846153846154
290,42.0,59.25925925925925
291,41.17647058823529,59.25925925925925
292,40.38461538461539,59.25925925925925
293,41.509433962264154,60.71428571428571
294,40.74074074074074,60.71428571428571
295,40.0,58.620689655172406
296,39.285714285714285,58.620689655172406
297,38.59649122807017,58.620689655172406
298,37.93103448275862,56.666666666666664
299,37.28813559322034,54.83870967741935
300,38.333333333333336,56.25
301,39.34426229508197,57.57575757575758
302,38.70967741935484,55.88235294117647
303,38.095238095238095,55.88235294117647
304,37.5,55.88235294117647
305,38.46153846153847,55.88235294117647
306,37.878787878787875,55.88235294117647
307,37.3134328358209,55.88235294117647
308,36.76470588235294,55.88235294117647
309,36.231884057971016,54.285714285714285
310,35.714285714285715,54.285714285714285
311,35.2112676056338,52.77777777777778
312,34.72222222222222,51.35135135135135
313,34.24657534246575,50.0
314,35.13513513513514,51.28205128205128
315,36.0,52.5
316,35.526315789473685,51.21951219512195
317,35.064935064935064,50.0
318,34.61538461538461,50.0
319,35.44303797468354,51.162790697674424
320,35.0,51.162790697674424
321,34.5679012345679,51.162790697674424
322,34.146341463414636,51.162790697674424
323,33.734939759036145,51.162790697674424
324,33.33333333333333,51.162790697674424
325,32.94117647058823,51.162790697674424
326,32.55813953488372,51.162790697674424
327,32.18390804597701,51.162790697674424
328,31.818181818181817,51.162790697674424
329,32.58426966292135,51.162790697674424
330,32.22222222222222,51.162790697674424
331,32.967032967032964,51.162790697674424
332,32.608695652173914,51.162790697674424
333,33.33333333333333,52.27272727272727
334,34.04255319148936,53.333333333333336
335,34.73684210526316,54.347826086956516
336,35.41666666666667,55.319148936170215
337,35.051546391752574,54.166666666666664
338,34.69387755102041,53.06122448979592
339,35.35353535353536,54.0
340,36.0,54.90196078431373
341,35.64356435643564,53.84615384615385
342,35.294117647058826,53.84615384615385
343,34.95145631067961,52.83018867924528
344,35.57692307692308,52.83018867924528
345,35.23809523809524,51.85185185185185
346,34.90566037735849,51.85185185185185
347,34.57943925233645,51.85185185185185
348,35.18518518518518,51.85185185185185
349,35.77981651376147,51.85185185185185
350,36.36363636363637,51.85185185185185
351,36.03603603603604,51.85185185185185
352,35.714285714285715,51.85185185185185
353,35.39823008849557,51.85185185185185
354,35.08771929824561,51.85185185185185
355,35.65217391304348,52.72727272727272
356,35.3448275862069,52.72727272727272
357,35.04273504273504,52.72727272727272
358,34.74576271186441,52.72727272727272
359,35.294117647058826,52.72727272727272
360,35.0,52.72727272727272
361,35.53719008264463,52.72727272727272
