historico_01,historico_medias,historico_desvio_padrao,Predicao_Medias,Predicao_01,Predicao_desvpad,Predicao_correlacao,Acuracia,Precisao,Recall,F1-Score
"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0.4666666666666667, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.48333333333333334, 0.48333333333333334, 0.5, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.5, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.4666666666666667, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5, 0.5, 0.48333333333333334, 0.5, 0.5, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.55, 0.55, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5333333333333333, 0.5333333333333333, 0.5166666666666667, 0.5, 0.48333333333333334, 0.4666666666666667]","[np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635)]","[0.5, np.float64(0.5166666666666667), np.float64(0.5166666666666667), np.float64(0.5205460450980904), np.float64(0.5038793784314237), np.float64(0.5038793784314237), np.float64(0.5038793784314237), np.float64(0.4905526767979866), np.float64(0.5072193434646532), np.float64(0.5072193434646532), np.float64(0.5072193434646532), np.float64(0.52388601013132), np.float64(0.52388601013132), np.float64(0.5280553809609984), np.float64(0.5280553809609984), np.float64(0.5280553809609984), np.float64(0.5305120778476431), np.float64(0.5313885032932952), np.float64(0.5147218366266285), np.float64(0.5147218366266285), np.float64(0.5008646342304958), np.float64(0.5017086590263217), np.float64(0.5025502459984663), np.float64(0.5033891935402673), np.float64(0.5042296332281736), np.float64(0.5050668940974494), np.float64(0.5217335607641161), np.float64(0.5384002274307829), np.float64(0.5217335607641161), np.float64(0.5083892940784247), np.float64(0.5092122238466003)]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[np.float64(0.4903014177279001), np.float64(0.4903014177279001), np.float64(0.4903014177279001), np.float64(0.4903014177279001), np.float64(0.49403218175557095), np.float64(0.49403218175557095), np.float64(0.49716711601124414), np.float64(0.49403218175557095), np.float64(0.49716711601124414), np.float64(0.49971743428090815), np.float64(0.4971671160112441), np.float64(0.4971671160112441), np.float64(0.4971671160112441), np.float64(0.49971743428090815), np.float64(0.49971743428090815), np.float64(0.49971743428090815), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.49971743428090815), np.float64(0.49971743428090815), np.float64(0.4971671160112441), np.float64(0.4971671160112441), np.float64(0.49403218175557095), np.float64(0.4971671160112441), np.float64(0.49403218175557095), np.float64(0.49403218175557095), np.float64(0.4971671160112441), np.float64(0.49971743428090815), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978)]","[np.float64(0.960838487796678), np.float64(0.9605382410038716), np.float64(0.9566213715557039), np.float64(0.9546417868041167), np.float64(0.9533054175505522), np.float64(0.9520191301411696), np.float64(0.9507738984710009), np.float64(0.9492064018643763), np.float64(0.9481799783818978), np.float64(0.9450227306176121), np.float64(0.9444954710562463), np.float64(0.9416604753829824), np.float64(0.9328864891332874), np.float64(0.9252299638893499), np.float64(0.9173845395179676), np.float64(0.911426971458994), np.float64(0.9040241058356571), np.float64(0.8993304531867297), np.float64(0.8949223812321834), np.float64(0.8918083247386785), np.float64(0.8885113107587397), np.float64(0.8799076088162019), np.float64(0.8693379548998005), np.float64(0.8486622014986318), np.float64(0.829019892938916), np.float64(0.7879791950920385), np.float64(0.7219086353590269), np.float64(0.6034476774177526), np.float64(0.45784503123471365), np.float64(0.3268629475939869), np.float64(0.2541837974539281)]",0.6206896551724138,0.625,0.6666666666666666,0.6451612903225806
"[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]","[0.4666666666666667, 0.4666666666666667, 0.45, 0.4666666666666667, 0.48333333333333334, 0.4666666666666667, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5333333333333333, 0.5333333333333333, 0.5166666666666667, 0.5, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.4666666666666667, 0.4666666666666667, 0.45, 0.45, 0.4666666666666667, 0.48333333333333334, 0.5, 0.5, 0.48333333333333334, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5333333333333333, 0.5333333333333333]","[np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635)]","[0.5, np.float64(0.4840918846794197), np.float64(0.48474905480905), np.float64(0.5014157214757167), np.float64(0.5014157214757167), np.float64(0.4866178615965972), np.float64(0.5032845282632639), np.float64(0.5032845282632639), np.float64(0.4883419345118732), np.float64(0.5050086011785399), np.float64(0.4894164806592502), np.float64(0.5060831473259169), np.float64(0.49101285907315634), np.float64(0.507679525739823), np.float64(0.5243461924064897), np.float64(0.507679525739823), np.float64(0.507679525739823), np.float64(0.5243461924064897), np.float64(0.507679525739823), np.float64(0.507679525739823), np.float64(0.49311442393528976), np.float64(0.49325280563994794), np.float64(0.4933990680186067), np.float64(0.49355269592980083), np.float64(0.5102193625964675), np.float64(0.5102193625964675), np.float64(0.49405294335391153), np.float64(0.49423130576974766), np.float64(0.5108979724364143), np.float64(0.527564639103081), np.float64(0.5108979724364143)]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1]","[np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.49971743428090815), np.float64(0.49971743428090815), np.float64(0.4971671160112441), np.float64(0.4971671160112441), np.float64(0.49716711601124414), np.float64(0.494032181755571), np.float64(0.49716711601124414), np.float64(0.4971671160112441), np.float64(0.49971743428090815), np.float64(0.501692052213544), np.float64(0.49971743428090815), np.float64(0.49971743428090815), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.49971743428090815), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978)]","[np.float64(-0.22138805226482972), np.float64(-0.22138805226482974), np.float64(-0.2212667310665974), np.float64(-0.22349459880098826), np.float64(-0.2226132757236076), np.float64(-0.21928965035745523), np.float64(-0.21873071358352844), np.float64(-0.2141098653356045), np.float64(-0.20611973215558171), np.float64(-0.14509872050616449), np.float64(-0.10382674047489693), np.float64(-0.03978954561772116), np.float64(-0.022717642059293733), np.float64(0.03205150587426019), np.float64(0.024897954185619006), np.float64(-0.02172256781629217), np.float64(-0.005165382486543576), np.float64(-0.014334244193696178), np.float64(-0.040479883557088606), np.float64(-0.0462944182807684), np.float64(-0.055649714052320345), np.float64(-0.050013883550759974), np.float64(-0.054169150637707955), np.float64(-0.05912759954845852), np.float64(-0.06490903687219313), np.float64(-0.08318612438847728), np.float64(-0.09652198191348031), np.float64(-0.10881070693900337), np.float64(-0.11232321482134724), np.float64(-0.09617164140068173), np.float64(-0.07196657095182322)]",0.4827586206896552,0.5714285714285714,0.4705882352941176,0.5161290322580646
"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[0.5, 0.5166666666666667, 0.5, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5, 0.48333333333333334, 0.48333333333333334, 0.48333333333333334, 0.4666666666666667, 0.4666666666666667, 0.45, 0.45, 0.4666666666666667, 0.48333333333333334, 0.5, 0.5, 0.48333333333333334, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5333333333333333, 0.5333333333333333, 0.55, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.5166666666666667, 0.5166666666666667, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5166666666666667, 0.5, 0.48333333333333334, 0.5, 0.48333333333333334, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5, 0.5, 0.5166666666666667, 0.5, 0.5, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5, 0.5166666666666667, 0.5166666666666667, 0.5333333333333333]","[np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5016920522135438), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635)]","[0.5333333333333333, np.float64(0.5481754653216898), np.float64(0.547153072027967), np.float64(0.5458601774680555), np.float64(0.5291935108013888), np.float64(0.512526844134722), np.float64(0.512526844134722), np.float64(0.5291935108013888), np.float64(0.5425072235721454), np.float64(0.5419367639734343), np.float64(0.5252700973067675), np.float64(0.5086034306401008), np.float64(0.5252700973067675), np.float64(0.5086034306401008), np.float64(0.5086034306401008), np.float64(0.5086034306401008), np.float64(0.5252700973067675), np.float64(0.5252700973067675), np.float64(0.5412467981101063), np.float64(0.541605195587091), np.float64(0.5419400310271255), np.float64(0.5419400310271255), np.float64(0.5252733643604588), np.float64(0.5252733643604588), np.float64(0.5252733643604588), np.float64(0.5419400310271255), np.float64(0.5252733643604588), np.float64(0.5102149112208254), np.float64(0.5268815778874921), np.float64(0.5268815778874921), np.float64(0.510662873088827)]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5016920522135438), np.float64(0.5016920522135438), np.float64(0.501692052213544), np.float64(0.501692052213544), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5042194840896107), np.float64(0.5039392842990978), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5030977485864635), np.float64(0.5016920522135438), np.float64(0.49971743428090815)]","[np.float64(0.5234162875414394), np.float64(0.37586072370663703), np.float64(0.2169838357653499), np.float64(0.004167466234891767), np.float64(-0.10634507266733999), np.float64(-0.11474772290498686), np.float64(-0.14567750274622646), np.float64(-0.14388592386414953), np.float64(-0.14975756837595047), np.float64(-0.16172475815526866), np.float64(-0.17178406848528915), np.float64(-0.17452404765854768), np.float64(-0.16987749779709654), np.float64(-0.16102173112237647), np.float64(-0.16399452626152858), np.float64(-0.16641282303391305), np.float64(-0.16875847417141154), np.float64(-0.16525282785976306), np.float64(-0.15667010860368955), np.float64(-0.14615933356782018), np.float64(-0.1358999297622033), np.float64(-0.11707497679745063), np.float64(-0.09583613639157958), np.float64(-0.07645473054349641), np.float64(-0.07385843628249444), np.float64(-0.07529215206776839), np.float64(-0.08292480670121882), np.float64(-0.09043413288486075), np.float64(-0.09128044776961426), np.float64(-0.10530450711208213), np.float64(-0.12525775799334682)]",0.6551724137931034,0.625,0.7142857142857143,0.6666666666666666
