,Acertos_Reais_CTG,Acertos_Reais_PCT,Acertos_Predicao_CTG,Acertos_Predicao_PCT,Acertos1_Predicao,Acerto1_Predicao_PCT,Variancia
0,25,0.4166666666666667,29,0.48333333333333334,29,0.48333333333333334,0.2430555555555556
1,26,0.43333333333333335,29,0.48333333333333334,29,0.48333333333333334,0.24305555555555552
2,31,0.5166666666666667,32,0.5333333333333333,32,0.5333333333333333,0.24555555555555555
3,27,0.45,28,0.4666666666666667,28,0.4666666666666667,0.24972222222222218
