,Acertos_Reais_CTG,Acertos_Reais_PCT,Acertos_Predicao_CTG,Acertos_Predicao_PCT,Acertos1_Predicao,Acerto1_Predicao_PCT,Variancia
0,51,0.425,52,0.43333333333333335,52,0.43333333333333335,0.24993055555555543
1,58,0.48333333333333334,60,0.5,60,0.5,0.24437499999999995
2,60,0.5,55,0.4583333333333333,55,0.4583333333333333,0.24972222222222223
3,60,0.5,53,0.44166666666666665,53,0.44166666666666665,0.25
