t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON,RATING1,RATING2,RATING3,,,
222,"1,01",1,"0,5720720721",1,"0,463963964",1,"0,3738738739",1,"0,2702702703",0,"0,1396396396",0,"0,09459459459",0,"0,02702702703",0,"0,01351351351",1,"0,45","0,5024529992","0,9118607735","-0,002786493869",0,"0,01666666667","0,03333333333","0,01666666667","-0,03333333333","-0,06666666667"
223,"3,12",0,"0,5695067265",0,"0,4618834081",0,"0,3721973094",0,"0,269058296",0,"0,1390134529",0,"0,09417040359",0,"0,0269058296",0,"0,0134529148",0,"0,4666666667","0,5024529992","0,9125783953","0,0007176218842","0,01666666667","0,01666666667","0,05","0,05","-0,01666666667","-0,05"
224,"6,19",1,"0,5714285714",1,"0,4642857143",1,"0,375",0,"0,2678571429",0,"0,1383928571",0,"0,09375",0,"0,02678571429",0,"0,01339285714",1,"0,4666666667","0,5035393853","0,9114214421","-0,001156953245",0,"0,03333333333","0,03333333333","0,05",0,"-0,03333333333"
225,"6,38",1,"0,5733333333",1,"0,4666666667",1,"0,3777777778",1,"0,2711111111",1,"0,1422222222",0,"0,09333333333",0,"0,02666666667",0,"0,01333333333",1,"0,4833333333","0,5040817004","0,9124878439","0,001066401807","0,01666666667","0,06666666667","0,03333333333","0,06666666667","0,01666666667","-0,01666666667"
226,"3,12",1,"0,5752212389",1,"0,4690265487",1,"0,3805309735",1,"0,2743362832",1,"0,1460176991",0,"0,09292035398",0,"0,02654867257",0,"0,01327433628",1,"0,5","0,5040817004","0,9106320179","-0,001855826009","0,03333333333","0,06666666667","0,06666666667","0,1","0,03333333333","0,01666666667"
227,"1,87",1,"0,577092511",1,"0,4713656388",1,"0,3832599119",0,"0,2731277533",0,"0,1453744493",0,"0,09251101322",0,"0,02643171806",0,"0,01321585903",1,"0,5166666667","0,5035393853","0,8976665316","-0,01296548629","0,05","0,08333333333","0,08333333333","0,1","0,03333333333","0,05"
228,2,1,"0,5789473684",0,"0,4692982456",0,"0,3815789474",0,"0,2719298246",0,"0,1447368421",0,"0,09210526316",0,"0,02631578947",0,"0,01315789474",0,"0,5166666667","0,5040817004","0,8930913685","-0,00457516307","0,06666666667","0,06666666667","0,06666666667","0,08333333333","0,03333333333","0,05"
229,"1,28",1,"0,5807860262",0,"0,4672489083",0,"0,3799126638",0,"0,2707423581",0,"0,1441048035",0,"0,09170305677",0,"0,02620087336",0,"0,01310043668",1,"0,5","0,5040817004","0,8954185093","0,002327140712","0,03333333333","0,05","0,06666666667","0,08333333333",0,"0,01666666667"
230,"7,75",0,"0,5782608696",0,"0,4652173913",0,"0,3782608696",0,"0,2695652174",0,"0,1434782609",0,"0,09130434783",0,"0,02608695652",0,"0,01304347826",0,"0,5","0,5040817004","0,8951743795","-0,000244129787","0,03333333333","0,03333333333","0,08333333333","0,08333333333","0,01666666667",0
231,"2,78",1,"0,5800865801",1,"0,4675324675",1,"0,380952381",1,"0,2727272727",1,"0,1471861472",0,"0,09090909091",0,"0,02597402597",0,"0,01298701299",1,"0,4833333333","0,5040817004","0,8951743795",0,0,"0,01666666667","0,05","0,06666666667",0,"-0,01666666667"
232,"4,33",1,"0,5818965517",1,"0,4698275862",1,"0,3836206897",0,"0,2715517241",0,"0,1465517241",0,"0,09051724138",0,"0,02586206897",0,"0,01293103448",1,"0,5","0,5040817004","0,8951743795",0,0,"0,03333333333","0,06666666667","0,08333333333","0,01666666667",0
233,"1,74",1,"0,5836909871",1,"0,4721030043",1,"0,3862660944",1,"0,2746781116",0,"0,1459227468",0,"0,09012875536",0,"0,02575107296",0,"0,01287553648",1,"0,5166666667","0,5035393853","0,8874415394","-0,007732840082",0,"0,05","0,06666666667","0,1","0,01666666667","0,03333333333"
234,"2,33",0,"0,5811965812",0,"0,4700854701",0,"0,3846153846",0,"0,2735042735",0,"0,1452991453",0,"0,08974358974",0,"0,02564102564",0,"0,01282051282",0,"0,5166666667","0,5040817004","0,8845699633","-0,002871576098",0,"0,06666666667","0,08333333333","0,1","0,01666666667","0,03333333333"
235,"1,21",1,"0,5829787234",1,"0,4723404255",0,"0,3829787234",0,"0,2723404255",0,"0,1446808511",0,"0,08936170213",0,"0,02553191489",0,"0,01276595745",1,"0,5","0,5040817004","0,8854906577","0,0009206943951",0,"0,03333333333","0,05","0,08333333333","0,01666666667","0,01666666667"
236,"1,17",0,"0,5805084746",0,"0,4703389831",0,"0,3813559322",0,"0,2711864407",0,"0,1440677966",0,"0,08898305085",0,"0,02542372881",0,"0,01271186441",0,"0,5","0,5040817004","0,8854906577",0,0,"0,03333333333","0,06666666667","0,06666666667","0,03333333333","0,03333333333"
237,"7,06",0,"0,5780590717",0,"0,4683544304",0,"0,3797468354",0,"0,2700421941",0,"0,1434599156",0,"0,08860759494",0,"0,0253164557",0,"0,01265822785",0,"0,5","0,5040817004","0,8854906577",0,"0,01666666667","0,01666666667","0,08333333333","0,05","0,03333333333","0,03333333333"
238,"1,03",1,"0,5798319328",1,"0,4705882353",1,"0,3823529412",1,"0,2731092437",1,"0,1470588235",0,"0,08823529412",0,"0,02521008403",0,"0,01260504202",1,"0,5","0,5040817004","0,8864803316","0,0009896738967",0,0,"0,06666666667","0,06666666667","0,03333333333","0,03333333333"
239,"1,51",0,"0,5774058577",0,"0,4686192469",0,"0,3807531381",0,"0,2719665272",0,"0,1464435146",0,"0,08786610879",0,"0,02510460251",0,"0,01255230126",0,"0,5","0,5040817004","0,8907917078","0,00431137624","-0,01666666667","-0,01666666667","0,06666666667","0,06666666667","0,05","0,01666666667"
240,1,0,"0,575",0,"0,4666666667",0,"0,3791666667",0,"0,2708333333",0,"0,1458333333",0,"0,0875",0,"0,025",0,"0,0125",0,"0,5","0,5040817004","0,8932172575","0,002425549706","-0,01666666667","-0,01666666667","0,05","0,05","0,06666666667","0,01666666667"
241,"7,16",0,"0,5726141079",0,"0,4647302905",0,"0,377593361",0,"0,2697095436",0,"0,1452282158",0,"0,08713692946",0,"0,02489626556",0,"0,01244813278",0,"0,5","0,5040817004","0,895570719","0,002353461505",0,0,"0,05","0,06666666667","0,06666666667",0
242,"16,52",1,"0,5743801653",1,"0,4669421488",1,"0,3801652893",1,"0,2727272727",1,"0,1487603306",0,"0,0867768595",0,"0,02479338843",0,"0,01239669421",1,"0,5","0,5040817004","0,8979586743","0,002387955297",0,0,"0,03333333333","0,08333333333","0,06666666667","0,01666666667"
243,"1,93",1,"0,5761316872",1,"0,4691358025",1,"0,3827160494",1,"0,2757201646",1,"0,1522633745",1,"0,09053497942",0,"0,02469135802",0,"0,01234567901",1,"0,5","0,5040817004","0,9025944259","0,004635751572",0,"0,01666666667","0,03333333333","0,06666666667","0,06666666667","0,01666666667"
244,"1,56",1,"0,5778688525",0,"0,4672131148",0,"0,381147541",0,"0,2745901639",0,"0,1516393443",0,"0,09016393443",0,"0,02459016393",0,"0,01229508197",0,"0,5166666667","0,5040817004","0,9019323986","-0,0006620273143","0,01666666667","0,01666666667","0,05","0,08333333333","0,08333333333","0,03333333333"
245,"39,09",0,"0,5755102041",0,"0,4653061224",0,"0,3795918367",0,"0,2734693878",0,"0,1510204082",0,"0,08979591837",0,"0,02448979592",0,"0,01224489796",0,"0,5","0,5040817004","0,9062334018","0,004301003176",0,"-0,01666666667","0,03333333333","0,05","0,08333333333",0
246,"7,36",1,"0,5772357724",1,"0,4674796748",1,"0,3821138211",1,"0,2764227642",1,"0,1544715447",1,"0,09349593496",1,"0,02845528455",0,"0,01219512195",1,"0,5","0,5040817004","0,9071632611","0,0009298593067",0,"-0,01666666667","0,05","0,06666666667","0,08333333333",0
247,"1,25",1,"0,5789473684",1,"0,4696356275",1,"0,3846153846",1,"0,2793522267",1,"0,1578947368",0,"0,09311740891",0,"0,02834008097",0,"0,01214574899",1,"0,5166666667","0,5035393853","0,9039425917","-0,003220669346","0,01666666667","0,01666666667","0,05","0,06666666667","0,1","0,03333333333"
248,"1,57",0,"0,5766129032",0,"0,4677419355",0,"0,3830645161",0,"0,2782258065",0,"0,1572580645",0,"0,09274193548",0,"0,02822580645",0,"0,01209677419",0,"0,5333333333","0,5035393853","0,8961434549","-0,00779913677","0,03333333333","0,03333333333","0,06666666667","0,1","0,1333333333","0,06666666667"
249,"16,14",0,"0,5742971888",0,"0,4658634538",0,"0,3815261044",0,"0,2771084337",0,"0,156626506",0,"0,09236947791",0,"0,0281124498",0,"0,01204819277",0,"0,5166666667","0,5040817004","0,894954039","-0,001189415925","0,01666666667","0,01666666667","0,03333333333","0,1","0,1","0,05"
250,"2,79",1,"0,576",1,"0,468",1,"0,384",1,"0,28",1,"0,16",1,"0,096",0,"0,028",0,"0,012",1,"0,5166666667","0,5035393853","0,8931980321","-0,001756006894",0,"0,01666666667","0,01666666667","0,08333333333","0,08333333333","0,05"
251,"1,84",1,"0,577689243",1,"0,4701195219",1,"0,3864541833",0,"0,2788844622",0,"0,1593625498",0,"0,09561752988",0,"0,02788844622",0,"0,01195219124",1,"0,5166666667","0,5035393853","0,8858434503","-0,007354581795","0,01666666667","0,01666666667",0,"0,08333333333","0,1","0,06666666667"
252,"3,61",1,"0,5793650794",0,"0,4682539683",0,"0,3849206349",0,"0,2777777778",0,"0,1587301587",0,"0,09523809524",0,"0,02777777778",0,"0,0119047619",0,"0,5166666667","0,5040817004","0,8837357444","-0,002107705981","0,01666666667","0,01666666667",0,"0,06666666667","0,1","0,08333333333"
253,"19,07",1,"0,581027668",1,"0,4703557312",1,"0,3873517787",0,"0,2766798419",0,"0,1581027668",0,"0,09486166008",0,"0,02766798419",0,"0,01185770751",1,"0,5166666667","0,5035393853","0,8806238332","-0,00311191119",0,"0,01666666667","0,01666666667","0,06666666667","0,1","0,08333333333"
254,"1,43",1,"0,5826771654",1,"0,4724409449",1,"0,3897637795",1,"0,2795275591",1,"0,1614173228",1,"0,09842519685",0,"0,02755905512",0,"0,01181102362",1,"0,5333333333","0,5024529992","0,8647132334","-0,0159105998",0,"0,03333333333","0,03333333333","0,06666666667","0,1166666667","0,1"
255,"7,31",0,"0,5803921569",0,"0,4705882353",0,"0,3882352941",0,"0,2784313725",0,"0,1607843137",0,"0,09803921569",0,"0,02745098039",0,"0,01176470588",0,"0,55","0,5024529992","0,839346531","-0,02536670233","0,03333333333","0,05","0,06666666667","0,08333333333","0,1333333333","0,1166666667"
256,"3,87",1,"0,58203125",1,"0,47265625",1,"0,390625",1,"0,28125",1,"0,1640625",0,"0,09765625",0,"0,02734375",0,"0,01171875",1,"0,55","0,5008190014","0,789162994","-0,05018353701","0,03333333333","0,03333333333","0,05","0,08333333333","0,1333333333","0,1166666667"
257,"1,56",1,"0,5836575875",1,"0,4747081712",1,"0,3929961089",1,"0,2840466926",0,"0,1634241245",0,"0,09727626459",0,"0,02723735409",0,"0,01167315175",1,"0,5666666667","0,4986320084","0,6674199937","-0,1217430003","0,05","0,06666666667","0,05","0,1","0,15","0,15"
258,"2,34",0,"0,5813953488",0,"0,4728682171",0,"0,3914728682",0,"0,2829457364",0,"0,1627906977",0,"0,09689922481",0,"0,02713178295",0,"0,01162790698",0,"0,5666666667","0,5008190014","0,5973633244","-0,07005666928","0,05","0,06666666667","0,05","0,1166666667","0,1333333333","0,15"
259,"1,46",1,"0,583011583",1,"0,4749034749",0,"0,38996139",0,"0,2818532819",0,"0,1621621622",0,"0,09652509653",0,"0,02702702703",0,"0,01158301158",1,"0,5666666667","0,4986320084","0,4686586193","-0,1287047051","0,05","0,05","0,06666666667","0,1","0,1166666667","0,15"
260,"1,8",0,"0,5807692308",0,"0,4730769231",0,"0,3884615385",0,"0,2807692308",0,"0,1615384615",0,"0,09615384615",0,"0,02692307692",0,"0,01153846154",0,"0,5666666667","0,5008190014","0,3941811069","-0,07447751243","0,03333333333","0,03333333333","0,06666666667","0,1","0,1333333333","0,1666666667"
261,"1,74",1,"0,5823754789",0,"0,4712643678",0,"0,3869731801",0,"0,2796934866",0,"0,1609195402",0,"0,09578544061",0,"0,02681992337",0,"0,01149425287",0,"0,55","0,5024529992","0,3769929918","-0,01718811515",0,"0,03333333333","0,05","0,06666666667","0,1166666667","0,1333333333"
262,"3,02",0,"0,5801526718",0,"0,4694656489",0,"0,3854961832",0,"0,2786259542",0,"0,1603053435",0,"0,09541984733",0,"0,02671755725",0,"0,01145038168",0,"0,55","0,5024529992","0,3622615061","-0,01473148569",0,"0,03333333333","0,05","0,05","0,1","0,1166666667"
263,"4,85",1,"0,5817490494",1,"0,4714828897",1,"0,3878326996",0,"0,2775665399",0,"0,1596958175",0,"0,09505703422",0,"0,02661596958",0,"0,01140684411",1,"0,5333333333","0,5024529992","0,3468615957","-0,01539991032","-0,03333333333","0,01666666667","0,03333333333","0,01666666667","0,1","0,1166666667"
264,"10,15",1,"0,5833333333",1,"0,4734848485",1,"0,3901515152",1,"0,2803030303",0,"0,1590909091",0,"0,0946969697",0,"0,02651515152",0,"0,01136363636",1,"0,5333333333","0,5024529992","0,3304386865","-0,01642290923","-0,03333333333","0,01666666667","0,03333333333","0,01666666667","0,1166666667","0,1166666667"
265,"1,55",1,"0,5849056604",1,"0,4754716981",1,"0,3924528302",1,"0,2830188679",1,"0,1622641509",1,"0,09811320755",0,"0,02641509434",0,"0,01132075472",1,"0,55","0,5008190014","0,2917602462","-0,03867844035","-0,01666666667","0,03333333333","0,05","0,05","0,1166666667","0,1333333333"
266,"1,1",0,"0,5827067669",0,"0,4736842105",0,"0,3909774436",0,"0,2819548872",0,"0,1616541353",0,"0,0977443609",0,"0,02631578947",0,"0,01127819549",0,"0,5666666667","0,5008190014","0,2171491264","-0,07461111973",0,"0,03333333333","0,06666666667","0,06666666667","0,1333333333","0,15"
267,"1,21",0,"0,5805243446",0,"0,4719101124",0,"0,3895131086",0,"0,2808988764",0,"0,1610486891",0,"0,09737827715",0,"0,02621722846",0,"0,01123595506",0,"0,55","0,5024529992","0,1521848555","-0,06496427094",0,0,"0,05","0,06666666667","0,1","0,1333333333"
268,"1,29",0,"0,578358209",0,"0,4701492537",0,"0,3880597015",0,"0,2798507463",0,"0,1604477612",0,"0,09701492537",0,"0,02611940299",0,"0,01119402985",0,"0,5333333333","0,5035393853","0,1337695525","-0,01841530303","-0,01666666667","-0,01666666667","0,01666666667","0,03333333333","0,1","0,1166666667"
269,"1,36",0,"0,5762081784",0,"0,468401487",0,"0,3866171004",0,"0,2788104089",0,"0,1598513011",0,"0,09665427509",0,"0,02602230483",0,"0,01115241636",0,"0,5166666667","0,5040817004","0,1107391757","-0,02303037679","-0,01666666667","-0,05","0,01666666667",0,"0,06666666667","0,1"
270,"2,12",0,"0,5740740741",0,"0,4666666667",0,"0,3851851852",0,"0,2777777778",0,"0,1592592593",0,"0,0962962963",0,"0,02592592593",0,"0,01111111111",0,"0,5166666667","0,5040817004","0,09154977836","-0,01918939731","-0,01666666667","-0,05","0,01666666667",0,"0,08333333333","0,08333333333"
271,"1,78",1,"0,5756457565",0,"0,4649446494",0,"0,3837638376",0,"0,2767527675",0,"0,1586715867",0,"0,09594095941",0,"0,0258302583",0,"0,0110701107",1,"0,5","0,5040817004","0,05608451519","-0,03546526317","-0,05","-0,06666666667","-0,01666666667",0,"0,08333333333","0,05"
272,"1,04",1,"0,5772058824",0,"0,4632352941",0,"0,3823529412",0,"0,2757352941",0,"0,1580882353",0,"0,09558823529",0,"0,02573529412",0,"0,01102941176",0,"0,5166666667","0,5040817004","0,03081242058","-0,02527209462","-0,05","-0,05","-0,01666666667","0,01666666667","0,08333333333","0,08333333333"
273,"1,2",0,"0,5750915751",0,"0,4615384615",0,"0,380952381",0,"0,2747252747",0,"0,1575091575",0,"0,09523809524",0,"0,02564102564",0,"0,01098901099",0,"0,5166666667","0,5040817004","-0,05705875362","-0,0878711742","-0,03333333333","-0,03333333333",0,"0,01666666667","0,08333333333","0,08333333333"
274,"1,58",0,"0,5729927007",0,"0,4598540146",0,"0,3795620438",0,"0,2737226277",0,"0,1569343066",0,"0,09489051095",0,"0,02554744526",0,"0,01094890511",0,"0,5","0,5040817004","-0,2031908802","-0,1461321266","-0,03333333333","-0,05","-0,01666666667",0,"0,05","0,05"
275,"1,56",0,"0,5709090909",0,"0,4581818182",0,"0,3781818182",0,"0,2727272727",0,"0,1563636364",0,"0,09454545455",0,"0,02545454545",0,"0,01090909091",0,"0,5","0,5040817004","-0,3633001944","-0,1601093142","-0,01666666667","-0,03333333333","-0,01666666667",0,"0,05","0,06666666667"
276,"4,5",0,"0,5688405797",0,"0,4565217391",0,"0,3768115942",0,"0,2717391304",0,"0,1557971014",0,"0,09420289855",0,"0,02536231884",0,"0,01086956522",0,"0,4833333333","0,5035393853","-0,4673513216","-0,1040511272","-0,03333333333","-0,05","-0,03333333333","-0,01666666667","0,01666666667","0,06666666667"
277,"2,7",1,"0,5703971119",1,"0,4584837545",1,"0,3790613718",1,"0,274368231",0,"0,155234657",0,"0,09386281588",0,"0,02527075812",0,"0,01083032491",1,"0,4833333333","0,5040817004","-0,565013957","-0,09766263542","-0,01666666667","-0,06666666667","-0,03333333333","-0,01666666667","0,01666666667","0,05"
278,"1,42",1,"0,571942446",1,"0,4604316547",1,"0,381294964",0,"0,273381295",0,"0,154676259",0,"0,09352517986",0,"0,02517985612",0,"0,01079136691",1,"0,4833333333","0,5040817004","-0,6135291316","-0,04851517453","-0,03333333333","-0,08333333333","-0,05","-0,01666666667","0,01666666667","0,05"
279,"18,5",0,"0,5698924731",0,"0,458781362",0,"0,3799283154",0,"0,2724014337",0,"0,1541218638",0,"0,09318996416",0,"0,02508960573",0,"0,01075268817",0,"0,4833333333","0,5035393853","-0,6190623387","-0,00553320714","-0,03333333333","-0,06666666667","-0,06666666667","-0,01666666667","0,01666666667","0,03333333333"
280,1,1,"0,5714285714",1,"0,4607142857",1,"0,3821428571",1,"0,275",1,"0,1571428571",1,"0,09642857143",0,"0,025",0,"0,01071428571",1,"0,4666666667","0,5035393853","-0,6190623387",0,"-0,03333333333","-0,06666666667","-0,08333333333","-0,05","0,01666666667","0,03333333333"
281,1,0,"0,5693950178",0,"0,4590747331",0,"0,3807829181",0,"0,2740213523",0,"0,1565836299",0,"0,09608540925",0,"0,02491103203",0,"0,01067615658",0,"0,4833333333","0,5035393853","-0,6494034471","-0,03034110842","-0,01666666667","-0,03333333333","-0,08333333333","-0,01666666667","0,01666666667","0,03333333333"
282,"12,33",0,"0,5673758865",0,"0,4574468085",0,"0,3794326241",0,"0,2730496454",0,"0,1560283688",0,"0,09574468085",0,"0,02482269504",0,"0,01063829787",0,"0,4833333333","0,5035393853","-0,6812801922","-0,03187674504",0,"-0,03333333333","-0,08333333333","-0,01666666667","0,01666666667","0,05"
283,"9,23",1,"0,5689045936",1,"0,4593639576",1,"0,3816254417",1,"0,2756183746",1,"0,1590106007",1,"0,09893992933",0,"0,02473498233",0,"0,01060070671",1,"0,4666666667","0,5035393853","-0,728037441","-0,04675724886","-0,01666666667","-0,03333333333","-0,1","-0,05","-0,01666666667","0,05"
284,"2,44",1,"0,5704225352",1,"0,4612676056",1,"0,3838028169",1,"0,2781690141",1,"0,161971831",0,"0,0985915493",0,"0,02464788732",0,"0,01056338028",1,"0,4833333333","0,5040817004","-0,7696668472","-0,04162940617",0,"-0,03333333333","-0,08333333333","-0,05","-0,01666666667","0,05"
285,"5,17",1,"0,5719298246",1,"0,4631578947",0,"0,3824561404",0,"0,2771929825",0,"0,1614035088",0,"0,09824561404",0,"0,02456140351",0,"0,01052631579",1,"0,4833333333","0,5040817004","-0,7856584044","-0,01599155719",0,"-0,03333333333","-0,06666666667","-0,03333333333","-0,03333333333","0,05"
286,"1,77",1,"0,5734265734",1,"0,465034965",1,"0,3846153846",1,"0,2797202797",0,"0,1608391608",0,"0,0979020979",0,"0,02447552448",0,"0,01048951049",1,"0,4833333333","0,5040817004","-0,7856584044",0,"0,01666666667","-0,01666666667","-0,06666666667","-0,03333333333","-0,03333333333","0,03333333333"
287,"1,42",1,"0,574912892",0,"0,4634146341",0,"0,3832752613",0,"0,2787456446",0,"0,1602787456",0,"0,09756097561",0,"0,0243902439",0,"0,01045296167",0,"0,4833333333","0,5035393853","-0,7792027025","0,006455701872",0,"-0,01666666667","-0,05","-0,03333333333","-0,01666666667","0,03333333333"
288,"1,22",0,"0,5729166667",0,"0,4618055556",0,"0,3819444444",0,"0,2777777778",0,"0,1597222222",0,"0,09722222222",0,"0,02430555556",0,"0,01041666667",0,"0,4666666667","0,5024529992","-0,7394345172","0,03976818528","-0,01666666667","-0,01666666667","-0,06666666667","-0,05","-0,03333333333",0
289,"1,67",0,"0,5709342561",0,"0,4602076125",0,"0,3806228374",0,"0,276816609",0,"0,1591695502",0,"0,09688581315",0,"0,02422145329",0,"0,01038062284",0,"0,4666666667","0,5024529992","-0,7070215794","0,03241293781",0,"-0,01666666667","-0,08333333333","-0,05","-0,01666666667",0
290,"2,24",0,"0,5689655172",0,"0,4586206897",0,"0,3793103448",0,"0,275862069",0,"0,1586206897",0,"0,09655172414",0,"0,02413793103",0,"0,01034482759",0,"0,45","0,5008190014","-0,5950431154","0,111978464","-0,03333333333","-0,03333333333","-0,1166666667","-0,08333333333","-0,05","-0,01666666667"
291,"3,79",1,"0,5704467354",1,"0,4604810997",0,"0,3780068729",0,"0,2749140893",0,"0,1580756014",0,"0,09621993127",0,"0,02405498282",0,"0,01030927835",1,"0,45","0,5024529992","-0,5525327653","0,04251035008","-0,03333333333","-0,03333333333","-0,1","-0,1","-0,06666666667","-0,01666666667"
292,"2,97",1,"0,5719178082",1,"0,4623287671",1,"0,3801369863",1,"0,2773972603",0,"0,1575342466",0,"0,09589041096",0,"0,02397260274",0,"0,0102739726",1,"0,45","0,5024529992","-0,5113631339","0,04116963146","-0,03333333333","-0,01666666667","-0,08333333333","-0,1","-0,06666666667",0
293,"2,96",1,"0,5733788396",1,"0,4641638225",1,"0,3822525597",0,"0,2764505119",0,"0,156996587",0,"0,09556313993",0,"0,02389078498",0,"0,01023890785",1,"0,45","0,5024529992","-0,4776210494","0,0337420845","-0,03333333333","-0,03333333333","-0,06666666667","-0,1166666667","-0,05","-0,01666666667"
294,"2,65",1,"0,574829932",1,"0,4659863946",1,"0,3843537415",0,"0,2755102041",0,"0,156462585",0,"0,09523809524",0,"0,02380952381",0,"0,01020408163",1,"0,45","0,5024529992","-0,4504325102","0,02718853921","-0,01666666667","-0,03333333333","-0,06666666667","-0,1166666667","-0,05","-0,01666666667"
295,"4,65",1,"0,5762711864",1,"0,4677966102",0,"0,3830508475",0,"0,2745762712",0,"0,1559322034",0,"0,09491525424",0,"0,02372881356",0,"0,01016949153",1,"0,4666666667","0,5035393853","-0,4568692319","-0,006436721685",0,0,"-0,03333333333","-0,1","-0,03333333333","-0,01666666667"
296,1,1,"0,5777027027",1,"0,4695945946",1,"0,3851351351",1,"0,277027027",0,"0,1554054054",0,"0,09459459459",0,"0,02364864865",0,"0,01013513514",1,"0,4666666667","0,5035393853","-0,4574043243","-0,0005350924559","0,01666666667","-0,01666666667","-0,05","-0,1","-0,03333333333","-0,03333333333"
297,"8,22",0,"0,5757575758",0,"0,468013468",0,"0,3838383838",0,"0,2760942761",0,"0,1548821549",0,"0,09427609428",0,"0,02356902357",0,"0,0101010101",0,"0,4833333333","0,5035393853","-0,4590790895","-0,001674765184","0,03333333333",0,"-0,03333333333","-0,06666666667","-0,01666666667","-0,03333333333"
298,"1,33",1,"0,5771812081",1,"0,4697986577",1,"0,3859060403",1,"0,2785234899",1,"0,1577181208",0,"0,09395973154",0,"0,02348993289",0,"0,01006711409",1,"0,4833333333","0,5040817004","-0,4637766871","-0,004697597585","0,03333333333",0,"-0,01666666667","-0,06666666667","-0,01666666667","-0,03333333333"
299,"1,5",0,"0,5752508361",0,"0,4682274247",0,"0,3846153846",0,"0,2775919732",0,"0,1571906355",0,"0,09364548495",0,"0,02341137124",0,"0,01003344482",0,"0,4833333333","0,5035393853","-0,4657391311","-0,001962443981","0,03333333333",0,"-0,01666666667","-0,05","-0,01666666667","-0,01666666667"
300,"66,94",0,"0,5733333333",0,"0,4666666667",0,"0,3833333333",0,"0,2766666667",0,"0,1566666667",0,"0,09333333333",0,"0,02333333333",0,"0,01",0,"0,4833333333","0,5035393853","-0,4678950377","-0,002155906594","0,03333333333","0,01666666667",0,"-0,05","-0,01666666667","-0,01666666667"
301,"1,9",1,"0,5747508306",1,"0,4684385382",1,"0,3853820598",1,"0,2790697674",1,"0,1594684385",1,"0,09634551495",1,"0,02657807309",1,"0,01328903654",1,"0,4833333333","0,5040817004","-0,4727876563","-0,004892618597","0,01666666667","0,01666666667",0,"-0,06666666667","-0,01666666667",0
302,"1,29",1,"0,5761589404",0,"0,4668874172",0,"0,3841059603",0,"0,2781456954",0,"0,1589403974",0,"0,09602649007",0,"0,02649006623",0,"0,01324503311",0,"0,5","0,5040817004","-0,4727876563",0,"0,03333333333","0,05","0,01666666667","-0,06666666667","-0,01666666667",0
303,"1,06",0,"0,5742574257",0,"0,4653465347",0,"0,3828382838",0,"0,2772277228",0,"0,1584158416",0,"0,09570957096",0,"0,02640264026",0,"0,01320132013",0,"0,4833333333","0,5035393853","-0,4752336296","-0,002445973378",0,"0,03333333333",0,"-0,06666666667","-0,01666666667","-0,03333333333"
304,"2,62",0,"0,5723684211",0,"0,4638157895",0,"0,3815789474",0,"0,2763157895",0,"0,1578947368",0,"0,09539473684",0,"0,02631578947",0,"0,01315789474",0,"0,4666666667","0,5024529992","-0,462017088","0,01321654166","-0,01666666667","0,01666666667",0,"-0,06666666667","-0,03333333333","-0,05"
305,"2,59",1,"0,5737704918",1,"0,4655737705",0,"0,3803278689",0,"0,2754098361",0,"0,1573770492",0,"0,09508196721",0,"0,0262295082",0,"0,0131147541",1,"0,4666666667","0,5035393853","-0,4723599566","-0,01034286859","-0,01666666667","0,01666666667","-0,01666666667","-0,05","-0,05","-0,03333333333"
306,"1,45",1,"0,5751633987",1,"0,4673202614",0,"0,3790849673",0,"0,2745098039",0,"0,1568627451",0,"0,09477124183",0,"0,02614379085",0,"0,01307189542",1,"0,4833333333","0,5040817004","-0,4777223383","-0,005362381779",0,"0,03333333333",0,"-0,03333333333","-0,05","-0,01666666667"
307,"1,45",0,"0,5732899023",0,"0,4657980456",0,"0,3778501629",0,"0,2736156352",0,"0,1563517915",0,"0,09446254072",0,"0,02605863192",0,"0,01302931596",0,"0,4833333333","0,5035393853","-0,4812670589","-0,003544720521",0,"0,01666666667","0,01666666667","-0,01666666667","-0,03333333333","-0,01666666667"
308,"5,64",0,"0,5714285714",0,"0,4642857143",0,"0,3766233766",0,"0,2727272727",0,"0,1558441558",0,"0,09415584416",0,"0,02597402597",0,"0,01298701299",0,"0,4666666667","0,5024529992","-0,4731905634","0,008076495481","-0,03333333333",0,"-0,01666666667","-0,05","-0,05","-0,03333333333"
309,"2,25",1,"0,572815534",1,"0,4660194175",1,"0,3786407767",1,"0,2750809061",0,"0,1553398058",0,"0,09385113269",0,"0,02588996764",0,"0,01294498382",1,"0,4666666667","0,5035393853","-0,4860836121","-0,01289304869","-0,01666666667","-0,01666666667","-0,01666666667","-0,05","-0,05","-0,03333333333"
310,"2,81",1,"0,5741935484",1,"0,4677419355",0,"0,3774193548",0,"0,2741935484",0,"0,1548387097",0,"0,0935483871",0,"0,02580645161",0,"0,01290322581",1,"0,4833333333","0,5040817004","-0,4994721064","-0,01338849436","0,01666666667",0,0,"-0,01666666667","-0,03333333333","-0,01666666667"
