t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON,RATING1,RATING2,RATING3,,,
492,2,1,"0,6544715447",0,"0,4227642276",0,"0,3455284553",0,"0,2479674797",0,"0,1483739837",0,"0,07317073171",0,"0,02235772358",0,"0,01016260163",1,1,0,"-0,9360240478","-0,001863763739",0,"0,01666666667","0,06666666667","0,1166666667","0,2333333333","0,3166666667"
493,2,1,"0,6551724138",0,"0,4219066937",0,"0,3448275862",0,"0,247464503",0,"0,1480730223",0,"0,07302231237",0,"0,02231237323",0,"0,01014198783",1,1,0,"-0,9382154033","-0,002191355467",0,0,"0,06666666667","0,1166666667","0,2333333333","0,3166666667"
494,2,1,"0,6558704453",0,"0,4210526316",0,"0,3441295547",0,"0,2469635628",0,"0,1477732794",0,"0,07287449393",0,"0,02226720648",0,"0,01012145749",1,1,0,"-0,9396957297","-0,001480326464",0,0,"0,06666666667","0,1166666667","0,2333333333","0,3"
495,2,1,"0,6565656566",0,"0,4202020202",0,"0,3434343434",0,"0,2464646465",0,"0,1474747475",0,"0,07272727273",0,"0,02222222222",0,"0,0101010101",1,1,0,"-0,9413694821","-0,001673752378",0,0,"0,06666666667","0,1166666667","0,2333333333","0,3"
496,2,1,"0,6572580645",0,"0,4193548387",0,"0,3427419355",0,"0,2459677419",0,"0,1471774194",0,"0,07258064516",0,"0,02217741935",0,"0,01008064516",1,1,0,"-0,9432943733","-0,001924891166",0,0,"0,06666666667","0,1166666667","0,2333333333","0,2833333333"
497,2,1,"0,6579476861",0,"0,4185110664",0,"0,3420523139",0,"0,245472837",0,"0,1468812877",0,"0,07243460765",0,"0,02213279678",0,"0,01006036217",1,1,0,"-0,9455536799","-0,00225930665",0,0,"0,06666666667","0,1166666667","0,2166666667","0,2666666667"
498,2,1,"0,6586345382",0,"0,4176706827",0,"0,3413654618",0,"0,2449799197",0,"0,1465863454",0,"0,07228915663",0,"0,02208835341",0,"0,01004016064",1,1,0,"-0,9482654723","-0,002711792376",0,0,"0,06666666667","0,1166666667","0,2","0,25"
499,2,1,"0,6593186373",0,"0,4168336673",0,"0,3406813627",0,"0,244488978",0,"0,1462925852",0,"0,07214428858",0,"0,02204408818",0,"0,01002004008",1,1,0,"-0,9515976546","-0,003332182322",0,0,"0,05","0,1166666667","0,1833333333","0,25"
500,2,1,"0,66",0,"0,416",0,"0,34",0,"0,244",0,"0,146",0,"0,072",0,"0,022",0,"0,01",1,1,0,"-0,9539788751","-0,002381220484",0,0,"0,05","0,1","0,1833333333","0,25"
501,2,1,"0,6606786427",0,"0,4151696607",0,"0,3393213573",0,"0,2435129741",0,"0,1457085828",0,"0,07185628743",0,"0,02195608782",0,"0,00998003992",1,1,0,"-0,9554370107","-0,001458135644",0,0,"0,05","0,08333333333","0,1833333333","0,25"
502,2,1,"0,6613545817",0,"0,4143426295",0,"0,3386454183",0,"0,2430278884",0,"0,1454183267",0,"0,07171314741",0,"0,0219123506",0,"0,009960159363",1,1,0,"-0,9560970849","-0,0006600741498",0,0,"0,03333333333","0,08333333333","0,1833333333","0,25"
503,2,1,"0,662027833",0,"0,4135188867",0,"0,337972167",0,"0,2425447316",0,"0,1451292247",0,"0,07157057654",0,"0,02186878728",0,"0,009940357853",1,1,0,"-0,9568313599","-0,0007342749667",0,0,"0,01666666667","0,06666666667","0,1833333333","0,2333333333"
504,2,1,"0,6626984127",0,"0,4126984127",0,"0,3373015873",0,"0,2420634921",0,"0,1448412698",0,"0,07142857143",0,"0,02182539683",0,"0,009920634921",1,1,0,"-0,957682277","-0,0008509171303",0,0,"0,01666666667","0,06666666667","0,1833333333","0,2333333333"
505,2,1,"0,6633663366",0,"0,4118811881",0,"0,3366336634",0,"0,2415841584",0,"0,1445544554",0,"0,07128712871",0,"0,02178217822",0,"0,009900990099",1,1,0,"-0,9587078255","-0,00102554853",0,0,0,"0,06666666667","0,1833333333","0,2333333333"
506,2,1,"0,6640316206",0,"0,4110671937",0,"0,3359683794",0,"0,2411067194",0,"0,1442687747",0,"0,07114624506",0,"0,02173913043",0,"0,009881422925",1,1,0,"-0,9599889166","-0,001281091094",0,0,0,"0,06666666667","0,1833333333","0,2333333333"
507,2,1,"0,6646942801",0,"0,4102564103",0,"0,3353057199",0,"0,2406311637",0,"0,1439842209",0,"0,07100591716",0,"0,02169625247",0,"0,009861932939",1,1,0,"-0,9616410333","-0,001652116705",0,0,0,"0,06666666667","0,1666666667","0,2333333333"
508,2,1,"0,6653543307",0,"0,4094488189",0,"0,3346456693",0,"0,2401574803",0,"0,1437007874",0,"0,07086614173",0,"0,02165354331",0,"0,009842519685",1,1,0,"-0,9638332098","-0,002192176521",0,0,0,"0,06666666667","0,15","0,2333333333"
509,2,1,"0,6660117878",0,"0,4086444008",0,"0,3339882122",0,"0,2396856582",0,"0,1434184676",0,"0,07072691552",0,"0,02161100196",0,"0,009823182711",1,1,0,"-0,966820104","-0,002986894152",0,0,0,"0,06666666667","0,15","0,2166666667"
510,2,1,"0,6666666667",0,"0,4078431373",0,"0,3333333333",0,"0,2392156863",0,"0,1431372549",0,"0,07058823529",0,"0,02156862745",0,"0,009803921569",1,1,0,"-0,9686350023","-0,001814898292",0,0,0,"0,06666666667","0,15","0,2"
511,2,1,"0,6673189824",0,"0,4070450098",0,"0,3326810176",0,"0,2387475538",0,"0,1428571429",0,"0,07045009785",0,"0,02152641879",0,"0,009784735812",1,1,0,"-0,969339673","-0,0007046707482",0,0,0,"0,05","0,15","0,1833333333"
512,2,1,"0,66796875",0,"0,40625",0,"0,33203125",0,"0,23828125",0,"0,142578125",0,"0,0703125",0,"0,021484375",0,"0,009765625",1,1,0,"-0,970303078","-0,0009634049775",0,0,0,"0,05","0,1333333333","0,1833333333"
513,2,1,"0,6686159844",0,"0,4054580897",0,"0,3313840156",0,"0,2378167641",0,"0,1423001949",0,"0,0701754386",0,"0,02144249513",0,"0,009746588694",1,1,0,"-0,9716533998","-0,001350321752",0,0,0,"0,05","0,1333333333","0,1833333333"
514,2,1,"0,6692607004",0,"0,4046692607",0,"0,3307392996",0,"0,2373540856",0,"0,1420233463",0,"0,07003891051",0,"0,02140077821",0,"0,009727626459",1,1,0,"-0,973587619","-0,001934219283",0,0,0,"0,03333333333","0,1166666667","0,1833333333"
515,2,1,"0,6699029126",0,"0,4038834951",0,"0,3300970874",0,"0,2368932039",0,"0,1417475728",0,"0,06990291262",0,"0,0213592233",0,"0,009708737864",1,1,0,"-0,9742428958","-0,0006552767802",0,0,0,"0,01666666667","0,1166666667","0,1833333333"
516,2,1,"0,6705426357",0,"0,4031007752",0,"0,3294573643",0,"0,2364341085",0,"0,1414728682",0,"0,06976744186",0,"0,02131782946",0,"0,009689922481",1,1,0,"-0,9752304818","-0,0009875859915",0,0,0,"0,01666666667","0,1166666667","0,1833333333"
517,2,1,"0,6711798839",0,"0,4023210832",0,"0,3288201161",0,"0,2359767892",0,"0,1411992263",0,"0,06963249516",0,"0,02127659574",0,"0,009671179884",1,1,0,"-0,9750841843","0,0001462975154",0,0,0,0,"0,1166666667","0,1833333333"
518,2,1,"0,6718146718",0,"0,4015444015",0,"0,3281853282",0,"0,2355212355",0,"0,1409266409",0,"0,0694980695",0,"0,02123552124",0,"0,009652509653",1,1,0,"-0,9750043755","0,00007980884302",0,0,0,0,"0,1166666667","0,1833333333"
519,2,1,"0,6724470135",0,"0,4007707129",0,"0,3275529865",0,"0,2350674374",0,"0,140655106",0,"0,06936416185",0,"0,02119460501",0,"0,009633911368",1,1,0,"-0,97504879","-0,00004441449818",0,0,0,0,"0,1166666667","0,1666666667"
520,2,1,"0,6730769231",0,"0,4",0,"0,3269230769",0,"0,2346153846",0,"0,1403846154",0,"0,06923076923",0,"0,02115384615",0,"0,009615384615",1,1,0,"-0,975312579","-0,0002637890703",0,0,0,0,"0,1166666667","0,15"
521,2,1,"0,6737044146",0,"0,3992322457",0,"0,3262955854",0,"0,2341650672",0,"0,1401151631",0,"0,06909788868",0,"0,02111324376",0,"0,009596928983",1,1,0,"-0,9759576073","-0,0006450282398",0,0,0,0,"0,1166666667","0,15"
522,2,1,"0,6743295019",0,"0,398467433",0,"0,3256704981",0,"0,2337164751",0,"0,1398467433",0,"0,06896551724",0,"0,02107279693",0,"0,009578544061",1,1,0,"-0,9772706674","-0,001313060123",0,0,0,0,"0,1","0,15"
523,2,1,"0,6749521989",0,"0,3977055449",0,"0,3250478011",0,"0,2332695985",0,"0,1395793499",0,"0,06883365201",0,"0,02103250478",0,"0,009560229446",1,1,0,"-0,9797876244","-0,002516957036",0,0,0,0,"0,08333333333","0,15"
524,2,1,"0,6755725191",0,"0,3969465649",0,"0,3244274809",0,"0,2328244275",0,"0,1393129771",0,"0,06870229008",0,"0,02099236641",0,"0,009541984733",1,1,0,"-0,9845834698","-0,004795845391",0,0,0,0,"0,08333333333","0,1333333333"
525,2,1,"0,6761904762",0,"0,3961904762",0,"0,3238095238",0,"0,2323809524",0,"0,139047619",0,"0,06857142857",0,"0,02095238095",0,"0,009523809524",1,1,0,"-0,9872482392","-0,002664769424",0,0,0,0,"0,06666666667","0,1333333333"
526,2,1,"0,6768060837",0,"0,3954372624",0,"0,3231939163",0,"0,2319391635",0,"0,13878327",0,"0,06844106464",0,"0,02091254753",0,"0,009505703422",1,1,0,"-0,9876862826","-0,0004380433633",0,0,0,0,"0,06666666667","0,1166666667"
527,2,1,"0,6774193548",0,"0,394686907",0,"0,3225806452",0,"0,2314990512",0,"0,1385199241",0,"0,06831119545",0,"0,02087286528",0,"0,009487666034",1,1,0,"-0,9886302778","-0,0009439951588",0,0,0,0,"0,06666666667","0,1166666667"
528,2,1,"0,678030303",0,"0,3939393939",0,"0,321969697",0,"0,2310606061",0,"0,1382575758",0,"0,06818181818",0,"0,02083333333",0,"0,00946969697",1,1,0,"-0,9879454596","0,0006848181471",0,0,0,0,"0,06666666667","0,1166666667"
529,2,1,"0,6786389414",0,"0,393194707",0,"0,3213610586",0,"0,2306238185",0,"0,1379962193",0,"0,06805293006",0,"0,02079395085",0,"0,009451795841",1,1,0,"-0,9871415885","0,0008038711449",0,0,0,0,"0,06666666667","0,1166666667"
530,2,1,"0,679245283",0,"0,3924528302",0,"0,320754717",0,"0,2301886792",0,"0,1377358491",0,"0,0679245283",0,"0,02075471698",0,"0,009433962264",1,1,0,"-0,9861957371","0,0009458513526",0,0,0,0,"0,06666666667","0,1166666667"
531,2,1,"0,6798493409",0,"0,3917137476",0,"0,3201506591",0,"0,2297551789",0,"0,1374764595",0,"0,06779661017",0,"0,02071563089",0,"0,009416195857",1,1,0,"-0,9850870121","0,001108725008",0,0,0,0,"0,06666666667","0,1166666667"
532,2,1,"0,6804511278",0,"0,3909774436",0,"0,3195488722",0,"0,2293233083",0,"0,1372180451",0,"0,06766917293",0,"0,02067669173",0,"0,009398496241",1,1,0,"-0,9838151094","0,001271902721",0,0,0,0,"0,06666666667","0,1166666667"
533,2,1,"0,6810506567",0,"0,3902439024",0,"0,3189493433",0,"0,2288930582",0,"0,1369606004",0,"0,06754221388",0,"0,02063789869",0,"0,009380863039",1,1,0,"-0,9824698107","0,001345298699",0,0,0,0,"0,05","0,1166666667"
534,2,1,"0,6816479401",0,"0,3895131086",0,"0,3183520599",0,"0,2284644195",0,"0,1367041199",0,"0,06741573034",0,"0,02059925094",0,"0,00936329588",1,1,0,"-0,9815189682","0,0009508424922",0,0,0,0,"0,05","0,1"
535,2,1,"0,6822429907",0,"0,3887850467",0,"0,3177570093",0,"0,2280373832",0,"0,1364485981",0,"0,06728971963",0,"0,02056074766",0,"0,009345794393",1,1,0,"-0,9833150819","-0,00179611369",0,0,0,0,"0,05","0,08333333333"
536,2,1,"0,6828358209",0,"0,3880597015",0,"0,3171641791",0,"0,2276119403",0,"0,1361940299",0,"0,0671641791",0,"0,02052238806",0,"0,009328358209",1,1,0,"-0,9799043829","0,003410698965",0,0,0,0,"0,03333333333","0,08333333333"
537,2,1,"0,6834264432",0,"0,3873370577",0,"0,3165735568",0,"0,2271880819",0,"0,1359404097",0,"0,06703910615",0,"0,02048417132",0,"0,009310986965",1,1,0,"-0,9755717482","0,00433263468",0,0,0,0,"0,01666666667","0,06666666667"
538,2,1,"0,6840148699",0,"0,3866171004",0,"0,3159851301",0,"0,2267657993",0,"0,1356877323",0,"0,06691449814",0,"0,02044609665",0,"0,009293680297",1,1,0,"-0,984204968","-0,008633219785",0,0,0,0,"0,01666666667","0,06666666667"
539,2,1,"0,6846011132",0,"0,3858998145",0,"0,3153988868",0,"0,2263450835",0,"0,1354359926",0,"0,0667903525",0,"0,02040816327",0,"0,009276437848",1,1,0,-1,"-0,01579503197",0,0,0,0,0,"0,06666666667"
540,2,1,"0,6851851852",0,"0,3851851852",0,"0,3148148148",0,"0,2259259259",0,"0,1351851852",0,"0,06666666667",0,"0,02037037037",0,"0,009259259259",1,1,0,-1,0,0,0,0,0,0,"0,06666666667"
541,2,1,"0,685767098",0,"0,3844731978",0,"0,314232902",0,"0,2255083179",0,"0,134935305",0,"0,06654343808",0,"0,02033271719",0,"0,009242144177",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,06666666667"
542,2,1,"0,6863468635",0,"0,3837638376",0,"0,3136531365",0,"0,2250922509",0,"0,1346863469",0,"0,06642066421",0,"0,02029520295",0,"0,009225092251",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,06666666667"
543,2,1,"0,6869244936",0,"0,3830570902",0,"0,3130755064",0,"0,2246777164",0,"0,1344383057",0,"0,06629834254",0,"0,02025782689",0,"0,009208103131",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,06666666667"
544,2,1,"0,6875",0,"0,3823529412",0,"0,3125",0,"0,2242647059",0,"0,1341911765",0,"0,06617647059",0,"0,02022058824",0,"0,009191176471",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,06666666667"
545,2,1,"0,6880733945",0,"0,3816513761",0,"0,3119266055",0,"0,223853211",0,"0,1339449541",0,"0,06605504587",0,"0,02018348624",0,"0,009174311927",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,05"
546,2,1,"0,6886446886",0,"0,380952381",0,"0,3113553114",0,"0,2234432234",0,"0,1336996337",0,"0,06593406593",0,"0,02014652015",0,"0,009157509158",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,05"
547,2,1,"0,689213894",0,"0,3802559415",0,"0,310786106",0,"0,2230347349",0,"0,1334552102",0,"0,06581352834",0,"0,02010968921",0,"0,009140767824",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,05"
548,2,1,"0,6897810219",0,"0,3795620438",0,"0,3102189781",0,"0,2226277372",0,"0,1332116788",0,"0,06569343066",0,"0,0200729927",0,"0,009124087591",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,03333333333"
549,2,1,"0,6903460838",0,"0,378870674",0,"0,3096539162",0,"0,2222222222",0,"0,1329690346",0,"0,06557377049",0,"0,02003642987",0,"0,009107468124",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,01666666667"
550,2,1,"0,6909090909",0,"0,3781818182",0,"0,3090909091",0,"0,2218181818",0,"0,1327272727",0,"0,06545454545",0,"0,02",0,"0,009090909091",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,"0,01666666667"
551,2,1,"0,6914700544",0,"0,3774954628",0,"0,3085299456",0,"0,221415608",0,"0,1324863884",0,"0,06533575318",0,"0,01996370236",0,"0,009074410163",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
552,2,1,"0,6920289855",0,"0,3768115942",0,"0,3079710145",0,"0,2210144928",0,"0,1322463768",0,"0,0652173913",0,"0,01992753623",0,"0,009057971014",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
553,2,1,"0,6925858951",0,"0,3761301989",0,"0,3074141049",0,"0,2206148282",0,"0,1320072333",0,"0,0650994575",0,"0,0198915009",0,"0,00904159132",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
554,2,1,"0,6931407942",0,"0,3754512635",0,"0,3068592058",0,"0,2202166065",0,"0,1317689531",0,"0,06498194946",0,"0,01985559567",0,"0,009025270758",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
555,2,1,"0,6936936937",0,"0,3747747748",0,"0,3063063063",0,"0,2198198198",0,"0,1315315315",0,"0,06486486486",0,"0,01981981982",0,"0,009009009009",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
556,2,1,"0,6942446043",0,"0,3741007194",0,"0,3057553957",0,"0,2194244604",0,"0,131294964",0,"0,06474820144",0,"0,01978417266",0,"0,008992805755",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
557,2,1,"0,6947935368",0,"0,3734290844",0,"0,3052064632",0,"0,2190305206",0,"0,131059246",0,"0,06463195691",0,"0,0197486535",0,"0,008976660682",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
558,2,1,"0,6953405018",0,"0,3727598566",0,"0,3046594982",0,"0,2186379928",0,"0,1308243728",0,"0,06451612903",0,"0,01971326165",0,"0,008960573477",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
559,2,1,"0,6958855098",0,"0,3720930233",0,"0,3041144902",0,"0,2182468694",0,"0,1305903399",0,"0,06440071556",0,"0,01967799642",0,"0,008944543828",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
560,2,1,"0,6964285714",0,"0,3714285714",0,"0,3035714286",0,"0,2178571429",0,"0,1303571429",0,"0,06428571429",0,"0,01964285714",0,"0,008928571429",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
561,2,1,"0,696969697",0,"0,3707664884",0,"0,303030303",0,"0,2174688057",0,"0,1301247772",0,"0,06417112299",0,"0,01960784314",0,"0,008912655971",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
562,2,1,"0,6975088968",0,"0,3701067616",0,"0,3024911032",0,"0,2170818505",0,"0,1298932384",0,"0,0640569395",0,"0,01957295374",0,"0,008896797153",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
563,2,1,"0,6980461812",0,"0,3694493783",0,"0,3019538188",0,"0,21669627",0,"0,1296625222",0,"0,06394316163",0,"0,01953818828",0,"0,008880994671",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
564,2,1,"0,6985815603",0,"0,3687943262",0,"0,3014184397",0,"0,2163120567",0,"0,1294326241",0,"0,06382978723",0,"0,0195035461",0,"0,008865248227",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
565,2,1,"0,6991150442",0,"0,3681415929",0,"0,3008849558",0,"0,2159292035",0,"0,1292035398",0,"0,06371681416",0,"0,01946902655",0,"0,008849557522",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
566,2,1,"0,6996466431",0,"0,3674911661",0,"0,3003533569",0,"0,2155477032",0,"0,128975265",0,"0,06360424028",0,"0,01943462898",0,"0,008833922261",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
567,2,1,"0,7001763668",0,"0,3668430335",0,"0,2998236332",0,"0,2151675485",0,"0,1287477954",0,"0,06349206349",0,"0,01940035273",0,"0,008818342152",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
568,2,1,"0,7007042254",0,"0,3661971831",0,"0,2992957746",0,"0,2147887324",0,"0,1285211268",0,"0,06338028169",0,"0,01936619718",0,"0,008802816901",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
569,2,1,"0,7012302285",0,"0,3655536028",0,"0,2987697715",0,"0,2144112478",0,"0,1282952548",0,"0,06326889279",0,"0,01933216169",0,"0,008787346221",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
570,2,1,"0,701754386",0,"0,3649122807",0,"0,298245614",0,"0,2140350877",0,"0,1280701754",0,"0,06315789474",0,"0,01929824561",0,"0,008771929825",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
571,2,1,"0,7022767075",0,"0,3642732049",0,"0,2977232925",0,"0,2136602452",0,"0,1278458844",0,"0,06304728546",0,"0,01926444834",0,"0,008756567426",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
572,2,1,"0,7027972028",0,"0,3636363636",0,"0,2972027972",0,"0,2132867133",0,"0,1276223776",0,"0,06293706294",0,"0,01923076923",0,"0,008741258741",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
573,2,1,"0,7033158813",0,"0,3630017452",0,"0,2966841187",0,"0,2129144852",0,"0,127399651",0,"0,06282722513",0,"0,01919720768",0,"0,00872600349",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
574,2,1,"0,7038327526",0,"0,362369338",0,"0,2961672474",0,"0,212543554",0,"0,1271777003",0,"0,06271777003",0,"0,01916376307",0,"0,008710801394",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
575,2,1,"0,7043478261",0,"0,3617391304",0,"0,2956521739",0,"0,212173913",0,"0,1269565217",0,"0,06260869565",0,"0,01913043478",0,"0,008695652174",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
576,2,1,"0,7048611111",0,"0,3611111111",0,"0,2951388889",0,"0,2118055556",0,"0,1267361111",0,"0,0625",0,"0,01909722222",0,"0,008680555556",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
577,2,1,"0,705372617",0,"0,3604852686",0,"0,294627383",0,"0,2114384749",0,"0,1265164645",0,"0,06239168111",0,"0,01906412478",0,"0,008665511265",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
578,2,1,"0,7058823529",0,"0,3598615917",0,"0,2941176471",0,"0,2110726644",0,"0,1262975779",0,"0,06228373702",0,"0,01903114187",0,"0,008650519031",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
579,2,1,"0,7063903282",0,"0,3592400691",0,"0,2936096718",0,"0,2107081174",0,"0,1260794473",0,"0,0621761658",0,"0,01899827288",0,"0,008635578584",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
580,2,1,"0,7068965517",0,"0,3586206897",0,"0,2931034483",0,"0,2103448276",0,"0,125862069",0,"0,06206896552",0,"0,01896551724",0,"0,008620689655",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
581,2,1,"0,7074010327",0,"0,3580034423",0,"0,2925989673",0,"0,2099827883",0,"0,1256454389",0,"0,06196213425",0,"0,01893287435",0,"0,008605851979",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
582,2,1,"0,7079037801",0,"0,3573883162",0,"0,2920962199",0,"0,2096219931",0,"0,1254295533",0,"0,0618556701",0,"0,01890034364",0,"0,008591065292",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
583,2,1,"0,7084048027",0,"0,3567753002",0,"0,2915951973",0,"0,2092624357",0,"0,1252144082",0,"0,06174957118",0,"0,01886792453",0,"0,008576329331",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
584,2,1,"0,7089041096",0,"0,3561643836",0,"0,2910958904",0,"0,2089041096",0,"0,125",0,"0,06164383562",0,"0,01883561644",0,"0,008561643836",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
585,2,1,"0,7094017094",0,"0,3555555556",0,"0,2905982906",0,"0,2085470085",0,"0,1247863248",0,"0,06153846154",0,"0,0188034188",0,"0,008547008547",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
586,2,1,"0,7098976109",0,"0,3549488055",0,"0,2901023891",0,"0,2081911263",0,"0,1245733788",0,"0,0614334471",0,"0,01877133106",0,"0,008532423208",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
587,2,1,"0,7103918228",0,"0,3543441227",0,"0,2896081772",0,"0,2078364566",0,"0,1243611584",0,"0,06132879046",0,"0,01873935264",0,"0,008517887564",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
588,2,1,"0,7108843537",0,"0,3537414966",0,"0,2891156463",0,"0,2074829932",0,"0,1241496599",0,"0,0612244898",0,"0,01870748299",0,"0,008503401361",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
589,2,1,"0,7113752122",0,"0,3531409168",0,"0,2886247878",0,"0,2071307301",0,"0,1239388795",0,"0,06112054329",0,"0,01867572156",0,"0,008488964346",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
590,2,1,"0,7118644068",0,"0,3525423729",0,"0,2881355932",0,"0,206779661",0,"0,1237288136",0,"0,06101694915",0,"0,0186440678",0,"0,008474576271",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
591,2,1,"0,7123519459",0,"0,3519458545",0,"0,2876480541",0,"0,20642978",0,"0,1235194585",0,"0,06091370558",0,"0,01861252115",0,"0,008460236887",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
592,2,1,"0,7128378378",0,"0,3513513514",0,"0,2871621622",0,"0,2060810811",0,"0,1233108108",0,"0,06081081081",0,"0,01858108108",0,"0,008445945946",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
593,2,1,"0,7133220911",0,"0,3507588533",0,"0,2866779089",0,"0,2057335582",0,"0,1231028668",0,"0,06070826307",0,"0,01854974705",0,"0,008431703204",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
594,2,1,"0,7138047138",0,"0,3501683502",0,"0,2861952862",0,"0,2053872054",0,"0,1228956229",0,"0,06060606061",0,"0,01851851852",0,"0,008417508418",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
595,2,1,"0,7142857143",0,"0,3495798319",0,"0,2857142857",0,"0,2050420168",0,"0,1226890756",0,"0,06050420168",0,"0,01848739496",0,"0,008403361345",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
596,2,1,"0,7147651007",0,"0,3489932886",0,"0,2852348993",0,"0,2046979866",0,"0,1224832215",0,"0,06040268456",0,"0,01845637584",0,"0,008389261745",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
597,2,1,"0,7152428811",0,"0,3484087102",0,"0,2847571189",0,"0,2043551089",0,"0,122278057",0,"0,06030150754",0,"0,01842546064",0,"0,00837520938",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
598,2,1,"0,7157190635",0,"0,347826087",0,"0,2842809365",0,"0,2040133779",0,"0,1220735786",0,"0,0602006689",0,"0,01839464883",0,"0,008361204013",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
599,2,1,"0,7161936561",0,"0,347245409",0,"0,2838063439",0,"0,203672788",0,"0,121869783",0,"0,06010016694",0,"0,0183639399",0,"0,008347245409",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
600,2,1,"0,7166666667",0,"0,3466666667",0,"0,2833333333",0,"0,2033333333",0,"0,1216666667",0,"0,06",0,"0,01833333333",0,"0,008333333333",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
601,2,1,"0,7171381032",0,"0,3460898502",0,"0,2828618968",0,"0,2029950083",0,"0,1214642263",0,"0,05990016639",0,"0,01830282862",0,"0,008319467554",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
602,2,1,"0,7176079734",0,"0,3455149502",0,"0,2823920266",0,"0,2026578073",0,"0,1212624585",0,"0,05980066445",0,"0,01827242525",0,"0,008305647841",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
