Iteração,Precisão Geral,Precisão Modelo
4081,0.0,0.0
4082,0.0,0.0
4083,0.0,0.0
4084,25.0,0.0
4085,40.0,25.0
4086,33.33333333333333,20.0
4087,28.57142857142857,20.0
4088,37.5,33.33333333333333
4089,33.33333333333333,28.57142857142857
4090,40.0,37.5
4091,36.36363636363637,37.5
4092,33.33333333333333,33.33333333333333
4093,30.76923076923077,30.0
4094,28.57142857142857,30.0
4095,33.33333333333333,36.36363636363637
4096,31.25,33.33333333333333
4097,29.411764705882355,30.76923076923077
4098,27.77777777777778,28.57142857142857
4099,26.31578947368421,26.666666666666668
4100,25.0,26.666666666666668
4101,28.57142857142857,26.666666666666668
4102,27.27272727272727,25.0
4103,26.08695652173913,23.52941176470588
4104,25.0,23.52941176470588
4105,24.0,23.52941176470588
4106,23.076923076923077,23.52941176470588
4107,22.22222222222222,22.22222222222222
4108,25.0,22.22222222222222
4109,24.137931034482758,21.052631578947366
4110,23.333333333333332,20.0
4111,22.58064516129032,19.047619047619047
4112,21.875,18.181818181818183
4113,21.21212121212121,17.391304347826086
4114,23.52941176470588,20.833333333333336
4115,25.71428571428571,24.0
4116,27.77777777777778,26.923076923076923
4117,29.72972972972973,29.629629629629626
4118,31.57894736842105,29.629629629629626
4119,33.33333333333333,32.142857142857146
4120,32.5,31.03448275862069
4121,31.70731707317073,30.0
4122,30.952380952380953,30.0
4123,32.55813953488372,32.25806451612903
4124,31.818181818181817,31.25
4125,31.11111111111111,30.303030303030305
4126,30.434782608695656,29.411764705882355
4127,29.78723404255319,29.411764705882355
4128,29.166666666666668,29.411764705882355
4129,30.612244897959183,31.428571428571427
4130,30.0,30.555555555555557
4131,31.372549019607842,30.555555555555557
4132,30.76923076923077,29.72972972972973
4133,30.18867924528302,28.947368421052634
4134,31.48148148148148,30.76923076923077
4135,30.909090909090907,30.0
4136,32.142857142857146,30.0
4137,31.57894736842105,29.268292682926827
4138,32.758620689655174,30.952380952380953
4139,32.20338983050847,30.952380952380953
4140,31.666666666666664,30.23255813953488
4141,31.147540983606557,29.545454545454547
4142,30.64516129032258,29.545454545454547
4143,30.158730158730158,28.888888888888886
4144,31.25,28.888888888888886
4145,32.30769230769231,30.434782608695656
4146,33.33333333333333,30.434782608695656
4147,32.83582089552239,29.78723404255319
4148,32.35294117647059,29.166666666666668
4149,33.33333333333333,29.166666666666668
4150,32.857142857142854,29.166666666666668
4151,32.3943661971831,28.57142857142857
4152,31.944444444444443,28.000000000000004
4153,31.506849315068493,27.450980392156865
4154,31.08108108108108,27.450980392156865
4155,30.666666666666664,26.923076923076923
4156,31.57894736842105,26.923076923076923
4157,31.16883116883117,26.923076923076923
4158,30.76923076923077,26.41509433962264
4159,30.37974683544304,25.925925925925924
4160,30.0,25.454545454545453
4161,29.629629629629626,25.0
4162,29.268292682926827,24.561403508771928
4163,30.120481927710845,25.862068965517242
4164,29.761904761904763,25.862068965517242
4165,29.411764705882355,25.423728813559322
4166,29.069767441860467,25.423728813559322
4167,28.735632183908045,25.0
4168,28.40909090909091,25.0
4169,29.213483146067414,25.0
4170,30.0,25.0
4171,29.67032967032967,24.59016393442623
4172,30.434782608695656,25.806451612903224
4173,31.182795698924732,26.984126984126984
4174,31.914893617021278,28.125
4175,32.631578947368425,29.230769230769234
4176,32.29166666666667,28.78787878787879
4177,31.958762886597935,28.35820895522388
4178,31.63265306122449,28.35820895522388
4179,32.323232323232325,29.411764705882355
4180,33.0,30.434782608695656
4181,33.663366336633665,30.434782608695656
4182,34.31372549019608,30.434782608695656
4183,33.980582524271846,30.0
4184,34.61538461538461,30.985915492957744
4185,35.23809523809524,31.944444444444443
4186,34.90566037735849,31.506849315068493
4187,34.57943925233645,31.506849315068493
4188,35.18518518518518,31.506849315068493
4189,35.77981651376147,32.432432432432435
4190,35.45454545454545,32.0
4191,36.03603603603604,32.89473684210527
4192,35.714285714285715,32.89473684210527
4193,35.39823008849557,32.467532467532465
4194,35.96491228070175,33.33333333333333
4195,36.52173913043478,34.177215189873415
4196,36.206896551724135,34.177215189873415
4197,36.75213675213676,34.177215189873415
4198,36.440677966101696,34.177215189873415
4199,36.97478991596639,35.0
4200,36.666666666666664,34.5679012345679
4201,37.1900826446281,35.36585365853659
4202,36.885245901639344,34.93975903614458
4203,36.58536585365854,34.523809523809526
4204,37.096774193548384,34.523809523809526
4205,36.8,34.11764705882353
4206,37.301587301587304,34.883720930232556
4207,37.79527559055118,34.883720930232556
4208,37.5,34.48275862068966
4209,37.98449612403101,35.22727272727273
4210,38.46153846153847,35.22727272727273
4211,38.16793893129771,35.22727272727273
4212,37.878787878787875,34.831460674157306
4213,37.59398496240601,34.44444444444444
4214,38.059701492537314,35.16483516483517
4215,38.51851851851852,35.869565217391305
4216,38.23529411764706,35.869565217391305
4217,37.95620437956204,35.483870967741936
4218,37.68115942028986,35.483870967741936
4219,37.410071942446045,35.1063829787234
4220,37.857142857142854,35.78947368421053
4221,37.5886524822695,35.41666666666667
4222,37.32394366197183,35.051546391752574
4223,37.06293706293706,34.69387755102041
4224,36.80555555555556,34.34343434343434
4225,36.55172413793103,34.34343434343434
4226,36.3013698630137,34.34343434343434
4227,36.054421768707485,34.0
4228,36.486486486486484,34.65346534653465
4229,36.241610738255034,34.65346534653465
4230,36.0,34.31372549019608
4231,36.423841059602644,34.95145631067961
4232,36.84210526315789,35.57692307692308
4233,36.60130718954248,35.23809523809524
4234,36.36363636363637,35.23809523809524
4235,36.774193548387096,35.84905660377358
4236,36.53846153846153,35.51401869158878
4237,36.30573248407643,35.51401869158878
4238,36.075949367088604,35.18518518518518
4239,36.477987421383645,35.77981651376147
4240,36.25,35.45454545454545
4241,36.024844720496894,35.13513513513514
4242,36.41975308641975,35.714285714285715
4243,36.19631901840491,35.39823008849557
4244,35.97560975609756,35.39823008849557
4245,36.36363636363637,35.39823008849557
4246,36.74698795180723,35.39823008849557
4247,36.52694610778443,35.08771929824561
4248,36.30952380952381,35.08771929824561
4249,36.09467455621302,34.78260869565217
4250,35.88235294117647,34.48275862068966
4251,35.67251461988304,34.48275862068966
4252,35.46511627906977,34.18803418803419
4253,35.83815028901734,34.74576271186441
4254,35.63218390804598,34.74576271186441
4255,36.0,35.294117647058826
4256,35.79545454545455,35.0
4257,36.15819209039548,35.53719008264463
4258,35.95505617977528,35.53719008264463
4259,35.754189944134076,35.24590163934426
4260,35.55555555555556,34.959349593495936
4261,35.35911602209944,34.67741935483871
4262,35.16483516483517,34.4
4263,34.97267759562842,34.12698412698413
4264,34.78260869565217,33.85826771653544
4265,35.13513513513514,34.375
4266,35.483870967741936,34.375
4267,35.82887700534759,34.883720930232556
4268,36.17021276595745,35.38461538461539
4269,35.978835978835974,35.38461538461539
4270,35.78947368421053,35.11450381679389
4271,35.602094240837694,34.84848484848485
4272,35.41666666666667,34.58646616541353
4273,35.233160621761655,34.32835820895522
4274,35.051546391752574,34.074074074074076
4275,34.87179487179487,34.074074074074076
4276,34.69387755102041,34.074074074074076
4277,34.51776649746193,33.82352941176471
4278,34.34343434343434,33.57664233576642
4279,34.17085427135678,33.33333333333333
4280,34.5,33.81294964028777
4281,34.82587064676617,33.81294964028777
4282,34.65346534653465,33.81294964028777
4283,34.48275862068966,33.81294964028777
4284,34.80392156862745,34.285714285714285
4285,34.63414634146341,34.04255319148936
4286,34.46601941747573,33.80281690140845
4287,34.29951690821256,33.56643356643357
4288,34.13461538461539,33.33333333333333
4289,34.44976076555024,33.793103448275865
4290,34.285714285714285,33.56164383561644
4291,34.12322274881517,33.56164383561644
4292,33.9622641509434,33.33333333333333
4293,33.80281690140845,33.108108108108105
4294,33.64485981308411,33.108108108108105
4295,33.48837209302326,33.108108108108105
4296,33.33333333333333,32.88590604026846
4297,33.17972350230415,32.666666666666664
4298,33.02752293577982,32.450331125827816
4299,32.87671232876712,32.23684210526316
4300,33.18181818181819,32.6797385620915
4301,33.4841628959276,33.116883116883116
4302,33.33333333333333,32.903225806451616
4303,33.18385650224215,32.69230769230769
4304,33.035714285714285,32.69230769230769
4305,32.88888888888889,32.48407643312102
4306,33.1858407079646,32.91139240506329
4307,33.480176211453745,33.33333333333333
4308,33.33333333333333,33.125
4309,33.18777292576419,32.91925465838509
4310,33.47826086956522,33.33333333333333
4311,33.33333333333333,33.12883435582822
4312,33.62068965517241,33.53658536585366
4313,33.90557939914164,33.939393939393945
4314,33.76068376068376,33.734939759036145
4315,34.04255319148936,33.734939759036145
4316,33.89830508474576,33.532934131736525
4317,33.755274261603375,33.33333333333333
4318,33.61344537815126,33.13609467455622
4319,33.89121338912134,33.52941176470588
4320,33.75,33.52941176470588
4321,33.60995850622407,33.33333333333333
4322,33.47107438016529,33.13953488372093
4323,33.33333333333333,32.947976878612714
4324,33.19672131147541,32.758620689655174
4325,33.06122448979592,32.57142857142858
4326,33.33333333333333,32.57142857142858
4327,33.603238866396765,32.57142857142858
4328,33.46774193548387,32.57142857142858
4329,33.33333333333333,32.38636363636363
4330,33.2,32.38636363636363
4331,33.067729083665334,32.38636363636363
4332,32.93650793650794,32.38636363636363
4333,32.80632411067194,32.20338983050847
4334,32.677165354330704,32.02247191011236
4335,32.549019607843135,32.02247191011236
4336,32.421875,31.843575418994412
4337,32.68482490272373,32.22222222222222
4338,32.945736434108525,32.22222222222222
4339,32.818532818532816,32.04419889502763
4340,33.07692307692307,32.417582417582416
4341,32.95019157088122,32.240437158469945
4342,33.20610687022901,32.240437158469945
4343,33.460076045627375,32.240437158469945
4344,33.33333333333333,32.065217391304344
