,Odd,Odd_Categoria,odd_entrada
49453,1.34,4,9.0
49454,15.86,11,4.0
49455,1.04,1,11.0
49456,1.07,2,1.0
49457,4.6,9,2.0
49458,1.06,2,9.0
49459,1.74,6,2.0
49460,4.56,9,6.0
49461,1.23,3,9.0
49462,2.04,6,3.0
49463,2.62,8,6.0
49464,1.45,5,8.0
49465,1.45,5,5.0
49466,1.4,4,5.0
49467,1.36,4,4.0
49468,5.31,10,4.0
49469,7.67,10,10.0
49470,1.07,2,10.0
49471,2.5,7,2.0
49472,2.92,8,7.0
49473,1.06,2,8.0
49474,1.33,4,2.0
49475,14.28,11,4.0
49476,1.29,3,11.0
49477,1.01,1,3.0
49478,6.91,10,1.0
49479,2.77,8,10.0
49480,10.39,11,8.0
49481,1.17,3,11.0
49482,10.74,11,3.0
49483,1.07,2,11.0
49484,2.09,6,2.0
49485,1.35,4,6.0
49486,5.1,10,4.0
49487,4.25,9,10.0
49488,1.45,5,9.0
49489,1.93,6,5.0
49490,10.94,11,6.0
49491,6.07,10,11.0
49492,1.03,1,10.0
49493,2.61,8,1.0
49494,4.01,9,8.0
49495,1.75,6,9.0
49496,6.84,10,6.0
49497,1.3,4,10.0
49498,1.06,2,4.0
49499,56.96,11,2.0
49500,1.13,2,11.0
49501,1.5,5,2.0
49502,3.0,8,5.0
49503,3.09,8,8.0
49504,1.21,3,8.0
49505,1.71,6,3.0
49506,1.54,5,6.0
49507,3.96,9,5.0
49508,44.23,11,9.0
49509,1.08,2,11.0
49510,1.01,1,2.0
49511,10.73,11,1.0
49512,2.12,7,11.0
49513,1.25,3,7.0
49514,3.08,8,3.0
49515,4.49,9,8.0
49516,1.72,6,9.0
49517,2.08,6,6.0
49518,3.96,9,6.0
49519,11.91,11,9.0
49520,2.27,7,11.0
49521,1.17,3,7.0
49522,1.11,2,3.0
49523,1.0,1,2.0
49524,2.33,7,1.0
49525,4.18,9,7.0
49526,3.13,8,9.0
49527,1.03,1,8.0
49528,2.14,7,1.0
49529,2.13,7,7.0
49530,2.9,8,7.0
49531,2.19,7,8.0
49532,1.13,2,7.0
49533,3.92,9,2.0
49534,9.76,10,9.0
49535,1.63,5,10.0
49536,3.03,8,5.0
49537,2.76,8,8.0
49538,22.79,11,8.0
49539,2.5,7,11.0
49540,7.21,10,7.0
49541,4.7,9,10.0
49542,5.93,10,9.0
49543,1.55,5,10.0
49544,59.73,11,5.0
49545,0.0,1,11.0
49546,1.43,4,1.0
49547,1.64,5,4.0
49548,1.04,1,5.0
49549,2.03,6,1.0
49550,1.26,3,6.0
49551,1.98,6,3.0
49552,7.8,10,6.0
49553,2.83,8,10.0
49554,1.22,3,8.0
49555,1.03,1,3.0
49556,1.3,4,1.0
49557,24.04,11,4.0
49558,1.67,5,11.0
49559,2.67,8,5.0
49560,1.21,3,8.0
49561,1.58,5,3.0
49562,4.64,9,5.0
49563,1.73,6,9.0
49564,1.0,1,6.0
49565,8.95,10,1.0
49566,0.0,1,10.0
49567,1.59,5,1.0
49568,1.23,3,5.0
49569,1.33,4,3.0
49570,1.26,3,4.0
49571,7.7,10,3.0
49572,8.4,10,10.0
49573,1.63,5,10.0
49574,5.84,10,5.0
49575,1.74,6,10.0
49576,1.31,4,6.0
49577,5.11,10,4.0
49578,2.59,7,10.0
49579,1.2,3,7.0
49580,2.18,7,3.0
49581,3.52,9,7.0
49582,1.68,5,9.0
49583,1.0,1,5.0
49584,1.75,6,1.0
49585,1.07,2,6.0
49586,1.27,3,2.0
49587,1.11,2,3.0
49588,1.62,5,2.0
49589,5.98,10,5.0
49590,1.05,2,10.0
49591,1.76,6,2.0
49592,3.21,8,6.0
49593,2.48,7,8.0
49594,6.13,10,7.0
49595,7.71,10,10.0
49596,11.04,11,10.0
49597,6.99,10,11.0
49598,1.21,3,10.0
49599,1.01,1,3.0
49600,2.85,8,1.0
49601,3.31,8,8.0
49602,1.0,1,8.0
49603,1.64,5,1.0
49604,1.71,6,5.0
49605,1.27,3,6.0
49606,4.28,9,3.0
49607,1.44,4,9.0
49608,2.65,8,4.0
49609,10.27,11,8.0
49610,1.96,6,11.0
49611,1.34,4,6.0
49612,2.84,8,4.0
49613,1.38,4,8.0
49614,1.51,5,4.0
49615,1.88,6,5.0
49616,1.41,4,6.0
49617,2.0,6,4.0
49618,2.29,7,6.0
49619,1.01,1,7.0
49620,1.63,5,1.0
49621,3.61,9,5.0
49622,2.97,8,9.0
49623,2.02,6,8.0
49624,1.25,3,6.0
49625,62.65,11,3.0
49626,1.21,3,11.0
49627,2.19,7,3.0
49628,3.14,8,7.0
49629,3.99,9,8.0
49630,1.06,2,9.0
49631,2.68,8,2.0
49632,1.81,6,8.0
49633,1.24,3,6.0
49634,1.05,2,3.0
49635,7.99,10,2.0
49636,1.62,5,10.0
49637,1.36,4,5.0
49638,1.59,5,4.0
49639,1.37,4,5.0
49640,1.69,5,4.0
49641,0.0,1,5.0
49642,1.06,2,1.0
49643,2.53,7,2.0
49644,1.2,3,7.0
49645,2.63,8,3.0
49646,1.55,5,8.0
49647,7.08,10,5.0
49648,1.69,5,10.0
49649,4.66,9,5.0
49650,8.38,10,9.0
49651,3.08,8,10.0
49652,1.7,6,8.0
49653,1.02,1,6.0
49654,1.17,3,1.0
49655,1.02,1,3.0
49656,1.01,1,1.0
49657,1.05,2,1.0
49658,170.2,11,2.0
49659,8.15,10,11.0
49660,1.74,6,10.0
49661,1.93,6,6.0
49662,2.76,8,6.0
49663,2.29,7,8.0
49664,1.95,6,7.0
49665,1.44,4,6.0
49666,2.06,6,4.0
49667,1.17,3,6.0
49668,1.5,5,3.0
49669,4.58,9,5.0
49670,1.66,5,9.0
49671,1.49,5,5.0
49672,3.5,9,5.0
49673,1.35,4,9.0
49674,1.18,3,4.0
49675,4.31,9,3.0
49676,1.22,3,9.0
49677,1.35,4,3.0
49678,2.3,7,4.0
49679,1.56,5,7.0
49680,2.61,8,5.0
49681,2.48,7,8.0
49682,6.29,10,7.0
49683,1.12,2,10.0
49684,1.13,2,2.0
49685,1.23,3,2.0
49686,1.05,2,3.0
49687,2.8,8,2.0
49688,9.72,10,8.0
49689,1.46,5,10.0
49690,4.55,9,5.0
49691,2.37,7,9.0
49692,3.78,9,7.0
49693,1.96,6,9.0
49694,13.8,11,6.0
49695,3.49,8,11.0
49696,1.17,3,8.0
49697,1.27,3,3.0
49698,1.5,5,3.0
49699,1.39,4,5.0
49700,1.1,2,4.0
49701,1.77,6,2.0
49702,1.06,2,6.0
49703,1.8,6,2.0
49704,1.11,2,6.0
49705,1.51,5,2.0
49706,1.1,2,5.0
49707,2.49,7,2.0
49708,13.11,11,7.0
49709,1.43,4,11.0
49710,1.23,3,4.0
49711,1.6,5,3.0
49712,1.34,4,5.0
49713,5.89,10,4.0
49714,1.22,3,10.0
49715,2.59,7,3.0
49716,2.37,7,7.0
49717,1.98,6,7.0
49718,12.23,11,6.0
49719,0.0,1,11.0
49720,3.96,9,1.0
49721,2.94,8,9.0
49722,14.91,11,8.0
49723,1.44,4,11.0
49724,1.09,2,4.0
49725,1.29,3,2.0
49726,19.63,11,3.0
49727,1.31,4,11.0
49728,3.91,9,4.0
49729,1.56,5,9.0
49730,1.02,1,5.0
49731,1.08,2,1.0
49732,1.35,4,2.0
49733,2.2,7,4.0
49734,1.03,1,7.0
49735,3.12,8,1.0
49736,15.07,11,8.0
49737,1.71,6,11.0
49738,1.42,4,6.0
49739,18.18,11,4.0
49740,1.72,6,11.0
49741,1.27,3,6.0
49742,6.4,10,3.0
49743,2.3,7,10.0
49744,1.43,4,7.0
49745,1.88,6,4.0
49746,1.07,2,6.0
49747,3.12,8,2.0
49748,1.18,3,8.0
49749,1.67,5,3.0
49750,1.25,3,5.0
49751,3.03,8,3.0
49752,1.55,5,8.0
49753,5.53,10,5.0
49754,4.05,9,10.0
49755,2.31,7,9.0
49756,10.37,11,7.0
49757,12.28,11,11.0
49758,1.03,1,11.0
49759,1.03,1,1.0
49760,1.16,3,1.0
49761,1.41,4,3.0
49762,1.79,6,4.0
49763,1.46,5,6.0
49764,1.3,4,5.0
49765,9.07,10,4.0
49766,1.73,6,10.0
49767,8.09,10,6.0
49768,6.15,10,10.0
49769,9.16,10,10.0
49770,4.67,9,10.0
49771,1.1,2,9.0
49772,2.07,6,2.0
49773,3.57,9,6.0
49774,1.03,1,9.0
49775,0.0,1,1.0
49776,8.89,10,1.0
49777,1.01,1,10.0
49778,1.85,6,1.0
49779,1.05,2,6.0
49780,1.84,6,2.0
49781,1.18,3,6.0
49782,4.44,9,3.0
49783,1.78,6,9.0
49784,1.0,1,6.0
49785,1.29,3,1.0
49786,1.59,5,3.0
49787,2.36,7,5.0
49788,1.1,2,7.0
49789,2.46,7,2.0
49790,2.87,8,7.0
49791,1.78,6,8.0
49792,1.1,2,6.0
49793,4.31,9,2.0
49794,126.01,11,9.0
49795,1.02,1,11.0
49796,2.91,8,1.0
49797,2.21,7,8.0
49798,5.55,10,7.0
49799,8.7,10,10.0
49800,1.53,5,10.0
49801,1.46,5,5.0
49802,5.58,10,5.0
49803,3.35,8,10.0
49804,1.07,2,8.0
49805,2.33,7,2.0
49806,26.98,11,7.0
49807,1.56,5,11.0
49808,6.14,10,5.0
49809,1.98,6,10.0
49810,2.4,7,6.0
49811,2.81,8,7.0
49812,2.04,6,8.0
49813,1.04,1,6.0
49814,1.45,5,1.0
49815,2.08,6,5.0
49816,2.88,8,6.0
49817,8.0,10,8.0
49818,1.69,5,10.0
49819,2.7,8,5.0
49820,4.4,9,8.0
49821,0.0,1,9.0
49822,7.04,10,1.0
49823,2.19,7,10.0
49824,1.67,5,7.0
49825,1.3,4,5.0
49826,1.47,5,4.0
49827,3.53,9,5.0
49828,1.39,4,9.0
49829,4.24,9,4.0
49830,1.39,4,9.0
49831,1.22,3,4.0
49832,3.85,9,3.0
49833,1.48,5,9.0
49834,41.46,11,5.0
49835,1.16,3,11.0
49836,1.75,6,3.0
49837,7.05,10,6.0
49838,1.49,5,10.0
49839,1.51,5,5.0
49840,2.36,7,5.0
49841,4.52,9,7.0
49842,1.05,2,9.0
49843,1.26,3,2.0
49844,2.1,7,3.0
49845,23.36,11,7.0
49846,1.05,2,11.0
49847,1.58,5,2.0
49848,3.98,9,5.0
49849,33.54,11,9.0
49850,4.57,9,11.0
49851,0.0,1,9.0
49852,1.8,6,1.0
49853,1.09,2,6.0
49854,20.69,11,2.0
49855,1.51,5,11.0
49856,1.17,3,5.0
49857,1.27,3,3.0
49858,4.95,9,3.0
49859,2.24,7,9.0
49860,8.9,10,7.0
49861,1.66,5,10.0
49862,1.14,2,5.0
49863,1.98,6,2.0
49864,1.87,6,6.0
49865,3.39,8,6.0
49866,3.69,9,8.0
49867,2.98,8,9.0
49868,3.85,9,8.0
49869,1.03,1,9.0
49870,4.38,9,1.0
49871,1.36,4,9.0
49872,21.24,11,4.0
49873,9.19,10,11.0
49874,28.02,11,10.0
49875,2.93,8,11.0
49876,9.55,10,8.0
49877,1.55,5,10.0
49878,2.57,7,5.0
49879,1.61,5,7.0
49880,1.17,3,5.0
49881,1.59,5,3.0
49882,4.78,9,5.0
49883,1.23,3,9.0
49884,1.03,1,3.0
49885,84.44,11,1.0
49886,0.0,1,11.0
49887,1.15,3,1.0
49888,4.16,9,3.0
49889,2.41,7,9.0
49890,1.03,1,7.0
49891,7.88,10,1.0
49892,1.6,5,10.0
49893,7.5,10,5.0
49894,1.03,1,10.0
49895,1.15,3,1.0
49896,1.05,2,3.0
49897,1.05,2,2.0
49898,1.19,3,2.0
49899,1.2,3,3.0
49900,1.01,1,3.0
49901,19.16,11,1.0
49902,1.11,2,11.0
49903,5.9,10,2.0
49904,2.28,7,10.0
49905,1.65,5,7.0
49906,1.73,6,5.0
49907,1.3,4,6.0
49908,1.22,3,4.0
49909,1.13,2,3.0
49910,1.34,4,2.0
49911,2.08,6,4.0
49912,12.24,11,6.0
49913,1.51,5,11.0
49914,1.91,6,5.0
49915,1.03,1,6.0
49916,1.73,6,1.0
49917,135.48,11,6.0
49918,2.03,6,11.0
49919,2.15,7,6.0
49920,1.3,4,7.0
49921,4.33,9,4.0
49922,1.55,5,9.0
49923,1.93,6,5.0
49924,1.56,5,6.0
49925,1.22,3,5.0
49926,3.89,9,3.0
49927,1.02,1,9.0
49928,6.34,10,1.0
49929,1.12,2,10.0
49930,1.89,6,2.0
49931,1.12,2,6.0
49932,4.62,9,2.0
49933,1.39,4,9.0
49934,1.38,4,4.0
49935,2.07,6,4.0
49936,1.28,3,6.0
49937,1.69,5,3.0
49938,1.71,6,5.0
49939,2.82,8,6.0
49940,8.14,10,8.0
49941,2.09,6,10.0
49942,17.55,11,6.0
49943,1.31,4,11.0
49944,2.11,7,4.0
49945,10.8,11,7.0
49946,3.87,9,11.0
49947,1.14,2,9.0
49948,209.38,11,2.0
49949,3.64,9,11.0
49950,1.1,2,9.0
49951,1.47,5,2.0
49952,2.62,8,5.0
49953,9.33,10,8.0
49954,2.37,7,10.0
49955,1.02,1,7.0
49956,2.07,6,1.0
49957,3.11,8,6.0
49958,10.44,11,8.0
49959,2.2,7,11.0
49960,15.94,11,7.0
49961,2.53,7,11.0
49962,1.74,6,7.0
49963,15.91,11,6.0
49964,1.19,3,11.0
49965,1.95,6,3.0
49966,1.65,5,6.0
49967,1.02,1,5.0
49968,7.45,10,1.0
49969,6.75,10,10.0
49970,2.54,7,10.0
49971,13.89,11,7.0
49972,1.41,4,11.0
49973,1.98,6,4.0
49974,32.96,11,6.0
49975,15.42,11,11.0
49976,5.4,10,11.0
49977,3.97,9,10.0
49978,1.5,5,9.0
49979,1.18,3,5.0
49980,1.64,5,3.0
49981,1.06,2,5.0
49982,1.2,3,2.0
49983,62.43,11,3.0
49984,3.22,8,11.0
49985,1.03,1,8.0
49986,1.19,3,1.0
49987,1.1,2,3.0
49988,15.91,11,2.0
49989,1.01,1,11.0
49990,1.72,6,1.0
49991,1.15,3,6.0
49992,1.23,3,3.0
49993,4.16,9,3.0
49994,6.96,10,9.0
49995,3.85,9,10.0
49996,1.22,3,9.0
49997,1.28,3,3.0
49998,7.52,10,3.0
49999,2.39,7,10.0
50000,3.19,8,7.0
50001,18.99,11,8.0
50002,28.31,11,11.0
50003,4.77,9,11.0
50004,2.62,8,9.0
50005,1.15,3,8.0
50006,2.45,7,3.0
50007,1.18,3,7.0
50008,7.74,10,3.0
50009,1.12,2,10.0
50010,1.39,4,2.0
50011,40.83,11,4.0
50012,10.19,11,11.0
50013,2.39,7,11.0
50014,2.7,8,7.0
50015,3.61,9,8.0
50016,1.11,2,9.0
50017,6.55,10,2.0
50018,2.21,7,10.0
50019,3.75,9,7.0
50020,1.23,3,9.0
50021,3.24,8,3.0
50022,1.01,1,8.0
50023,1.26,3,1.0
50024,1.45,5,3.0
50025,1.85,6,5.0
50026,4.59,9,6.0
50027,2.27,7,9.0
50028,2.65,8,7.0
50029,8.16,10,8.0
50030,1.14,2,10.0
50031,2.09,6,2.0
50032,2.52,7,6.0
50033,4.08,9,7.0
50034,2.09,6,9.0
50035,1.86,6,6.0
50036,9.68,10,6.0
50037,39.18,11,10.0
50038,3.59,9,11.0
50039,1.96,6,9.0
50040,8.1,10,6.0
50041,4.13,9,10.0
50042,3.9,9,9.0
50043,1.56,5,9.0
50044,1.09,2,5.0
50045,7.48,10,2.0
50046,1.73,6,10.0
50047,2.08,6,6.0
50048,1.65,5,6.0
50049,4.7,9,5.0
50050,6.17,10,9.0
50051,1.24,3,10.0
50052,2.89,8,3.0
50053,3.92,9,8.0
50054,1.37,4,9.0
50055,1.95,6,4.0
50056,5.32,10,6.0
50057,3.31,8,10.0
50058,6.72,10,8.0
50059,5.0,10,10.0
50060,4.35,9,10.0
50061,3.23,8,9.0
50062,1.06,2,8.0
50063,2.44,7,2.0
50064,1.29,3,7.0
50065,1.25,3,3.0
50066,3.91,9,3.0
50067,3.68,9,9.0
50068,21.35,11,9.0
50069,7.33,10,11.0
50070,1.32,4,10.0
50071,7.27,10,4.0
50072,4.05,9,10.0
50073,61.32,11,9.0
50074,4.85,9,11.0
50075,3.66,9,9.0
50076,1.28,3,9.0
50077,3.25,8,3.0
50078,1.1,2,8.0
50079,2.7,8,2.0
50080,11.49,11,8.0
50081,5.73,10,11.0
50082,1.01,1,10.0
50083,1.9,6,1.0
50084,1.11,2,6.0
50085,1.62,5,2.0
50086,1.79,6,5.0
50087,18.13,11,6.0
50088,1.79,6,11.0
50089,2.42,7,6.0
50090,10.47,11,7.0
50091,1.45,5,11.0
50092,5.23,10,5.0
50093,1.37,4,10.0
50094,20.42,11,4.0
50095,13.5,11,11.0
50096,1.34,4,11.0
50097,1.54,5,4.0
50098,1.07,2,5.0
50099,5.23,10,2.0
50100,3.52,9,10.0
50101,0.0,1,9.0
50102,5.09,10,1.0
50103,2.08,6,10.0
50104,1.63,5,6.0
50105,1.12,2,5.0
50106,1.23,3,2.0
50107,12.04,11,3.0
50108,1.09,2,11.0
50109,2.28,7,2.0
50110,10.82,11,7.0
50111,14.06,11,11.0
50112,3.07,8,11.0
50113,2.03,6,8.0
50114,1.85,6,6.0
50115,1.4,4,6.0
50116,2.21,7,4.0
50117,1.91,6,7.0
50118,1.05,2,6.0
50119,2.55,7,2.0
50120,1.47,5,7.0
50121,2.47,7,5.0
50122,16.69,11,7.0
50123,1.62,5,11.0
50124,3.59,9,5.0
50125,2.4,7,9.0
50126,3.96,9,7.0
50127,7.91,10,9.0
50128,1.22,3,10.0
50129,2.23,7,3.0
50130,3.53,9,7.0
50131,6.17,10,9.0
50132,4.47,9,10.0
50133,1.18,3,9.0
50134,12.8,11,3.0
50135,2.71,8,11.0
50136,1.03,1,8.0
50137,1.31,4,1.0
50138,5.52,10,4.0
50139,1.48,5,10.0
50140,3.13,8,5.0
50141,1.11,2,8.0
50142,1.16,3,2.0
50143,83.6,11,3.0
50144,1.41,4,11.0
50145,1.61,5,4.0
50146,6.37,10,5.0
50147,2.64,8,10.0
50148,2.02,6,8.0
50149,3.97,9,6.0
50150,44.85,11,9.0
50151,1.26,3,11.0
50152,2.1,7,3.0
50153,1.26,3,7.0
50154,2.68,8,3.0
50155,2.8,8,8.0
50156,18.22,11,8.0
50157,1.78,6,11.0
50158,1.3,4,6.0
50159,2.28,7,4.0
50160,2.02,6,7.0
50161,7.29,10,6.0
50162,5.76,10,10.0
50163,1.67,5,10.0
50164,1.44,4,5.0
50165,1.13,2,4.0
50166,1.72,6,2.0
50167,5.93,10,6.0
50168,1.15,3,10.0
50169,1.53,5,3.0
50170,2.74,8,5.0
50171,4.18,9,8.0
50172,45.63,11,9.0
50173,1.05,2,11.0
50174,14.88,11,2.0
50175,1.95,6,11.0
50176,1.03,1,6.0
50177,2.43,7,1.0
50178,1.0,1,7.0
50179,2.38,7,1.0
50180,1.56,5,7.0
50181,1.65,5,5.0
50182,1.11,2,5.0
50183,6.74,10,2.0
50184,1.4,4,10.0
50185,1.43,4,4.0
50186,0.0,1,4.0
50187,1.32,4,1.0
50188,1.33,4,4.0
50189,3.38,8,4.0
50190,1.09,2,8.0
50191,3.54,9,2.0
50192,2.34,7,9.0
50193,1.01,1,7.0
50194,2.7,8,1.0
50195,23.47,11,8.0
50196,1.34,4,11.0
50197,6.97,10,4.0
50198,4.13,9,10.0
50199,1.2,3,9.0
50200,2.64,8,3.0
50201,1.36,4,8.0
50202,1.09,2,4.0
50203,1.07,2,2.0
50204,2.7,8,2.0
50205,9.53,10,8.0
50206,1.01,1,10.0
50207,4.17,9,1.0
50208,1.82,6,9.0
50209,2.1,7,6.0
50210,3.03,8,7.0
50211,1.58,5,8.0
50212,2.96,8,5.0
50213,1.94,6,8.0
50214,1.21,3,6.0
50215,1.36,4,3.0
50216,1.14,2,4.0
50217,1.31,4,2.0
50218,4.1,9,4.0
50219,1.23,3,9.0
50220,2.21,7,3.0
50221,1.64,5,7.0
50222,10.91,11,5.0
50223,1.32,4,11.0
50224,1.77,6,4.0
50225,2.19,7,6.0
50226,2.72,8,7.0
50227,2.48,7,8.0
50228,1.74,6,7.0
50229,1.21,3,6.0
50230,1.3,4,3.0
50231,5.13,10,4.0
50232,10.9,11,10.0
50233,2.23,7,11.0
50234,2.42,7,7.0
50235,2.24,7,7.0
50236,1.03,1,7.0
50237,2.42,7,1.0
50238,2.05,6,7.0
50239,1.51,5,6.0
50240,1.38,4,5.0
50241,2.14,7,4.0
50242,1.86,6,7.0
50243,1.24,3,6.0
50244,14.17,11,3.0
50245,2.28,7,11.0
50246,1.94,6,7.0
50247,1.64,5,6.0
50248,1.37,4,5.0
50249,3.92,9,4.0
50250,3.56,9,9.0
50251,1.27,3,9.0
50252,1.91,6,3.0
50253,1.98,6,6.0
50254,1.01,1,6.0
50255,2.25,7,1.0
50256,1.81,6,7.0
50257,1.77,6,6.0
50258,2.42,7,6.0
50259,2.06,6,7.0
50260,1.58,5,6.0
50261,4.24,9,5.0
50262,1.16,3,9.0
50263,1.81,6,3.0
50264,1.01,1,6.0
50265,7.47,10,1.0
50266,8.01,10,10.0
50267,1.78,6,10.0
50268,1.72,6,6.0
50269,2.72,8,6.0
50270,1.9,6,8.0
50271,2.11,7,6.0
50272,1.5,5,7.0
50273,4.9,9,5.0
50274,1.06,2,9.0
50275,2.08,6,2.0
50276,1.19,3,6.0
50277,4.89,9,3.0
50278,2.0,6,9.0
50279,1.33,4,6.0
50280,41.81,11,4.0
50281,8.51,10,11.0
50282,1.34,4,10.0
50283,7.67,10,4.0
50284,3.61,9,10.0
50285,5.37,10,9.0
50286,2.26,7,10.0
50287,1.89,6,7.0
50288,3.04,8,6.0
50289,7.1,10,8.0
50290,1.17,3,10.0
50291,1.32,4,3.0
50292,1.06,2,4.0
50293,1.1,2,2.0
50294,14.09,11,2.0
50295,5.23,10,11.0
50296,9.12,10,10.0
50297,1.41,4,10.0
50298,1.16,3,4.0
50299,2.23,7,3.0
50300,3.93,9,7.0
50301,5.26,10,9.0
50302,2.45,7,10.0
50303,1.34,4,7.0
50304,2.58,7,4.0
50305,2.06,6,7.0
50306,1.39,4,6.0
50307,1.13,2,4.0
50308,2.22,7,2.0
50309,1.98,6,7.0
50310,6.55,10,6.0
50311,1.06,2,10.0
50312,1.1,2,2.0
50313,3.54,9,2.0
50314,4.1,9,9.0
50315,1.07,2,9.0
50316,1.72,6,2.0
50317,1.34,4,6.0
50318,1.09,2,4.0
50319,3.64,9,2.0
50320,1.74,6,9.0
50321,2.68,8,6.0
50322,1.02,1,8.0
50323,1.09,2,1.0
50324,3.59,9,2.0
50325,1.91,6,9.0
50326,2.48,7,6.0
50327,1.41,4,7.0
50328,1.98,6,4.0
50329,1.37,4,6.0
50330,1.65,5,4.0
50331,3.72,9,5.0
50332,2.63,8,9.0
50333,1.13,2,8.0
50334,2.01,6,2.0
50335,12.96,11,6.0
50336,4.93,9,11.0
50337,3.4,8,9.0
50338,1.18,3,8.0
50339,10.05,11,3.0
50340,1.21,3,11.0
50341,2.47,7,3.0
50342,18.27,11,7.0
50343,2.64,8,11.0
50344,1.68,5,8.0
50345,2.38,7,5.0
50346,7.4,10,7.0
50347,1.55,5,10.0
50348,2.78,8,5.0
50349,2.57,7,8.0
50350,6.23,10,7.0
50351,2.7,8,10.0
50352,1.2,3,8.0
50353,1.01,1,3.0
50354,2.14,7,1.0
50355,1.26,3,7.0
50356,1.98,6,3.0
50357,1.6,5,6.0
50358,6.01,10,5.0
50359,2.73,8,10.0
50360,8685.52,11,8.0
50361,2.96,8,11.0
50362,1.87,6,8.0
50363,1.45,5,6.0
50364,22.09,11,5.0
50365,5.47,10,11.0
50366,1.64,5,10.0
50367,1.72,6,5.0
50368,1.06,2,6.0
50369,4.15,9,2.0
50370,5.57,10,9.0
50371,1.13,2,10.0
50372,1.58,5,2.0
50373,3.77,9,5.0
50374,1.15,3,9.0
50375,0.0,1,3.0
50376,4.37,9,1.0
50377,2.0,6,9.0
50378,2.09,6,6.0
50379,3.45,8,6.0
50380,3.59,9,8.0
50381,2.71,8,9.0
50382,2.2,7,8.0
50383,3.01,8,7.0
50384,2.28,7,8.0
50385,1.98,6,7.0
50386,2.07,6,6.0
50387,1.04,1,6.0
50388,1.79,6,1.0
50389,2.08,6,6.0
50390,1.35,4,6.0
50391,27.67,11,4.0
50392,3.66,9,11.0
50393,1.54,5,9.0
50394,19.35,11,5.0
50395,1.46,5,11.0
50396,12.56,11,5.0
50397,3.26,8,11.0
50398,30.52,11,8.0
50399,4.08,9,11.0
50400,2.97,8,9.0
50401,1.85,6,8.0
50402,2.9,8,6.0
50403,1.72,6,8.0
50404,1.71,6,6.0
50405,30.83,11,6.0
50406,1.7,6,11.0
50407,4.01,9,6.0
50408,3.78,9,9.0
50409,1.99,6,9.0
50410,28.89,11,6.0
50411,1.43,4,11.0
50412,1.54,5,4.0
50413,5.54,10,5.0
50414,1.46,5,10.0
50415,1.81,6,5.0
50416,1.57,5,6.0
50417,2.65,8,5.0
50418,3.36,8,8.0
50419,2.15,7,8.0
50420,1.06,2,7.0
50421,2.52,7,2.0
50422,1.07,2,7.0
50423,6.53,10,2.0
50424,1.05,2,10.0
50425,2.23,7,2.0
50426,1.82,6,7.0
50427,1.06,2,6.0
50428,1.65,5,2.0
50429,33.12,11,5.0
50430,3.83,9,11.0
50431,0.0,1,9.0
50432,18.89,11,1.0
50433,1.99,6,11.0
50434,8.19,10,6.0
50435,1.08,2,10.0
50436,2.51,7,2.0
50437,1.49,5,7.0
50438,447.23,11,5.0
50439,1.36,4,11.0
50440,4.6,9,4.0
50441,1.93,6,9.0
50442,3.31,8,6.0
50443,6.8,10,8.0
50444,1.06,2,10.0
50445,2.13,7,2.0
50446,6.62,10,7.0
50447,1.95,6,10.0
50448,4.05,9,6.0
50449,2.05,6,9.0
50450,1.63,5,6.0
50451,1.92,6,5.0
50452,1.13,2,6.0
50453,1.23,3,2.0
50454,2.53,7,3.0
50455,22.1,11,7.0
50456,0.0,1,11.0
50457,1.1,2,1.0
50458,14.46,11,2.0
50459,15.93,11,11.0
50460,1.01,1,11.0
50461,2.23,7,1.0
50462,4.18,9,7.0
50463,4.16,9,9.0
50464,1.11,2,9.0
50465,1.5,5,2.0
50466,1.23,3,5.0
50467,1.91,6,3.0
50468,1.0,1,6.0
50469,1.33,4,1.0
50470,1.08,2,4.0
50471,2.05,6,2.0
50472,4.52,9,6.0
50473,1.06,2,9.0
50474,4.69,9,2.0
50475,2.74,8,9.0
50476,1.25,3,8.0
50477,2.06,6,3.0
50478,1.75,6,6.0
50479,13.38,11,6.0
50480,1.6,5,11.0
50481,4.67,9,5.0
50482,1.54,5,9.0
50483,1.36,4,5.0
50484,1.36,4,4.0
50485,4.08,9,4.0
50486,25.82,11,9.0
50487,1.04,1,11.0
50488,2.96,8,1.0
50489,164.65,11,8.0
50490,4.32,9,11.0
50491,1.48,5,9.0
50492,6.0,10,5.0
50493,1.15,3,10.0
50494,45.39,11,3.0
50495,1.28,3,11.0
50496,0.0,1,3.0
50497,1.5,5,1.0
50498,1.38,4,5.0
50499,2.08,6,4.0
50500,1.46,5,6.0
50501,2.02,6,5.0
50502,2.89,8,6.0
50503,6.32,10,8.0
50504,1.78,6,10.0
50505,5.51,10,6.0
50506,1.96,6,10.0
50507,1.02,1,6.0
50508,1.7,6,1.0
50509,11.87,11,6.0
50510,11.42,11,11.0
50511,1.49,5,11.0
50512,1.52,5,5.0
50513,8.22,10,5.0
50514,11.53,11,10.0
50515,1.73,6,11.0
50516,1.5,5,6.0
50517,1.36,4,5.0
50518,1.0,1,4.0
50519,1.91,6,1.0
50520,3.24,8,6.0
50521,2.83,8,8.0
50522,1.75,6,8.0
50523,1.73,6,6.0
50524,2.68,8,6.0
50525,1.27,3,8.0
50526,2.03,6,3.0
50527,2.63,8,6.0
