,Odd,Odd_Categoria,odd_entrada
62439,2.12,7,5.0
62440,31.97,11,7.0
62441,1.36,4,11.0
62442,1.8,6,4.0
62443,2.49,7,6.0
62444,1.86,6,7.0
62445,1.05,2,6.0
62446,4.19,9,2.0
62447,2.31,7,9.0
62448,102.6,11,7.0
62449,2.62,8,11.0
62450,1.19,3,8.0
62451,3.75,9,3.0
62452,1.28,3,9.0
62453,2.89,8,3.0
62454,1.74,6,8.0
62455,1.52,5,6.0
62456,1.02,1,5.0
62457,4.8,9,1.0
62458,1.17,3,9.0
62459,2.12,7,3.0
62460,2.6,8,7.0
62461,11.09,11,8.0
62462,6.16,10,11.0
62463,1.58,5,10.0
62464,16.83,11,5.0
62465,4.28,9,11.0
62466,4.67,9,9.0
62467,3.38,8,9.0
62468,21.39,11,8.0
62469,7.88,10,11.0
62470,1.19,3,10.0
62471,1.11,2,3.0
62472,2.91,8,2.0
62473,1.27,3,8.0
62474,1.0,1,3.0
62475,14.13,11,1.0
62476,1.18,3,11.0
62477,2.75,8,3.0
62478,3.81,9,8.0
62479,1.08,2,9.0
62480,1.6,5,2.0
62481,2.37,7,5.0
62482,8.58,10,7.0
62483,1.14,2,10.0
62484,13.13,11,2.0
62485,2.41,7,11.0
62486,1.31,4,7.0
62487,0.0,1,4.0
62488,4.78,9,1.0
62489,6.16,10,9.0
62490,1.97,6,10.0
62491,15.92,11,6.0
62492,9.46,10,11.0
62493,2.99,8,10.0
62494,19.31,11,8.0
62495,1.81,6,11.0
62496,1.35,4,6.0
62497,0.0,1,4.0
62498,1.31,4,1.0
62499,3.84,9,4.0
62500,2.68,8,9.0
62501,1.61,5,8.0
62502,1.69,5,5.0
62503,22.88,11,5.0
62504,3.89,9,11.0
62505,8.0,10,9.0
62506,1.12,2,10.0
62507,3.29,8,2.0
62508,5.26,10,8.0
62509,1.01,1,10.0
62510,2.01,6,1.0
62511,5.99,10,6.0
62512,1.52,5,10.0
62513,1.37,4,5.0
62514,26.37,11,4.0
62515,9.41,10,11.0
62516,1.48,5,10.0
62517,1.41,4,5.0
62518,5.3,10,4.0
62519,3.17,8,10.0
62520,1.93,6,8.0
62521,2.08,6,6.0
62522,1.97,6,6.0
62523,1.18,3,6.0
62524,3.54,9,3.0
62525,5.67,10,9.0
62526,1.78,6,10.0
62527,1.75,6,6.0
62528,1.56,5,6.0
62529,1.25,3,5.0
62530,1.26,3,3.0
62531,8.71,10,3.0
62532,1.21,3,10.0
62533,4.47,9,3.0
62534,1.95,6,9.0
62535,1.37,4,6.0
62536,2.02,6,4.0
62537,1.27,3,6.0
62538,3.45,8,3.0
62539,1.37,4,8.0
62540,0.0,1,4.0
62541,1.04,1,1.0
62542,2.93,8,1.0
62543,2.16,7,8.0
62544,1.85,6,7.0
62545,1.46,5,6.0
62546,1.52,5,5.0
62547,1.25,3,5.0
62548,3.05,8,3.0
62549,1.16,3,8.0
62550,1.06,2,3.0
62551,3.41,8,2.0
62552,2.52,7,8.0
62553,1.34,4,7.0
62554,1.82,6,4.0
62555,1.03,1,6.0
62556,0.0,1,1.0
62557,1.38,4,1.0
62558,1.05,2,4.0
62559,3.46,8,2.0
62560,12.76,11,8.0
62561,1.67,5,11.0
62562,4.09,9,5.0
62563,7.22,10,9.0
62564,1.08,2,10.0
62565,1.11,2,2.0
62566,4.34,9,2.0
62567,1.56,5,9.0
62568,4.18,9,5.0
62569,2.43,7,9.0
62570,1.01,1,7.0
62571,37.84,11,1.0
62572,1.95,6,11.0
62573,1.34,4,6.0
62574,1.25,3,4.0
62575,1.16,3,3.0
62576,2.91,8,3.0
62577,3.75,9,8.0
62578,16.9,11,9.0
62579,1.05,2,11.0
62580,2.68,8,2.0
62581,12.57,11,8.0
62582,50.03,11,11.0
62583,0.0,1,11.0
62584,14.09,11,1.0
62585,1.04,1,11.0
62586,1.4,4,1.0
62587,2.61,8,4.0
62588,1.3,4,8.0
62589,2.95,8,4.0
62590,5.75,10,8.0
62591,1.44,4,10.0
62592,7.06,10,4.0
62593,1.77,6,10.0
62594,5.88,10,6.0
62595,2.62,8,10.0
62596,1.06,2,8.0
62597,5.83,10,2.0
62598,1.25,3,10.0
62599,1.44,4,3.0
62600,1.23,3,4.0
62601,1.12,2,3.0
62602,2.03,6,2.0
62603,20.33,11,6.0
62604,1.72,6,11.0
62605,0.0,1,6.0
62606,1.38,4,1.0
62607,1.49,5,4.0
62608,2.98,8,5.0
62609,1.55,5,8.0
62610,1.33,4,5.0
62611,1.13,2,4.0
62612,1.82,6,2.0
62613,1.5,5,6.0
62614,4.62,9,5.0
62615,4.48,9,9.0
62616,1.05,2,9.0
62617,1.07,2,2.0
62618,1.3,4,2.0
62619,1.36,4,4.0
62620,6.51,10,4.0
62621,1.9,6,10.0
62622,14.15,11,6.0
62623,1.27,3,11.0
62624,2.17,7,3.0
62625,1.36,4,7.0
62626,1.57,5,4.0
62627,8.46,10,5.0
62628,2.06,6,10.0
62629,1.38,4,6.0
62630,3.03,8,4.0
62631,1.02,1,8.0
62632,1.68,5,1.0
62633,1.32,4,5.0
62634,1.57,5,4.0
62635,2.77,8,5.0
62636,1.06,2,8.0
62637,1.05,2,2.0
62638,88.14,11,2.0
62639,7.74,10,11.0
62640,2.88,8,10.0
62641,7.01,10,8.0
62642,2.1,7,10.0
62643,1.57,5,7.0
62644,2.01,6,5.0
62645,12.97,11,6.0
62646,1.19,3,11.0
62647,1.84,6,3.0
62648,6.28,10,6.0
62649,1.91,6,10.0
62650,1.02,1,6.0
62651,1.51,5,1.0
62652,3.91,9,5.0
62653,2.12,7,9.0
62654,3.0,8,7.0
62655,1.08,2,8.0
62656,3.36,8,2.0
62657,1.31,4,8.0
62658,1.23,3,4.0
62659,2.85,8,3.0
62660,1.0,1,8.0
62661,2.16,7,1.0
62662,1.05,2,7.0
62663,1.54,5,2.0
62664,1.81,6,5.0
62665,3.83,9,6.0
62666,1.44,4,9.0
62667,5.02,10,4.0
62668,1.52,5,10.0
62669,5.29,10,5.0
62670,7.21,10,10.0
62671,1.0,1,10.0
62672,3.54,9,1.0
62673,51.37,11,9.0
62674,1.02,1,11.0
62675,1.05,2,1.0
62676,4.56,9,2.0
62677,1.35,4,9.0
62678,3.57,9,4.0
62679,1.17,3,9.0
62680,1.04,1,3.0
62681,1.1,2,1.0
62682,5.32,10,2.0
62683,2.63,8,10.0
62684,6.18,10,8.0
62685,1.53,5,10.0
62686,2.2,7,5.0
62687,2.51,7,7.0
62688,7.66,10,7.0
62689,12.07,11,10.0
62690,1.61,5,11.0
62691,1.04,1,5.0
62692,3.45,8,1.0
62693,51.8,11,8.0
62694,1.01,1,11.0
62695,15.12,11,1.0
62696,1.16,3,11.0
62697,26.73,11,3.0
62698,2.19,7,11.0
62699,293.46,11,7.0
62700,1.5,5,11.0
62701,3.26,8,5.0
62702,1.42,4,8.0
62703,1.09,2,4.0
62704,2.6,8,2.0
62705,2.95,8,8.0
62706,1.61,5,8.0
62707,2.63,8,5.0
62708,2.55,7,8.0
62709,1.43,4,7.0
62710,1.21,3,4.0
62711,1.17,3,3.0
62712,1.55,5,3.0
62713,2.28,7,5.0
62714,1.68,5,7.0
62715,1.07,2,5.0
62716,2.54,7,2.0
62717,1.44,4,7.0
62718,5.32,10,4.0
62719,1.15,3,10.0
62720,2.11,7,3.0
62721,10.59,11,7.0
62722,3.73,9,11.0
62723,1.35,4,9.0
62724,1.39,4,4.0
62725,1.1,2,4.0
62726,1.3,4,2.0
62727,4.76,9,4.0
62728,2.27,7,9.0
62729,1.92,6,7.0
62730,1.72,6,6.0
62731,22.71,11,6.0
62732,8.76,10,11.0
62733,33.17,11,10.0
62734,4.52,9,11.0
62735,1.73,6,9.0
62736,3.21,8,6.0
62737,1.96,6,8.0
62738,1.07,2,6.0
62739,7.42,10,2.0
62740,1.06,2,10.0
62741,30.8,11,2.0
62742,1.26,3,11.0
62743,1.39,4,3.0
62744,1.12,2,4.0
62745,6.03,10,2.0
62746,1.25,3,10.0
62747,1.55,5,3.0
62748,1.17,3,5.0
62749,1.0,1,3.0
62750,1.69,5,1.0
62751,4.81,9,5.0
62752,1.34,4,9.0
62753,6.08,10,4.0
62754,1.58,5,10.0
62755,2.53,7,5.0
62756,2.11,7,7.0
62757,1.4,4,7.0
62758,1.75,6,4.0
62759,1.19,3,6.0
62760,3.67,9,3.0
62761,1.92,6,9.0
62762,3.92,9,6.0
62763,32.52,11,9.0
62764,4.09,9,11.0
62765,1.0,1,9.0
62766,2.75,8,1.0
62767,3.52,9,8.0
62768,10.59,11,9.0
62769,1.51,5,11.0
62770,31.74,11,5.0
62771,3.96,9,11.0
62772,1.0,1,9.0
62773,2.51,7,1.0
62774,2.91,8,7.0
62775,1.88,6,8.0
62776,1.16,3,6.0
62777,1.32,4,3.0
62778,1.01,1,4.0
62779,1.31,4,1.0
62780,2.82,8,4.0
62781,1.35,4,8.0
62782,1.82,6,4.0
62783,1.65,5,6.0
62784,1.42,4,5.0
62785,1.1,2,4.0
62786,1.65,5,2.0
62787,1.61,5,5.0
62788,1.19,3,5.0
62789,1.25,3,3.0
62790,7.42,10,3.0
62791,1.29,3,10.0
62792,1.54,5,3.0
62793,5.61,10,5.0
62794,10.13,11,10.0
62795,1.26,3,11.0
62796,1.33,4,3.0
62797,4.09,9,4.0
62798,1.7,6,9.0
62799,1.96,6,6.0
62800,1.12,2,6.0
62801,1.76,6,2.0
62802,1.06,2,6.0
62803,7.51,10,2.0
62804,2.49,7,10.0
62805,2.38,7,7.0
62806,176.56,11,7.0
62807,2.69,8,11.0
62808,1.0,1,8.0
62809,1.42,4,1.0
62810,1.96,6,4.0
62811,1.48,5,6.0
62812,2.64,8,5.0
62813,11.81,11,8.0
62814,1.87,6,11.0
62815,1.77,6,6.0
62816,1.26,3,6.0
62817,1.2,3,3.0
62818,14.99,11,3.0
62819,1.61,5,11.0
62820,1.85,6,5.0
62821,1.69,5,6.0
62822,6.17,10,5.0
62823,2.24,7,10.0
62824,1.08,2,7.0
62825,1.13,2,2.0
62826,1.6,5,2.0
62827,1.18,3,5.0
62828,3.48,8,3.0
62829,14.09,11,8.0
62830,8.8,10,11.0
62831,1.15,3,10.0
62832,2.64,8,3.0
62833,1.81,6,8.0
62834,1.12,2,6.0
62835,1.53,5,2.0
62836,1.05,2,5.0
62837,19.58,11,2.0
62838,1.25,3,11.0
62839,1.45,5,3.0
62840,1.72,6,5.0
62841,4.19,9,6.0
62842,9.27,10,9.0
62843,8.86,10,10.0
62844,4.34,9,10.0
62845,1.98,6,9.0
62846,2.05,6,6.0
62847,23.75,11,6.0
62848,6.89,10,11.0
62849,1.24,3,10.0
62850,16.32,11,3.0
62851,1.21,3,11.0
62852,1.14,2,3.0
62853,47.56,11,2.0
62854,4.37,9,11.0
62855,1.73,6,9.0
62856,1.68,5,6.0
62857,3.31,8,5.0
62858,4.76,9,8.0
62859,1.27,3,9.0
62860,1.6,5,3.0
62861,0.0,1,5.0
62862,1.08,2,1.0
62863,1.07,2,2.0
62864,8.39,10,2.0
62865,3.31,8,10.0
62866,1.41,4,8.0
62867,2.5,7,4.0
62868,23.19,11,7.0
62869,3.93,9,11.0
62870,1.81,6,9.0
62871,2.58,7,6.0
62872,3.05,8,7.0
62873,2.05,6,8.0
62874,2.03,6,6.0
62875,1.27,3,6.0
62876,1.4,4,3.0
62877,1.15,3,4.0
62878,0.0,1,3.0
62879,1.05,2,1.0
62880,16.67,11,2.0
62881,1.15,3,11.0
62882,1.46,5,3.0
62883,1.02,1,5.0
62884,4.6,9,1.0
62885,1.36,4,9.0
62886,4.12,9,4.0
62887,2.62,8,9.0
62888,1.16,3,8.0
62889,3.91,9,3.0
62890,2.36,7,9.0
62891,1.81,6,7.0
62892,1.11,2,6.0
62893,3.05,8,2.0
62894,1.55,5,8.0
62895,1.63,5,5.0
62896,1.34,4,5.0
62897,2.77,8,4.0
62898,1.69,5,8.0
62899,1.16,3,5.0
62900,1.3,4,3.0
62901,2.97,8,4.0
62902,1.06,2,8.0
62903,11.17,11,2.0
62904,2.57,7,11.0
62905,2.17,7,7.0
62906,1.11,2,7.0
62907,4.44,9,2.0
62908,8.04,10,9.0
62909,1.59,5,10.0
62910,5.58,10,5.0
62911,118.12,11,10.0
62912,4.32,9,11.0
62913,1.47,5,9.0
62914,1.38,4,5.0
62915,1.19,3,4.0
62916,2.34,7,3.0
62917,3.1,8,7.0
62918,4.78,9,8.0
62919,1.04,1,9.0
62920,4.22,9,1.0
62921,2.39,7,9.0
62922,2.42,7,7.0
62923,1.1,2,7.0
62924,23.53,11,2.0
62925,2.0,6,11.0
62926,1.2,3,6.0
62927,1.03,1,3.0
62928,10.55,11,1.0
62929,1.3,4,11.0
62930,1.04,1,4.0
62931,2.3,7,1.0
62932,1.08,2,7.0
62933,1.43,4,2.0
62934,1.55,5,4.0
62935,5.09,10,5.0
62936,3.5,9,10.0
62937,6.15,10,9.0
62938,9.41,10,10.0
62939,1.14,2,10.0
62940,2.83,8,2.0
62941,1.29,3,8.0
62942,1.06,2,3.0
62943,1.5,5,2.0
62944,1.2,3,5.0
62945,1.37,4,3.0
62946,1.54,5,4.0
62947,2.0,6,5.0
62948,1.65,5,6.0
62949,5.43,10,5.0
62950,1.14,2,10.0
62951,3.46,8,2.0
62952,7.56,10,8.0
62953,1.39,4,10.0
62954,1.25,3,4.0
62955,1.15,3,3.0
62956,1.11,2,3.0
62957,1.22,3,2.0
62958,1.69,5,3.0
62959,1.28,3,5.0
62960,20.78,11,3.0
62961,1.01,1,11.0
62962,1.08,2,1.0
62963,11.05,11,2.0
62964,1.39,4,11.0
62965,26.0,11,4.0
62966,1.35,4,11.0
62967,2.05,6,4.0
62968,2.77,8,6.0
62969,1.2,3,8.0
62970,14.75,11,3.0
62971,1.23,3,11.0
62972,1.15,3,3.0
62973,4.51,9,3.0
62974,1.21,3,9.0
62975,3.12,8,3.0
62976,1.08,2,8.0
62977,1.07,2,2.0
62978,4.5,9,2.0
62979,1.03,1,9.0
62980,2.42,7,1.0
62981,1.32,4,7.0
62982,5.82,10,4.0
62983,2.86,8,10.0
62984,1.07,2,8.0
62985,1.27,3,2.0
62986,5.68,10,3.0
62987,19.57,11,10.0
62988,2.06,6,11.0
62989,1.23,3,6.0
62990,1.59,5,3.0
62991,2.92,8,5.0
62992,5.76,10,8.0
62993,8.08,10,10.0
62994,1.8,6,10.0
62995,1.25,3,6.0
62996,3.05,8,3.0
62997,1.29,3,8.0
62998,2.25,7,3.0
62999,9.53,10,7.0
63000,1.36,4,10.0
63001,1.96,6,4.0
63002,1.95,6,6.0
63003,1.36,4,6.0
63004,3.42,8,4.0
63005,2.61,8,8.0
63006,2.35,7,8.0
63007,25.03,11,7.0
63008,1.91,6,11.0
63009,1.36,4,6.0
63010,2.65,8,4.0
63011,1.5,5,8.0
63012,1.33,4,5.0
63013,2.2,7,4.0
63014,3.29,8,7.0
63015,2.87,8,8.0
63016,2.63,8,8.0
63017,9.21,10,8.0
63018,22.53,11,10.0
63019,4.27,9,11.0
63020,1.63,5,9.0
63021,3.05,8,5.0
63022,1.14,2,8.0
63023,1.21,3,2.0
63024,2.6,8,3.0
63025,2.5,7,8.0
63026,1.92,6,7.0
63027,1.5,5,6.0
63028,1.53,5,5.0
63029,2.45,7,5.0
63030,5.04,10,7.0
63031,1.64,5,10.0
63032,1.46,5,5.0
63033,2.2,7,5.0
63034,1.46,5,7.0
63035,0.0,1,5.0
63036,1.9,6,1.0
63037,1.22,3,6.0
63038,1.02,1,3.0
63039,1.61,5,1.0
63040,1.29,3,5.0
63041,13.54,11,3.0
63042,1.03,1,11.0
63043,2.81,8,1.0
63044,1.19,3,8.0
63045,1.87,6,3.0
63046,1.29,3,6.0
63047,7.48,10,3.0
63048,1.64,5,10.0
63049,4.0,9,5.0
63050,5.66,10,9.0
63051,2.55,7,10.0
63052,7.98,10,7.0
63053,1.33,4,10.0
63054,1.97,6,4.0
63055,5.12,10,6.0
63056,2.96,8,10.0
63057,2.93,8,8.0
63058,2.62,8,8.0
63059,20.36,11,8.0
63060,6.47,10,11.0
63061,2.28,7,10.0
63062,1.23,3,7.0
63063,1.44,4,3.0
63064,2.93,8,4.0
63065,2.21,7,8.0
63066,1.38,4,7.0
63067,1.68,5,4.0
63068,1.02,1,5.0
63069,1.19,3,1.0
63070,1.08,2,3.0
63071,6.86,10,2.0
63072,9.3,10,10.0
63073,1.27,3,10.0
63074,2.03,6,3.0
63075,1.23,3,6.0
63076,1.2,3,3.0
63077,1.97,6,3.0
63078,1.22,3,6.0
63079,1.09,2,3.0
63080,3.31,8,2.0
63081,1.14,2,8.0
63082,1.01,1,2.0
63083,1.04,1,1.0
63084,2.53,7,1.0
63085,1.3,4,7.0
63086,3.16,8,4.0
63087,1.13,2,8.0
63088,34.52,11,2.0
63089,2.39,7,11.0
63090,1.02,1,7.0
63091,85.73,11,1.0
63092,2.27,7,11.0
63093,1897.87,11,7.0
63094,1.21,3,11.0
63095,1.94,6,3.0
63096,3.35,8,6.0
63097,3.83,9,8.0
63098,1.36,4,9.0
63099,2.2,7,4.0
63100,3.26,8,7.0
63101,1.31,4,8.0
63102,10.45,11,4.0
63103,9.41,10,11.0
63104,1.28,3,10.0
63105,2.38,7,3.0
63106,1.47,5,7.0
63107,2.11,7,5.0
63108,1.59,5,7.0
63109,1.5,5,5.0
63110,2.3,7,5.0
63111,21.43,11,7.0
63112,2.7,8,11.0
63113,2.08,6,8.0
63114,2.02,6,6.0
63115,1.91,6,6.0
63116,3.69,9,6.0
63117,1.7,6,9.0
63118,1.9,6,6.0
63119,3.46,8,6.0
63120,1.55,5,8.0
63121,3.25,8,5.0
63122,1.66,5,8.0
63123,1.05,2,5.0
63124,1.2,3,2.0
63125,5.04,10,3.0
63126,4.3,9,10.0
63127,1.25,3,9.0
63128,6.22,10,3.0
63129,2.22,7,10.0
63130,14.49,11,7.0
63131,5.63,10,11.0
63132,1.06,2,10.0
63133,2.17,7,2.0
63134,2.44,7,7.0
63135,1.13,2,7.0
63136,1.2,3,2.0
63137,3.72,9,3.0
63138,1.37,4,9.0
63139,1.0,1,4.0
63140,1.0,1,1.0
63141,2.21,7,1.0
63142,1.17,3,7.0
63143,7.38,10,3.0
63144,1.71,6,10.0
63145,1.25,3,6.0
63146,3.34,8,3.0
63147,3.37,8,8.0
63148,41.18,11,8.0
63149,3.98,9,11.0
63150,2.47,7,9.0
63151,8.4,10,7.0
63152,1.51,5,10.0
63153,1.27,3,5.0
63154,3.19,8,3.0
63155,4.41,9,8.0
63156,1.4,4,9.0
63157,1.13,2,4.0
63158,2.71,8,2.0
63159,1.28,3,8.0
63160,1.24,3,3.0
63161,1.26,3,3.0
63162,2.55,7,3.0
63163,1.79,6,7.0
63164,1.3,4,6.0
63165,12.09,11,4.0
63166,1.15,3,11.0
63167,1.12,2,3.0
63168,1.26,3,2.0
63169,1.08,2,3.0
63170,1.43,4,2.0
63171,1.03,1,4.0
63172,1.23,3,1.0
63173,1.65,5,3.0
63174,1.14,2,5.0
63175,183.28,11,2.0
63176,1.0,1,11.0
63177,1.72,6,1.0
63178,3.62,9,6.0
63179,2.49,7,9.0
63180,1.81,6,7.0
63181,2.28,7,6.0
63182,1.13,2,7.0
63183,7.13,10,2.0
63184,2.58,7,10.0
63185,17.24,11,7.0
63186,1.93,6,11.0
63187,79.3,11,6.0
63188,1.16,3,11.0
63189,14.5,11,3.0
63190,1.3,4,11.0
63191,1.08,2,4.0
63192,1.13,2,2.0
63193,6.85,10,2.0
63194,1.23,3,10.0
63195,2.2,7,3.0
63196,1.15,3,7.0
63197,1.62,5,3.0
63198,1.38,4,5.0
63199,2.79,8,4.0
63200,1.28,3,8.0
63201,1.94,6,3.0
63202,1.53,5,6.0
63203,14.7,11,5.0
63204,10.0,11,11.0
63205,1.12,2,11.0
63206,1.7,6,2.0
63207,1.44,4,6.0
63208,2.39,7,4.0
63209,777.04,11,7.0
63210,1.89,6,11.0
63211,1.73,6,6.0
63212,1.82,6,6.0
63213,1.09,2,6.0
63214,2.71,8,2.0
63215,1.69,5,8.0
63216,2.58,7,5.0
63217,1.27,3,7.0
63218,1.32,4,3.0
63219,2.39,7,4.0
63220,1.66,5,7.0
63221,3.19,8,5.0
63222,3.65,9,8.0
63223,1.28,3,9.0
63224,1.1,2,3.0
63225,1.73,6,2.0
63226,1.35,4,6.0
63227,2.48,7,4.0
63228,2.16,7,7.0
63229,0.0,1,7.0
63230,0.0,1,1.0
63231,1.29,3,1.0
63232,1.08,2,3.0
63233,2.47,7,2.0
63234,1.72,6,7.0
63235,1.7,6,6.0
63236,32.31,11,6.0
63237,10.22,11,11.0
63238,1.17,3,11.0
63239,1.07,2,3.0
63240,1.1,2,2.0
63241,2.83,8,2.0
63242,2.38,7,8.0
63243,2.33,7,7.0
63244,2.73,8,7.0
63245,1.59,5,8.0
63246,13.72,11,5.0
63247,2.06,6,11.0
63248,1.0,1,6.0
63249,1.07,2,1.0
63250,1.1,2,2.0
63251,4.0,9,2.0
63252,1.78,6,9.0
63253,1.2,3,6.0
63254,1.6,5,3.0
63255,2.1,7,5.0
63256,49.49,11,7.0
63257,1.23,3,11.0
63258,1.43,4,3.0
63259,1.27,3,4.0
63260,3.34,8,3.0
63261,1.55,5,8.0
63262,26.64,11,5.0
63263,2.2,7,11.0
63264,1.04,1,7.0
63265,87.98,11,1.0
63266,1.51,5,11.0
63267,2.54,7,5.0
63268,1.04,1,7.0
63269,161.27,11,1.0
63270,2.34,7,11.0
63271,84.2,11,7.0
63272,5.2,10,11.0
63273,1.52,5,10.0
63274,4.95,9,5.0
63275,1.99,6,9.0
63276,1.12,2,6.0
63277,2.47,7,2.0
63278,2.79,8,7.0
63279,1.1,2,8.0
63280,1.15,3,2.0
63281,2.34,7,3.0
63282,86.81,11,7.0
63283,1.12,2,11.0
63284,1.37,4,2.0
63285,1.58,5,4.0
63286,2.46,7,5.0
63287,1.77,6,7.0
63288,6.0,10,6.0
63289,2.37,7,10.0
63290,1.14,2,7.0
63291,2.25,7,2.0
63292,2.25,7,7.0
63293,16.77,11,7.0
63294,1.58,5,11.0
63295,1.07,2,5.0
63296,1.83,6,2.0
63297,1.42,4,6.0
63298,1.14,2,4.0
63299,1.13,2,2.0
63300,1.23,3,2.0
63301,8.59,10,3.0
63302,1.15,3,10.0
63303,16.96,11,3.0
63304,1.41,4,11.0
63305,1.02,1,4.0
63306,1.01,1,1.0
63307,1.39,4,1.0
63308,1.22,3,4.0
63309,23.55,11,3.0
63310,1.95,6,11.0
63311,1.0,1,6.0
63312,2.14,7,1.0
63313,1.22,3,7.0
63314,2.1,7,3.0
63315,2.23,7,7.0
63316,1.54,5,7.0
63317,2.0,6,5.0
63318,6.6,10,6.0
63319,6.64,10,10.0
63320,1.44,4,10.0
63321,1.26,3,4.0
63322,1.4,4,3.0
63323,5.78,10,4.0
63324,1.37,4,10.0
63325,3.13,8,4.0
63326,1.33,4,8.0
63327,1.13,2,4.0
63328,5.84,10,2.0
63329,1.2,3,10.0
63330,1.23,3,3.0
63331,5.7,10,3.0
63332,4.76,9,10.0
63333,2.39,7,9.0
63334,2.04,6,7.0
63335,10.49,11,6.0
63336,2.5,7,11.0
63337,22.14,11,7.0
63338,1.33,4,11.0
63339,1.29,3,4.0
63340,1.94,6,3.0
63341,6.33,10,6.0
63342,1.28,3,10.0
63343,1.21,3,3.0
63344,2.06,6,3.0
63345,4.56,9,6.0
63346,112.53,11,9.0
63347,7.2,10,11.0
63348,1.75,6,10.0
63349,1.12,2,6.0
63350,1.61,5,2.0
63351,12.81,11,5.0
63352,1.16,3,11.0
63353,6.85,10,3.0
63354,1.78,6,10.0
63355,9.98,10,6.0
63356,1.35,4,10.0
63357,2.63,8,4.0
63358,9.7,10,8.0
63359,20.77,11,10.0
63360,1.25,3,11.0
63361,1.14,2,3.0
63362,15.33,11,2.0
63363,5.51,10,11.0
63364,5.19,10,10.0
63365,1.48,5,10.0
63366,1.93,6,5.0
63367,1.46,5,6.0
63368,1.78,6,5.0
63369,1.4,4,6.0
63370,4.27,9,4.0
63371,1.01,1,9.0
63372,1.14,2,1.0
63373,2.1,7,2.0
63374,1.15,3,7.0
63375,1.03,1,3.0
63376,1.13,2,1.0
63377,1.0,1,2.0
63378,1.48,5,1.0
63379,4.18,9,5.0
63380,1.37,4,9.0
63381,4.06,9,4.0
63382,2.77,8,9.0
63383,26.61,11,8.0
63384,1.97,6,11.0
63385,1.01,1,6.0
63386,2.37,7,1.0
63387,18.48,11,7.0
63388,1.8,6,11.0
63389,1.87,6,6.0
63390,2.75,8,6.0
63391,4.38,9,8.0
63392,12.0,11,9.0
63393,18.79,11,11.0
63394,6.25,10,11.0
63395,2.26,7,10.0
63396,1.56,5,7.0
63397,1.1,2,5.0
63398,5.13,10,2.0
63399,1.01,1,10.0
63400,1.27,3,1.0
63401,8.6,10,3.0
63402,2.24,7,10.0
63403,1.32,4,7.0
63404,5.53,10,4.0
63405,1.56,5,10.0
63406,2.04,6,5.0
63407,1.81,6,6.0
63408,21.38,11,6.0
63409,6.44,10,11.0
63410,1.32,4,10.0
63411,5.79,10,4.0
63412,1.04,1,10.0
63413,1.59,5,1.0
63414,36.93,11,5.0
63415,1.77,6,11.0
63416,26.33,11,6.0
63417,4.82,9,11.0
63418,1.2,3,9.0
63419,1.5,5,3.0
63420,1.88,6,5.0
63421,1.7,6,6.0
63422,7.57,10,6.0
63423,32.3,11,10.0
63424,6.35,10,11.0
63425,2.98,8,10.0
63426,1.46,5,8.0
63427,1.09,2,5.0
63428,5.11,10,2.0
63429,7.19,10,10.0
63430,125.64,11,10.0
63431,4.56,9,11.0
63432,1.06,2,9.0
63433,1.97,6,2.0
63434,2.47,7,6.0
63435,1.77,6,7.0
63436,1.63,5,6.0
63437,1.0,1,5.0
63438,1.68,5,1.0
63439,1.29,3,5.0
63440,4.63,9,3.0
63441,1.75,6,9.0
63442,1.72,6,6.0
63443,6.04,10,6.0
63444,1.66,5,10.0
63445,1.48,5,5.0
63446,2.26,7,5.0
63447,3.2,8,7.0
63448,1.22,3,8.0
63449,2.95,8,3.0
63450,1.58,5,8.0
63451,4.31,9,5.0
63452,1.04,1,9.0
63453,3.01,8,1.0
63454,69.79,11,8.0
63455,3.12,8,11.0
63456,1.07,2,8.0
63457,1.04,1,2.0
63458,1.7,6,1.0
63459,8.64,10,6.0
63460,2.21,7,10.0
63461,2.69,8,7.0
63462,2.54,7,8.0
63463,354.04,11,7.0
63464,1.83,6,11.0
63465,1.04,1,6.0
63466,1.1,2,1.0
63467,4.49,9,2.0
63468,1.14,2,9.0
63469,6.85,10,2.0
63470,1.37,4,10.0
63471,0.0,1,4.0
63472,1.2,3,1.0
63473,1.07,2,3.0
63474,4.67,9,2.0
63475,1.28,3,9.0
63476,6.39,10,3.0
63477,1.45,5,10.0
63478,46.51,11,5.0
63479,1.13,2,11.0
63480,2.58,7,2.0
63481,1.0,1,7.0
63482,1.17,3,1.0
63483,4.8,9,3.0
63484,4.94,9,9.0
63485,15.49,11,9.0
63486,2.16,7,11.0
63487,1.62,5,7.0
63488,12.04,11,5.0
63489,1.34,4,11.0
63490,75.57,11,4.0
63491,1.44,4,11.0
63492,1.03,1,4.0
63493,2.54,7,1.0
63494,1.87,6,7.0
63495,1.07,2,6.0
63496,1.18,3,2.0
63497,24.14,11,3.0
63498,4.31,9,11.0
63499,7.73,10,9.0
63500,3.27,8,10.0
63501,26.44,11,8.0
63502,1.51,5,11.0
63503,1.59,5,5.0
63504,1.85,6,5.0
63505,1.35,4,6.0
63506,1.04,1,4.0
63507,2.5,7,1.0
63508,1.08,2,7.0
63509,0.0,1,2.0
63510,1.25,3,1.0
63511,1.97,6,3.0
63512,1.6,5,6.0
63513,1.34,4,5.0
