,Odd,Odd_Categoria,odd_entrada
129780,1.17,3,10.0
129781,2.99,8,3.0
129782,1.3,4,8.0
129783,6.52,10,4.0
129784,5.12,10,10.0
129785,189.15,11,10.0
129786,2.73,8,11.0
129787,2.22,7,8.0
129788,18.61,11,7.0
129789,1.22,3,11.0
129790,1.77,6,3.0
129791,1.26,3,6.0
129792,2.4,7,3.0
129793,2.3,7,7.0
129794,1.36,4,7.0
129795,1.85,6,4.0
129796,8.2,10,6.0
129797,1.44,4,10.0
129798,1.29,3,4.0
129799,7.34,10,3.0
129800,1.21,3,10.0
129801,14.91,11,3.0
129802,5.78,10,11.0
129803,1.07,2,10.0
129804,1.1,2,2.0
129805,2.52,7,2.0
129806,1.02,1,7.0
129807,1.42,4,1.0
129808,1.62,5,4.0
129809,1.13,2,5.0
129810,2.34,7,2.0
129811,1.23,3,7.0
129812,1.69,5,3.0
129813,1.23,3,5.0
129814,3.46,8,3.0
129815,2.42,7,8.0
129816,7.76,10,7.0
129817,5.32,10,10.0
129818,4.71,9,10.0
129819,9.53,10,9.0
129820,1.17,3,10.0
129821,23.33,11,3.0
129822,1.42,4,11.0
129823,6.7,10,4.0
129824,1.3,4,10.0
129825,1.66,5,4.0
129826,1.39,4,5.0
129827,1.02,1,4.0
129828,1.39,4,1.0
129829,6.96,10,4.0
129830,1.53,5,10.0
129831,2.33,7,5.0
129832,1.18,3,7.0
129833,9.1,10,3.0
129834,1.2,3,10.0
129835,1.13,2,3.0
129836,1.54,5,2.0
129837,1.27,3,5.0
129838,1.64,5,3.0
129839,1.93,6,5.0
129840,1.14,2,6.0
129841,3.77,9,2.0
129842,1.42,4,9.0
129843,1.06,2,4.0
129844,3.28,8,2.0
129845,1.42,4,8.0
129846,24.19,11,4.0
129847,1.1,2,11.0
129848,2.23,7,2.0
129849,2.25,7,7.0
129850,1.12,2,7.0
129851,5.14,10,2.0
129852,13.09,11,10.0
129853,1.69,5,11.0
129854,3.17,8,5.0
129855,1.04,1,8.0
129856,1.14,2,1.0
129857,1.92,6,2.0
129858,1.41,4,6.0
129859,4.85,9,4.0
129860,2.54,7,9.0
129861,1.36,4,7.0
129862,15.7,11,4.0
129863,1.17,3,11.0
129864,1.32,4,3.0
129865,2.32,7,4.0
129866,1.95,6,7.0
129867,1.31,4,6.0
129868,3.36,8,4.0
129869,4.65,9,8.0
129870,3.63,9,9.0
129871,1.13,2,9.0
129872,8.51,10,2.0
129873,11.67,11,10.0
129874,2.35,7,11.0
129875,2.21,7,7.0
129876,6.97,10,7.0
129877,6.64,10,10.0
129878,1.74,6,10.0
129879,1.9,6,6.0
129880,11.38,11,6.0
129881,1.08,2,11.0
129882,3.57,9,2.0
129883,2.41,7,9.0
129884,2.69,8,7.0
129885,3.67,9,8.0
129886,1.29,3,9.0
129887,1.64,5,3.0
129888,2.98,8,5.0
129889,2.36,7,8.0
129890,1.4,4,7.0
129891,1.74,6,4.0
129892,1.61,5,6.0
129893,2.72,8,5.0
129894,1.12,2,8.0
129895,11.42,11,2.0
129896,2.95,8,11.0
129897,3.98,9,8.0
129898,2.15,7,9.0
129899,12.65,11,7.0
129900,1.02,1,11.0
129901,2.28,7,1.0
129902,1.37,4,7.0
129903,2.05,6,4.0
129904,2.14,7,6.0
129905,4.14,9,7.0
129906,1.76,6,9.0
129907,2.93,8,6.0
129908,1.54,5,8.0
129909,1.52,5,5.0
129910,1.57,5,5.0
129911,1.63,5,5.0
129912,1.42,4,5.0
129913,1.01,1,4.0
129914,1.51,5,1.0
129915,1.7,6,5.0
129916,31.17,11,6.0
129917,1.44,4,11.0
129918,1.03,1,4.0
129919,1.22,3,1.0
129920,4.49,9,3.0
129921,1.41,4,9.0
129922,1.06,2,4.0
129923,1.86,6,2.0
129924,1.94,6,6.0
129925,2.13,7,6.0
129926,2.16,7,7.0
129927,1.56,5,7.0
129928,2.56,7,5.0
129929,1.07,2,7.0
129930,1.87,6,2.0
129931,56.03,11,6.0
129932,1.51,5,11.0
129933,1.04,1,5.0
129934,2.18,7,1.0
129935,2.31,7,7.0
129936,1.1,2,7.0
129937,1.19,3,2.0
129938,2.11,7,3.0
129939,3.4,8,7.0
129940,1.35,4,8.0
129941,5.75,10,4.0
129942,1.33,4,10.0
129943,16.04,11,4.0
129944,1.32,4,11.0
129945,2.92,8,4.0
129946,1.69,5,8.0
129947,1.49,5,5.0
129948,2.16,7,5.0
129949,1.74,6,7.0
129950,1.44,4,6.0
129951,5.08,10,4.0
129952,1.93,6,10.0
129953,6.33,10,6.0
129954,1.2,3,10.0
129955,1.94,6,3.0
129956,3.32,8,6.0
129957,1.48,5,8.0
129958,3.16,8,5.0
129959,1.3,4,8.0
129960,2.17,7,4.0
129961,2.24,7,7.0
129962,2.08,6,7.0
129963,3.52,9,6.0
129964,1.41,4,9.0
129965,3.7,9,4.0
129966,7.14,10,9.0
129967,1.21,3,10.0
129968,1.5,5,3.0
129969,1.37,4,5.0
129970,1.14,2,4.0
129971,1.57,5,2.0
129972,1.03,1,5.0
129973,5.19,10,1.0
129974,1.5,5,10.0
129975,1.24,3,5.0
129976,3.01,8,3.0
129977,1.05,2,8.0
129978,33.43,11,2.0
129979,1.57,5,11.0
129980,13.45,11,5.0
129981,1.57,5,11.0
129982,3.02,8,5.0
129983,2.86,8,8.0
129984,5.31,10,8.0
129985,2.91,8,10.0
129986,4.56,9,8.0
129987,27.07,11,9.0
129988,1.18,3,11.0
129989,1.52,5,3.0
129990,1.27,3,5.0
129991,1.88,6,3.0
129992,2.57,7,6.0
129993,2.42,7,7.0
129994,1.31,4,7.0
129995,9.67,10,4.0
129996,5.01,10,10.0
129997,2.17,7,10.0
129998,4.16,9,7.0
129999,3.18,8,9.0
130000,2.08,6,8.0
130001,7.92,10,6.0
130002,4.93,9,10.0
130003,1.68,5,9.0
130004,3.57,9,5.0
130005,1.03,1,9.0
130006,2.31,7,1.0
130007,1.02,1,7.0
130008,9.19,10,1.0
130009,1.03,1,10.0
130010,1.06,2,1.0
130011,13.99,11,2.0
130012,4.89,9,11.0
130013,3.78,9,9.0
130014,23.14,11,9.0
130015,2.09,6,11.0
130016,3.16,8,6.0
130017,2.16,7,8.0
130018,1.97,6,7.0
130019,1.12,2,6.0
130020,1.23,3,2.0
130021,2.33,7,3.0
130022,1.33,4,7.0
130023,3.46,8,4.0
130024,1.35,4,8.0
130025,1.38,4,4.0
130026,1.2,3,4.0
130027,102.8,11,3.0
130028,1.01,1,11.0
130029,4.51,9,1.0
130030,1.62,5,9.0
130031,2.98,8,5.0
130032,0.0,1,8.0
130033,18.79,11,1.0
130034,1.4,4,11.0
130035,1.07,2,4.0
130036,1.76,6,2.0
130037,2.91,8,6.0
130038,6.49,10,8.0
130039,1.74,6,10.0
130040,1.49,5,6.0
130041,1.43,4,5.0
130042,1.46,5,4.0
130043,0.0,1,5.0
130044,1.19,3,1.0
130045,1.17,3,3.0
130046,7.15,10,3.0
130047,1.25,3,10.0
130048,17.18,11,3.0
130049,5.15,10,11.0
130050,2.07,6,10.0
130051,1.37,4,6.0
130052,2.96,8,4.0
130053,1.33,4,8.0
130054,1.56,5,4.0
130055,1.67,5,5.0
130056,2.67,8,5.0
130057,3.59,9,8.0
130058,1.87,6,9.0
130059,4.93,9,6.0
130060,2.96,8,9.0
130061,1.73,6,8.0
130062,0.0,1,6.0
130063,2.53,7,1.0
130064,19.05,11,7.0
130065,2.03,6,11.0
130066,5.68,10,6.0
130067,3.07,8,10.0
130068,4.45,9,8.0
130069,2.91,8,9.0
130070,1.61,5,8.0
130071,1.39,4,5.0
130072,2.67,8,4.0
130073,1.36,4,8.0
130074,1.33,4,4.0
130075,2.28,7,4.0
130076,6.38,10,7.0
130077,2.04,6,10.0
130078,2.21,7,6.0
130079,1.31,4,7.0
130080,1.45,5,4.0
130081,4.63,9,5.0
130082,1.3,4,9.0
130083,1.03,1,4.0
130084,1.63,5,1.0
130085,1.59,5,5.0
130086,2.55,7,5.0
130087,18.48,11,7.0
130088,1.03,1,11.0
130089,6.17,10,1.0
130090,1.35,4,10.0
130091,1.18,3,4.0
130092,2.77,8,3.0
130093,10.78,11,8.0
130094,15.53,11,11.0
130095,1.18,3,11.0
130096,1.61,5,3.0
130097,1.18,3,5.0
130098,1.53,5,3.0
130099,4.63,9,5.0
130100,1.36,4,9.0
130101,1.03,1,4.0
130102,3.09,8,1.0
130103,9.09,10,8.0
130104,1.11,2,10.0
130105,9.92,10,2.0
130106,1.13,2,10.0
130107,1.18,3,2.0
130108,1.75,6,3.0
130109,1.11,2,6.0
130110,1.3,4,2.0
130111,5.16,10,4.0
130112,27.14,11,10.0
130113,1.0,1,11.0
130114,1.01,1,1.0
130115,1.06,2,1.0
130116,1.51,5,2.0
130117,3.98,9,5.0
130118,17.32,11,9.0
130119,1.36,4,11.0
130120,4.21,9,4.0
130121,1.58,5,9.0
130122,1.92,6,5.0
130123,1.35,4,6.0
130124,1.2,3,4.0
130125,1.76,6,3.0
130126,3.11,8,6.0
130127,1.75,6,8.0
130128,1.29,3,6.0
130129,1.78,6,3.0
130130,2.77,8,6.0
130131,1.92,6,8.0
130132,1.04,1,6.0
130133,20.67,11,1.0
130134,3.98,9,11.0
130135,1.5,5,9.0
130136,2.48,7,5.0
130137,8.94,10,7.0
130138,1.02,1,10.0
130139,2.4,7,1.0
130140,1.14,2,7.0
130141,3.84,9,2.0
130142,1.76,6,9.0
130143,0.0,1,6.0
130144,5.97,10,1.0
130145,1.64,5,10.0
130146,1.72,6,5.0
130147,3.91,9,6.0
130148,2.38,7,9.0
130149,1.34,4,7.0
130150,1.82,6,4.0
130151,2.11,7,6.0
130152,3.25,8,7.0
130153,3.64,9,8.0
130154,2.58,7,9.0
130155,2.76,8,7.0
130156,1.84,6,8.0
130157,1.26,3,6.0
130158,1.69,5,3.0
130159,3.03,8,5.0
130160,2.93,8,8.0
130161,1.12,2,8.0
130162,1.51,5,2.0
130163,1.07,2,5.0
130164,1.79,6,2.0
130165,12.46,11,6.0
130166,1.37,4,11.0
130167,4.58,9,4.0
130168,3.35,8,9.0
130169,2.65,8,8.0
130170,0.0,1,8.0
130171,2.5,7,1.0
130172,1.59,5,7.0
130173,16.4,11,5.0
130174,28.29,11,11.0
130175,1.76,6,11.0
130176,1.33,4,6.0
130177,1.22,3,4.0
130178,1.71,6,3.0
130179,3.44,8,6.0
130180,1.14,2,8.0
130181,1.03,1,2.0
130182,5.01,10,1.0
130183,1.28,3,10.0
130184,1.21,3,3.0
130185,3.74,9,3.0
130186,1.11,2,9.0
130187,1.34,4,2.0
130188,1.11,2,4.0
130189,3.44,8,2.0
130190,1.27,3,8.0
130191,2.03,6,3.0
130192,1.3,4,6.0
130193,1.33,4,4.0
130194,1.06,2,4.0
130195,2.18,7,2.0
130196,16.61,11,7.0
130197,1.34,4,11.0
130198,2.54,7,4.0
130199,1.06,2,7.0
130200,6.55,10,2.0
130201,1.46,5,10.0
130202,5.51,10,5.0
130203,1.53,5,10.0
130204,2.7,8,5.0
130205,1.68,5,8.0
130206,1.23,3,5.0
130207,4.24,9,3.0
130208,1.07,2,9.0
130209,1.13,2,2.0
130210,5.6,10,2.0
130211,10.43,11,10.0
130212,2.13,7,11.0
130213,1.02,1,7.0
130214,1.3,4,1.0
130215,2.46,7,4.0
130216,1.68,5,7.0
130217,12.79,11,5.0
130218,2.67,8,11.0
130219,4.5,9,8.0
130220,12.16,11,9.0
130221,10.81,11,11.0
130222,2.59,7,11.0
130223,1.25,3,7.0
130224,18.31,11,3.0
130225,3.13,8,11.0
130226,1.66,5,8.0
130227,2.13,7,5.0
130228,1.08,2,7.0
130229,151.19,11,2.0
130230,1.72,6,11.0
130231,1.18,3,6.0
130232,2.25,7,3.0
130233,1.22,3,7.0
130234,2.72,8,3.0
130235,1.19,3,8.0
130236,3.19,8,3.0
130237,1.17,3,8.0
130238,6.23,10,3.0
130239,2.04,6,10.0
130240,2.15,7,6.0
130241,1.21,3,7.0
130242,1.83,6,3.0
130243,4.25,9,6.0
130244,1.86,6,9.0
130245,1.41,4,6.0
130246,1.01,1,4.0
130247,1.24,3,1.0
130248,1.01,1,3.0
130249,1.01,1,1.0
130250,1.01,1,1.0
130251,1.47,5,1.0
130252,1.61,5,5.0
130253,1.32,4,5.0
130254,1.22,3,4.0
130255,3.83,9,3.0
130256,1.81,6,9.0
130257,3.72,9,6.0
130258,1.78,6,9.0
130259,6.93,10,6.0
130260,1.58,5,10.0
130261,24.82,11,5.0
130262,1.29,3,11.0
130263,10.12,11,3.0
130264,1.47,5,11.0
130265,1.14,2,5.0
130266,4.25,9,2.0
130267,2.53,7,9.0
130268,1.18,3,7.0
130269,1.31,4,3.0
130270,1.61,5,4.0
130271,5.5,10,5.0
130272,1.11,2,10.0
130273,1.64,5,2.0
130274,1.04,1,5.0
130275,30.03,11,1.0
130276,68.3,11,11.0
130277,2.35,7,11.0
130278,5.36,10,7.0
130279,1.48,5,10.0
130280,1.1,2,5.0
130281,2.99,8,2.0
130282,18.12,11,8.0
130283,2.1,7,11.0
130284,6.24,10,7.0
130285,1.23,3,10.0
130286,1.84,6,3.0
130287,2.28,7,6.0
130288,2.56,7,7.0
130289,1.85,6,7.0
130290,2.17,7,6.0
130291,1.26,3,7.0
130292,2.4,7,3.0
130293,85.3,11,7.0
130294,2.47,7,11.0
130295,0.0,1,7.0
130296,1.78,6,1.0
130297,3.41,8,6.0
130298,4.31,9,8.0
130299,12.56,11,9.0
130300,5.25,10,11.0
130301,1.04,1,10.0
130302,0.0,1,1.0
130303,43.3,11,1.0
130304,1.02,1,11.0
130305,1.52,5,1.0
130306,9.32,10,5.0
130307,3.63,9,10.0
130308,4.8,9,9.0
130309,2.37,7,9.0
130310,1.55,5,7.0
130311,1.47,5,5.0
130312,1.51,5,5.0
130313,1.82,6,5.0
130314,1.11,2,6.0
130315,1.08,2,2.0
130316,14.63,11,2.0
130317,1.63,5,11.0
130318,22.19,11,5.0
130319,1.34,4,11.0
130320,4.4,9,4.0
130321,8.85,10,9.0
130322,2.5,7,10.0
130323,4.41,9,7.0
130324,3.54,9,9.0
130325,1.35,4,9.0
130326,1.08,2,4.0
130327,1.48,5,2.0
130328,3.45,8,5.0
130329,4.05,9,8.0
130330,1.4,4,9.0
130331,1.04,1,4.0
130332,1.9,6,1.0
130333,10.76,11,6.0
130334,13.84,11,11.0
130335,10.23,11,11.0
130336,5.82,10,11.0
130337,1.49,5,10.0
130338,3.39,8,5.0
130339,1.08,2,8.0
130340,1.41,4,2.0
130341,1.59,5,4.0
130342,1.25,3,5.0
130343,1.34,4,3.0
130344,1.07,2,4.0
130345,1.14,2,2.0
130346,1.23,3,2.0
130347,2.03,6,3.0
130348,1.09,2,6.0
130349,6.04,10,2.0
130350,1.42,4,10.0
130351,86.41,11,4.0
130352,1.9,6,11.0
130353,3.02,8,6.0
130354,3.18,8,8.0
130355,1.17,3,8.0
130356,1.36,4,3.0
130357,1.44,4,4.0
130358,0.0,1,4.0
130359,1.04,1,1.0
130360,54.51,11,1.0
130361,2.33,7,11.0
130362,5.9,10,7.0
130363,1.09,2,10.0
130364,1.41,4,2.0
130365,2.22,7,4.0
130366,1.01,1,7.0
130367,3.28,8,1.0
130368,1.58,5,8.0
130369,1.03,1,5.0
130370,1.53,5,1.0
130371,3.2,8,5.0
130372,1.8,6,8.0
130373,1.44,4,6.0
130374,1.77,6,4.0
130375,1.32,4,6.0
130376,2.2,7,4.0
130377,63.98,11,7.0
130378,1.06,2,11.0
130379,1.0,1,2.0
130380,1.91,6,1.0
130381,5.69,10,6.0
130382,4.07,9,10.0
130383,1.06,2,9.0
130384,1.1,2,2.0
130385,1.31,4,2.0
130386,26.05,11,4.0
130387,1.8,6,11.0
130388,1.46,5,6.0
130389,1.31,4,5.0
130390,2.6,8,4.0
130391,1.37,4,8.0
130392,2.72,8,4.0
130393,1.04,1,8.0
130394,1.06,2,1.0
130395,1.89,6,2.0
130396,1.26,3,6.0
130397,1.27,3,3.0
130398,2.5,7,3.0
130399,5.1,10,7.0
130400,68.03,11,10.0
130401,3.18,8,11.0
130402,7.55,10,8.0
130403,22.77,11,10.0
130404,1.0,1,11.0
130405,12.56,11,1.0
130406,2.28,7,11.0
130407,11.42,11,7.0
130408,1.01,1,11.0
130409,1.01,1,1.0
130410,57.39,11,1.0
130411,1.06,2,11.0
130412,1.91,6,2.0
130413,1.31,4,6.0
130414,2.06,6,4.0
130415,1.07,2,6.0
130416,1.09,2,2.0
130417,3.89,9,2.0
130418,46.96,11,9.0
130419,8.42,10,11.0
130420,1.04,1,10.0
130421,2.65,8,1.0
130422,12.0,11,8.0
130423,1.48,5,11.0
130424,1.82,6,5.0
130425,14.05,11,6.0
130426,1.33,4,11.0
130427,1.16,3,4.0
130428,1.96,6,3.0
130429,8.65,10,6.0
130430,1.37,4,10.0
130431,1.68,5,4.0
130432,1.1,2,5.0
130433,7.93,10,2.0
130434,2.25,7,10.0
130435,7.68,10,7.0
130436,12.71,11,10.0
130437,1.13,2,11.0
130438,1.81,6,2.0
130439,0.0,1,6.0
130440,2.39,7,1.0
130441,2.47,7,7.0
130442,3.78,9,7.0
130443,1.74,6,9.0
130444,1.27,3,6.0
130445,2.63,8,3.0
130446,1.29,3,8.0
130447,1.46,5,3.0
130448,2.56,7,5.0
130449,1.02,1,7.0
130450,9.22,10,1.0
130451,1.36,4,10.0
130452,1.83,6,4.0
130453,1.14,2,6.0
130454,1.38,4,2.0
130455,1.73,6,4.0
130456,8.34,10,6.0
130457,19.33,11,10.0
130458,1.0,1,11.0
130459,7.98,10,1.0
130460,1.33,4,10.0
130461,1.68,5,4.0
130462,1.45,5,5.0
130463,2.92,8,5.0
130464,4.51,9,8.0
130465,1.02,1,9.0
130466,1.34,4,1.0
130467,1.42,4,4.0
130468,3.69,9,4.0
130469,10.03,11,9.0
130470,1.25,3,11.0
130471,2.53,7,3.0
130472,2.64,8,7.0
130473,1.16,3,8.0
130474,2.85,8,3.0
130475,50.16,11,8.0
130476,4.53,9,11.0
130477,11.12,11,9.0
130478,5.1,10,11.0
130479,2.25,7,10.0
130480,10.61,11,7.0
130481,1.23,3,11.0
130482,15.02,11,3.0
130483,3.64,9,11.0
130484,1.35,4,9.0
130485,1.06,2,4.0
130486,4.77,9,2.0
130487,9.4,10,9.0
130488,5.76,10,10.0
130489,9.65,10,10.0
130490,1.61,5,10.0
130491,2.85,8,5.0
130492,27.16,11,8.0
130493,1.29,3,11.0
130494,1.16,3,3.0
130495,3.74,9,3.0
130496,4.69,9,9.0
130497,6.36,10,9.0
130498,1.63,5,10.0
130499,1.21,3,5.0
130500,1.61,5,3.0
130501,1.48,5,5.0
130502,69.89,11,5.0
130503,3.02,8,11.0
130504,1.25,3,8.0
130505,1.06,2,3.0
130506,15.31,11,2.0
130507,1.79,6,11.0
130508,3.67,9,6.0
130509,1.96,6,9.0
130510,3.76,9,6.0
130511,1.03,1,9.0
130512,1.86,6,1.0
130513,1.16,3,6.0
130514,5.08,10,3.0
130515,1.19,3,10.0
130516,1.13,2,3.0
130517,9.77,10,2.0
130518,12.07,11,10.0
130519,1.62,5,11.0
130520,1.03,1,5.0
130521,1.56,5,1.0
130522,1.4,4,5.0
130523,1.16,3,4.0
130524,2.2,7,3.0
130525,2.92,8,7.0
130526,1.41,4,8.0
130527,2.58,7,4.0
130528,1.15,3,7.0
130529,8.05,10,3.0
130530,4.88,9,10.0
130531,8.41,10,9.0
130532,1.24,3,10.0
130533,5.15,10,3.0
130534,1.98,6,10.0
130535,4.84,9,6.0
130536,1.24,3,9.0
130537,1.19,3,3.0
130538,1.17,3,3.0
130539,2.4,7,3.0
130540,1.76,6,7.0
130541,2.42,7,6.0
130542,3.75,9,7.0
130543,1.15,3,9.0
130544,1.57,5,3.0
130545,9.32,10,5.0
130546,1.38,4,10.0
130547,1.19,3,4.0
130548,27.23,11,3.0
130549,7.23,10,11.0
130550,3.48,8,10.0
130551,4.13,9,8.0
130552,1.71,6,9.0
130553,7.51,10,6.0
130554,1.15,3,10.0
130555,5.88,10,3.0
130556,3.36,8,10.0
130557,1.22,3,8.0
130558,1.11,2,3.0
130559,2.08,6,2.0
130560,1.01,1,6.0
130561,2.02,6,1.0
130562,0.0,1,6.0
130563,1.13,2,1.0
130564,2.14,7,2.0
130565,6.8,10,7.0
130566,1.78,6,10.0
130567,9.47,10,6.0
130568,1.26,3,10.0
130569,2.03,6,3.0
130570,1.01,1,6.0
130571,1.25,3,1.0
130572,9.56,10,3.0
130573,8.84,10,10.0
130574,1.54,5,10.0
130575,9.2,10,5.0
130576,1.46,5,10.0
130577,1.47,5,5.0
130578,4.91,9,5.0
130579,15.17,11,9.0
130580,2.47,7,11.0
130581,1.98,6,7.0
130582,1.34,4,6.0
130583,1.64,5,4.0
130584,2.27,7,5.0
130585,1.03,1,7.0
130586,14.5,11,1.0
130587,132.09,11,11.0
130588,1.45,5,11.0
130589,1.15,3,5.0
130590,1.95,6,3.0
130591,2.06,6,6.0
130592,4.93,9,6.0
130593,3.93,9,9.0
130594,8.04,10,9.0
130595,1.09,2,10.0
130596,11.5,11,2.0
130597,1.73,6,11.0
130598,1.28,3,6.0
130599,1.34,4,3.0
130600,45.46,11,4.0
130601,1.11,2,11.0
130602,0.0,1,2.0
130603,1.51,5,1.0
130604,4.82,9,5.0
130605,3.67,9,9.0
130606,2.24,7,9.0
130607,1.57,5,7.0
130608,1.66,5,5.0
130609,3.2,8,5.0
130610,6.37,10,8.0
130611,2.9,8,10.0
130612,1.02,1,8.0
130613,1.96,6,1.0
130614,29.79,11,6.0
130615,5.38,10,11.0
130616,1.83,6,10.0
130617,1.62,5,6.0
130618,1.03,1,5.0
130619,7.14,10,1.0
130620,1.6,5,10.0
130621,5.49,10,5.0
130622,8.73,10,10.0
130623,1.02,1,10.0
130624,1.04,1,1.0
130625,3.08,8,1.0
130626,1.22,3,8.0
130627,109.01,11,3.0
130628,1.09,2,11.0
130629,1.13,2,2.0
130630,1.58,5,2.0
130631,1.37,4,5.0
130632,11.08,11,4.0
130633,3.07,8,11.0
130634,4.58,9,8.0
130635,1.24,3,9.0
130636,51.57,11,3.0
130637,4.38,9,11.0
130638,2.29,7,9.0
130639,1.69,5,7.0
130640,6.05,10,5.0
130641,1.02,1,10.0
130642,1.37,4,1.0
130643,15.41,11,4.0
130644,1.33,4,11.0
130645,1.39,4,4.0
130646,1.09,2,4.0
130647,7.51,10,2.0
130648,2.59,7,10.0
130649,1.38,4,7.0
130650,5.85,10,4.0
130651,3.28,8,10.0
130652,3.66,9,8.0
130653,21.54,11,9.0
130654,4.25,9,11.0
130655,1.63,5,9.0
130656,1.28,3,5.0
130657,1.99,6,3.0
130658,1.35,4,6.0
130659,1.4,4,4.0
130660,5.24,10,4.0
130661,1.38,4,10.0
130662,1.1,2,4.0
130663,8.45,10,2.0
130664,1.07,2,10.0
130665,13.76,11,2.0
130666,4.78,9,11.0
130667,1.27,3,9.0
130668,1.05,2,3.0
130669,3.97,9,2.0
130670,1.13,2,9.0
130671,9.01,10,2.0
130672,1.04,1,10.0
130673,2.83,8,1.0
130674,3.66,9,8.0
130675,1.24,3,9.0
130676,1.34,4,3.0
130677,2.56,7,4.0
130678,1.12,2,7.0
130679,1.12,2,2.0
130680,2.6,8,2.0
130681,3.9,9,8.0
130682,3.33,8,9.0
130683,1.82,6,8.0
130684,1.4,4,6.0
130685,1.24,3,4.0
130686,7.63,10,3.0
130687,5.44,10,10.0
130688,1.06,2,10.0
130689,3.17,8,2.0
130690,1.0,1,8.0
130691,2.64,8,1.0
130692,2.82,8,8.0
130693,1.18,3,8.0
130694,2.7,8,3.0
130695,16.98,11,8.0
130696,1.66,5,11.0
130697,1.16,3,5.0
130698,1.51,5,3.0
130699,1.15,3,5.0
130700,1.33,4,3.0
130701,4.59,9,4.0
130702,1.91,6,9.0
130703,1.29,3,6.0
130704,1.41,4,3.0
130705,5.23,10,4.0
130706,1.86,6,10.0
130707,1.16,3,6.0
130708,1.35,4,3.0
130709,1.0,1,4.0
130710,4.55,9,1.0
130711,1.66,5,9.0
130712,1.2,3,5.0
130713,1.5,5,3.0
130714,45.55,11,5.0
130715,1.26,3,11.0
130716,1.82,6,3.0
130717,3.78,9,6.0
130718,1.55,5,9.0
130719,1.07,2,5.0
130720,1.21,3,2.0
130721,4.84,9,3.0
130722,2.3,7,9.0
130723,1.87,6,7.0
130724,1.04,1,6.0
130725,2.64,8,1.0
130726,1.12,2,8.0
130727,1.14,2,2.0
130728,1.97,6,2.0
130729,16.53,11,6.0
130730,1.93,6,11.0
130731,1.18,3,6.0
130732,2.18,7,3.0
130733,1.02,1,7.0
130734,1.2,3,1.0
130735,686.79,11,3.0
130736,1.69,5,11.0
130737,3.92,9,5.0
130738,1.17,3,9.0
130739,12.3,11,3.0
130740,1.83,6,11.0
130741,1.02,1,6.0
130742,4.09,9,1.0
130743,1.02,1,9.0
130744,5.51,10,1.0
130745,1.95,6,10.0
130746,1.41,4,6.0
130747,1.05,2,4.0
130748,2.45,7,2.0
130749,1.24,3,7.0
130750,1.73,6,3.0
130751,1.12,2,6.0
130752,7.79,10,2.0
130753,1.79,6,10.0
130754,2.61,8,6.0
130755,2.07,6,8.0
130756,3.86,9,6.0
130757,1.49,5,9.0
130758,1.46,5,5.0
130759,1.06,2,5.0
130760,1.18,3,2.0
130761,1.23,3,3.0
130762,1.61,5,3.0
130763,2.02,6,5.0
130764,2.53,7,6.0
130765,1.5,5,7.0
130766,1.4,4,5.0
130767,22.59,11,4.0
130768,1.06,2,11.0
130769,1.36,4,2.0
130770,8.34,10,4.0
130771,1.15,3,10.0
130772,1.86,6,3.0
130773,13.54,11,6.0
130774,6.24,10,11.0
130775,1.79,6,10.0
130776,1.1,2,6.0
130777,1.35,4,2.0
130778,34.78,11,4.0
130779,1.69,5,11.0
130780,1.25,3,5.0
130781,2.99,8,3.0
130782,1.87,6,8.0
130783,7.48,10,6.0
130784,1.59,5,10.0
130785,1.07,2,5.0
130786,1.72,6,2.0
130787,1.44,4,6.0
130788,2.2,7,4.0
130789,1.07,2,7.0
130790,1.26,3,2.0
130791,1.14,2,3.0
130792,1.08,2,2.0
130793,1.95,6,2.0
130794,1.33,4,6.0
130795,1.12,2,4.0
130796,11.14,11,2.0
130797,2.35,7,11.0
130798,1.73,6,7.0
130799,2.24,7,6.0
130800,1.34,4,7.0
130801,1.09,2,4.0
130802,1.22,3,2.0
130803,1.56,5,3.0
130804,1.07,2,5.0
130805,1.15,3,2.0
130806,9.88,10,3.0
130807,8.05,10,10.0
130808,1.63,5,10.0
130809,4.28,9,5.0
130810,1.05,2,9.0
130811,1.57,5,2.0
130812,1.61,5,5.0
130813,1.82,6,5.0
130814,1.87,6,6.0
130815,9.14,10,6.0
130816,2.53,7,10.0
130817,35.83,11,7.0
130818,2.65,8,11.0
130819,1.42,4,8.0
130820,2.89,8,4.0
130821,1.07,2,8.0
130822,2.05,6,2.0
130823,1.6,5,6.0
130824,2.49,7,5.0
130825,12.15,11,7.0
130826,3.7,9,11.0
130827,1.07,2,9.0
130828,1.37,4,2.0
130829,2.11,7,4.0
130830,2.02,6,7.0
130831,1.54,5,6.0
130832,8.73,10,5.0
130833,1.86,6,10.0
130834,3.93,9,6.0
130835,2.18,7,9.0
130836,1.2,3,7.0
130837,1.56,5,3.0
130838,1.37,4,5.0
130839,1.02,1,4.0
130840,2.27,7,1.0
130841,2.35,7,7.0
130842,3.96,9,7.0
130843,1.16,3,9.0
130844,14.97,11,3.0
130845,2.68,8,11.0
130846,1.04,1,8.0
130847,2.13,7,1.0
130848,1.23,3,7.0
130849,20.57,11,3.0
130850,3.33,8,11.0
130851,1.71,6,8.0
130852,13.26,11,6.0
130853,2.15,7,11.0
130854,3.79,9,7.0
