t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
466,"37,22",0,"0,5493562232",0,"0,4527896996",0,"0,3583690987",0,"0,2639484979",0,"0,1802575107",0,"0,09442060086",0,"0,04506437768",0,"0,01072961373",0,"0,4333333333","0,4986320084",0,1,"0,0601550471","0,07470549069","-0,1917024506","-0,005522708949","0,02483136664","0,00003022494434","-0,01666666667",0,0,"-0,1166666667","-0,15","-0,1"
467,"2,05",1,"0,5503211991",1,"0,4539614561",1,"0,3597430407",1,"0,2655246253",1,"0,182012848",1,"0,09635974304",1,"0,04710920771",0,"0,01070663812",1,"0,4333333333","0,5008190014",1,0,"0,1304886342","0,07033358712","-0,1861705192","-0,005271880319","-0,005139072172","-0,00000606617417",0,"-0,01666666667","0,01666666667","-0,1166666667","-0,15","-0,1166666667"
468,"2,06",1,"0,5512820513",0,"0,452991453",0,"0,358974359",0,"0,264957265",0,"0,1816239316",0,"0,09615384615",0,"0,04700854701",0,"0,01068376068",1,"0,45","0,5024529992",0,1,"0,2058676526","0,07537901836","-0,1733231715","-0,004783660306","-0,02671061239","-0,0000305181815","0,01666666667",0,"0,03333333333","-0,08333333333","-0,15","-0,1"
469,"5,73",1,"0,552238806",0,"0,4520255864",0,"0,3582089552",0,"0,2643923241",0,"0,1812366738",0,"0,09594882729",0,"0,04690831557",0,"0,01066098081",1,"0,45","0,5024529992",0,1,"0,2828226818","0,07695502922","-0,2211306019","-0,005966138135","0,02528932074","0,00002773329707","0,03333333333",0,"0,03333333333","-0,06666666667","-0,1333333333","-0,1"
470,"1,76",1,"0,5531914894",1,"0,4531914894",1,"0,3595744681",1,"0,2659574468",0,"0,1808510638",0,"0,09574468085",0,"0,04680851064",0,"0,01063829787",1,"0,45","0,5024529992",1,1,"0,3766278839","0,09380520214","-0,2717999417","-0,007148615963","0,08220532853","0,00008598477564","0,03333333333",0,"0,01666666667","-0,05","-0,1333333333","-0,1"
471,"7,66",1,"0,5541401274",0,"0,4522292994",0,"0,3588110403",0,"0,2653927813",0,"0,1804670913",0,"0,09554140127",0,"0,04670912951",0,"0,01061571125",0,"0,4666666667","0,5024529992",1,0,"0,5178169548","0,1411890708","-0,243850947","-0,006145301442","0,03693513374","0,00003655927867","0,05","0,01666666667","0,03333333333","-0,03333333333","-0,1","-0,08333333333"
472,"9,4",1,"0,5550847458",1,"0,4533898305",1,"0,3601694915",1,"0,2669491525",1,"0,1822033898",0,"0,09533898305",0,"0,04661016949",0,"0,01059322034",1,"0,4666666667","0,5035393853",0,1,"0,5846306594","0,06681370467","-0,2238326871","-0,005455522709","0,0345335769","0,00003403543983","0,03333333333","0,01666666667","0,03333333333","-0,01666666667","-0,08333333333","-0,1"
473,"1,1",1,"0,55602537",1,"0,4545454545",1,"0,3615221987",1,"0,2684989429",1,"0,1839323467",0,"0,09513742072",0,"0,04651162791",0,"0,01057082452",1,"0,4833333333","0,5040817004",0,0,"0,6668863682","0,08225570879","-0,1947174204","-0,004564185255","0,03394455084","0,00003339201296","0,05","0,05","0,05","0,01666666667","-0,06666666667","-0,1"
474,"1,77",0,"0,5548523207",0,"0,4535864979",0,"0,3607594937",0,"0,2679324895",0,"0,1835443038",0,"0,09493670886",0,"0,04641350211",0,"0,01054852321",0,"0,5","0,5040817004",0,1,"0,7015138598","0,03462749162","-0,1769073663","-0,004026695333","0,007116955559","0,000007086995412","0,05","0,06666666667","0,05","0,03333333333","-0,03333333333","-0,1"
475,"1,47",1,"0,5557894737",0,"0,4526315789",0,"0,36",0,"0,2673684211",0,"0,1831578947",0,"0,09473684211",0,"0,04631578947",0,"0,01052631579",0,"0,5","0,5040817004",1,1,"0,7075150088","0,006001148965","-0,162440957","-0,003623577891","-0,006002610729","-0,000006044161718","0,05","0,08333333333","0,06666666667","0,03333333333","-0,03333333333","-0,1"
476,"1,15",0,"0,5546218487",0,"0,4516806723",0,"0,3592436975",0,"0,2668067227",0,"0,1827731092",0,"0,09453781513",0,"0,04621848739",0,"0,01050420168",0,"0,5","0,5040817004",0,0,"0,7152122224","0,007697213547","-0,1474884362","-0,00322046045","-0,01884075947","-0,00001917531885","0,05","0,08333333333","0,06666666667","0,05","-0,03333333333","-0,1"
477,"2,73",0,"0,5534591195",0,"0,4507337526",0,"0,358490566",0,"0,2662473795",0,"0,1823899371",0,"0,09433962264",0,"0,04612159329",0,"0,01048218029",0,"0,4833333333","0,5035393853",0,0,"0,7165361132","0,001323890847","-0,1772318272","-0,003807220281","-0,04011486487","-0,00004101923188","0,01666666667","0,06666666667","0,05","0,05","-0,05","-0,1166666667"
478,"9,03",1,"0,5543933054",1,"0,4518828452",1,"0,359832636",0,"0,2656903766",0,"0,1820083682",0,"0,09414225941",0,"0,0460251046",0,"0,01046025105",1,"0,4666666667","0,5035393853",1,0,"0,7133453962","-0,00319071703","-0,2073282055","-0,004380542865","-0,03080423232","-0,00003167648633",0,"0,03333333333","0,03333333333","0,03333333333","-0,06666666667","-0,1166666667"
479,"3,6",1,"0,5553235908",1,"0,4530271399",1,"0,3611691023",1,"0,267223382",1,"0,1837160752",0,"0,09394572025",0,"0,04592901879",0,"0,01043841336",1,"0,4833333333","0,5040817004",1,1,"0,7059652795","-0,007380116652","-0,1822571675","-0,003789303951","0,003331012569","0,000003444328275",0,"0,05","0,03333333333","0,06666666667","-0,05","-0,1"
480,"3,51",1,"0,55625",1,"0,4541666667",1,"0,3625",0,"0,2666666667",0,"0,1833333333",0,"0,09375",0,"0,04583333333",0,"0,01041666667",1,"0,5","0,5040817004",1,0,"0,7044457501","-0,001519529462","-0,1482298155","-0,00303681806","0,03685212396","0,000038273654",0,"0,05","0,05","0,08333333333","-0,03333333333","-0,1"
481,"4,27",1,"0,5571725572",1,"0,4553014553",1,"0,3638253638",0,"0,2661122661",0,"0,182952183",0,"0,09355509356",0,"0,04573804574",0,"0,0103950104",1,"0,5166666667","0,5035393853",1,1,"0,7048058038","0,0003600537809","-0,1053386044","-0,00213652244","0,06610869834","0,00006858490211","0,01666666667","0,06666666667","0,06666666667","0,1",0,"-0,06666666667"
482,"2,44",1,"0,5580912863",1,"0,4564315353",1,"0,3651452282",1,"0,2676348548",0,"0,1825726141",0,"0,09336099585",0,"0,04564315353",0,"0,01037344398",1,"0,5166666667","0,5035393853",0,1,"0,7149505989","0,01014479501","-0,1127734095","-0,002266415838","0,07387555223","0,00007705176527","0,01666666667","0,06666666667","0,06666666667","0,08333333333",0,"-0,06666666667"
483,"1,29",1,"0,5590062112",1,"0,4575569358",0,"0,364389234",0,"0,2670807453",0,"0,182194617",0,"0,09316770186",0,"0,04554865424",0,"0,01035196687",1,"0,5333333333","0,5024529992",0,1,"0,7052632222","-0,009687376604","-0,06119906109","-0,001227268655","0,09553169236","0,00009889615023","0,05","0,06666666667","0,08333333333","0,1","0,01666666667","-0,03333333333"
484,"1,5",0,"0,5578512397",0,"0,4566115702",0,"0,3636363636",0,"0,2665289256",0,"0,1818181818",0,"0,09297520661",0,"0,04545454545",0,"0,01033057851",0,"0,5333333333","0,5035393853",1,1,"0,7048058038","-0,0004574184061","-0,1053386044","-0,00213652244","0,06610869834","0,00006858490211","0,06666666667","0,06666666667","0,08333333333","0,1",0,"-0,01666666667"
485,"1,2",0,"0,5567010309",0,"0,4556701031",0,"0,3628865979",0,"0,2659793814",0,"0,181443299",0,"0,09278350515",0,"0,04536082474",0,"0,01030927835",0,"0,5333333333","0,5035393853",1,1,"0,7027059998","-0,002099804008","-0,1114015267","-0,002279853086","0,07091519236","0,00007324872416","0,05","0,05","0,1","0,1",0,"-0,01666666667"
486,"1,1",0,"0,5555555556",0,"0,4547325103",0,"0,3621399177",0,"0,2654320988",0,"0,1810699588",0,"0,09259259259",0,"0,04526748971",0,"0,01028806584",0,"0,5166666667","0,5040817004",1,1,"0,7044457501","0,001739750227","-0,1482298155","-0,00303681806","0,03685212396","0,000038273654","0,01666666667","0,01666666667","0,08333333333","0,06666666667","-0,01666666667","-0,01666666667"
487,"2,06",0,"0,5544147844",0,"0,453798768",0,"0,3613963039",0,"0,2648870637",0,"0,180698152",0,"0,09240246407",0,"0,04517453799",0,"0,01026694045",0,"0,5","0,5040817004",0,0,"0,7130763706","0,008630620587","-0,1882637979","-0,003798262116","0,01205530175","0,00001264085747","-0,01666666667",0,"0,08333333333","0,06666666667","-0,05","-0,03333333333"
488,"1,55",1,"0,5553278689",0,"0,4528688525",0,"0,3606557377",0,"0,2643442623",0,"0,1803278689",0,"0,09221311475",0,"0,04508196721",0,"0,01024590164",1,"0,4833333333","0,5040817004",1,1,"0,7180573008","0,004980930192","-0,213113555","-0,004214816806","0,02476567674","0,00002620971984","-0,03333333333","-0,01666666667","0,06666666667","0,05","-0,06666666667","-0,05"
489,"1,55",0,"0,554192229",0,"0,4519427403",0,"0,3599182004",0,"0,263803681",0,"0,1799591002",0,"0,09202453988",0,"0,04498977505",0,"0,01022494888",0,"0,4833333333","0,5035393853",1,1,"0,7260321978","0,007974897007","-0,2521858371","-0,004877721043","0,005757469561","0,000006116627754","-0,05",0,"0,06666666667","0,05","-0,06666666667","-0,05"
490,"1,01",0,"0,5530612245",0,"0,4510204082",0,"0,3591836735",0,"0,2632653061",0,"0,1795918367",0,"0,09183673469",0,"0,04489795918",0,"0,01020408163",0,"0,4833333333","0,5035393853",1,1,"0,7438927579","0,01786056003","-0,2338082114","-0,004358147451","-0,00220163947","-0,000002350235404","-0,05","0,01666666667","0,05","0,05","-0,05","-0,05"
491,"1,06",0,"0,5519348269",0,"0,450101833",0,"0,3584521385",0,"0,2627291242",0,"0,1792260692",0,"0,0916496945",0,"0,04480651731",0,"0,01018329939",0,"0,4666666667","0,5024529992",1,0,"0,7945812335","0,05068847562","-0,2855211689","-0,005088237929","0,001032412023","0,000001098703727","-0,06666666667","-0,01666666667","0,03333333333","0,01666666667","-0,05","-0,06666666667"
492,"1,43",0,"0,5508130081",0,"0,4491869919",0,"0,3577235772",0,"0,262195122",0,"0,1788617886",0,"0,09146341463",0,"0,04471544715",0,"0,01016260163",0,"0,4666666667","0,5024529992",1,0,"0,8218247943","0,02724356076","-0,2627424402","-0,004461166353","0,001032412023","0,000001098703727","-0,05","-0,03333333333","0,01666666667","0,01666666667","-0,03333333333","-0,06666666667"
493,"1,41",0,"0,5496957404",0,"0,4482758621",0,"0,3569979716",0,"0,261663286",0,"0,1784989858",0,"0,09127789047",0,"0,04462474645",0,"0,01014198783",0,"0,4666666667","0,5024529992",0,0,"0,8273213747","0,005496580435","-0,2415417393","-0,003959509093","0,008755155391","0,000009273606087","-0,03333333333","-0,05","0,01666666667","0,01666666667","-0,03333333333","-0,05"
494,"1,87",0,"0,548582996",0,"0,4473684211",0,"0,3562753036",0,"0,2611336032",0,"0,1781376518",0,"0,09109311741",0,"0,04453441296",0,"0,01012145749",0,"0,4666666667","0,5024529992",1,0,"0,8241201532","-0,003201221475","-0,2235004508","-0,003583266147","0,02050738765","0,00002152935274","-0,01666666667","-0,05","0,01666666667","0,01666666667","-0,01666666667","-0,05"
495,"5,72",1,"0,5494949495",0,"0,4464646465",0,"0,3555555556",0,"0,2606060606",0,"0,1777777778",0,"0,09090909091",0,"0,04444444444",0,"0,0101010101",0,"0,4666666667","0,5024529992",0,1,"0,8201924196","-0,003927733601","-0,210203109","-0,003332437517","0,03247953293","0,0000337850994","-0,01666666667","-0,06666666667",0,"0,01666666667",0,"-0,05"
496,"4,53",1,"0,5504032258",1,"0,4475806452",1,"0,3568548387",1,"0,2620967742",0,"0,1774193548",0,"0,09072580645",0,"0,04435483871",0,"0,01008064516",1,"0,4666666667","0,5035393853",1,0,"0,8131370448","-0,007055374841","-0,1908426058","-0,002996506316","0,06511662046","0,00006759184676","-0,01666666667","-0,06666666667",0,"0,01666666667",0,"-0,06666666667"
497,"1,1",1,"0,5513078471",1,"0,4486921529",1,"0,3581488934",1,"0,2635814889",0,"0,1770623742",0,"0,09054325956",0,"0,04426559356",0,"0,01006036217",1,"0,4833333333","0,5040817004",0,1,"0,8126397333","-0,0004973115265","-0,1678406021","-0,002638179701","0,09758423956","0,0001018358274","0,01666666667","-0,05",0,"0,05","0,01666666667","-0,05"
498,"1,13",0,"0,5502008032",0,"0,4477911647",0,"0,3574297189",0,"0,2630522088",0,"0,1767068273",0,"0,09036144578",0,"0,04417670683",0,"0,01004016064",0,"0,4833333333","0,5035393853",0,1,"0,8171334337","0,004493700494","-0,1810454145","-0,00285317567","0,0693136066","0,00007225566881","0,01666666667","-0,03333333333","-0,01666666667","0,05","0,03333333333","-0,05"
499,"2,69",0,"0,5490981964",0,"0,4468937876",0,"0,3567134269",0,"0,2625250501",0,"0,1763527054",0,"0,09018036072",0,"0,04408817635",0,"0,01002004008",0,"0,4833333333","0,5035393853",0,1,"0,8187376423","0,001604208529","-0,1886102295","-0,002983069067","0,06088066872","0,00006378880566","0,01666666667","-0,01666666667","-0,01666666667","0,06666666667","0,05","-0,06666666667"
500,"3,18",1,"0,55",1,"0,448",0,"0,356",0,"0,262",0,"0,176",0,"0,09",0,"0,044",0,"0,01",1,"0,4833333333","0,5040817004",1,1,"0,8197513594","0,001013717169","-0,1742200374","-0,002768073099","0,08393416825","0,00008883625715","0,01666666667",0,"-0,01666666667","0,06666666667","0,05","-0,06666666667"
501,"5,04",1,"0,5508982036",1,"0,4491017964",1,"0,3572854291",0,"0,2614770459",0,"0,1756487026",0,"0,08982035928",0,"0,04391217565",0,"0,00998003992",1,"0,5","0,5040817004",1,0,"0,8228393449","0,003087985484","-0,1599460814","-0,002566514378","0,09319694355","0,00009939530906","0,03333333333","0,01666666667","0,01666666667","0,08333333333","0,08333333333","-0,05"
502,"2,19",1,"0,5517928287",1,"0,4501992032",1,"0,3585657371",1,"0,2629482072",0,"0,1752988048",0,"0,08964143426",0,"0,0438247012",0,"0,009960159363",1,"0,5","0,5040817004",1,1,"0,8262500648","0,003410719822","-0,1260482655","-0,002029024456","0,1170518581","0,0001257003266","0,03333333333","0,01666666667","0,03333333333","0,06666666667","0,08333333333","-0,03333333333"
503,"1,98",1,"0,5526838966",1,"0,4512922465",0,"0,3578528827",0,"0,2624254473",0,"0,1749502982",0,"0,08946322068",0,"0,04373757455",0,"0,009940357853",1,"0,5166666667","0,5035393853",1,0,"0,8228244842","-0,003425580531","-0,115738754","-0,00188569381","0,1046420588","0,000110594501","0,03333333333","0,05","0,03333333333","0,08333333333","0,1",0
504,"1,22",1,"0,5535714286",0,"0,4503968254",0,"0,3571428571",0,"0,2619047619",0,"0,1746031746",0,"0,08928571429",0,"0,04365079365",0,"0,009920634921",0,"0,5333333333","0,5035393853",1,1,"0,8174254982","-0,005398985989","-0,174680838","-0,002889008331","0,04540707539","0,00004476547319","0,05","0,06666666667","0,03333333333","0,08333333333","0,1","0,03333333333"
505,"3,45",0,"0,5524752475",0,"0,4495049505",0,"0,3564356436",0,"0,2613861386",0,"0,1742574257",0,"0,08910891089",0,"0,04356435644",0,"0,009900990099",0,"0,5166666667","0,5040817004",1,1,"0,8122380591","-0,005187439172","-0,1749220482","-0,002889008331","0,05787891858","0,00005609154549","0,03333333333","0,05",0,"0,06666666667","0,08333333333","0,01666666667"
506,"1,69",1,"0,5533596838",1,"0,4505928854",1,"0,3577075099",0,"0,2608695652",0,"0,1739130435",0,"0,08893280632",0,"0,04347826087",0,"0,009881422925",1,"0,5","0,5040817004",0,0,"0,8059343908","-0,006303668224","-0,1362133119","-0,002217145929","0,1054186978","0,0001000288634","0,01666666667","0,03333333333","-0,01666666667","0,05","0,06666666667","0,01666666667"
507,"1,32",0,"0,5522682446",0,"0,449704142",0,"0,3570019724",0,"0,2603550296",0,"0,1735700197",0,"0,08875739645",0,"0,04339250493",0,"0,009861932939",0,"0,5","0,5040817004",1,1,"0,8066754782","0,0007410874043","-0,1324085793","-0,002145480606","0,1025517753","0,00009752862378",0,"0,03333333333","-0,03333333333","0,03333333333","0,06666666667","0,03333333333"
508,"1,42",0,"0,5511811024",0,"0,4488188976",0,"0,3562992126",0,"0,2598425197",0,"0,1732283465",0,"0,08858267717",0,"0,04330708661",0,"0,009842519685",0,"0,4833333333","0,5035393853",1,0,"0,8048373446","-0,001838133602","-0,1191618135","-0,001908089223","0,106545825","0,0001010086407","-0,01666666667","0,01666666667","-0,05","0,01666666667","0,03333333333","0,01666666667"
509,"1,34",0,"0,5500982318",0,"0,4479371316",0,"0,3555992141",0,"0,2593320236",0,"0,1728880157",0,"0,0884086444",0,"0,04322200393",0,"0,009823182711",0,"0,4833333333","0,5035393853",1,1,"0,8009223711","-0,003914973507","-0,1451836349","-0,002297769417","0,06825056304","0,00006276248884","-0,03333333333",0,"-0,05",0,"0,05","0,01666666667"
