"22,11","0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
1356,"32,61",-1,0,0,"1,42",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,"0,2333",14,,"0,2410",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,,,0,0,0,0,0,,,,,1,0,1,0,,,,0,0,0,,"0,2043","0,1302","0,2545","0,0725",,"0,7025","0,7219","-0,0195",2,1,1,0,2,0,0,0,1,0,1,0,0,1,2,0,0,1,2,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1357,"32,61","1,75",2,0,"4,32",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2415",0,0,1,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,1,0,0,,,,1,0,0,,"0,2039","0,1174","0,2538","0,0569",,"0,7025","0,6098","0,0926",0,0,1,1,1,2,2,1,1,2,0,0,1,1,0,0,1,1,0,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1358,"32,61","-0,25",1,0,"2,77",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,"0,2333",14,,"0,2414",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,2038","0,0979","0,2541","0,0569",,"0,5917","0,6098","-0,0182",2,1,1,1,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1359,"32,61","-0,25",1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2412",0,0,0,0,1,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,,,0,0,1,0,0,,,,,0,1,0,0,,,,0,1,0,,"0,2037","0,1237","0,2541","0,0916",,"0,7025","0,7219","-0,0195",2,1,0,0,1,0,1,1,2,2,1,2,1,0,0,0,1,0,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1360,"32,61",-1,0,0,"1,4",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,"0,2000",12,,"0,2410",0,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,,,0,0,0,1,0,,,,,1,1,1,0,,,,0,0,0,,"0,2029","0,1213","0,2537","0,0998",,"0,8631","0,8813","-0,0182",0,0,1,0,2,1,1,1,2,2,0,0,1,0,2,2,1,1,2,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1361,"32,61","-0,25",1,0,"1,66",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,"0,2000",12,,"0,2408",0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,,,0,0,0,0,0,,,,,0,1,0,0,,,,0,0,0,,"0,2029","0,1353","0,2535","0,1035",,"0,7919","0,8113","-0,0194",1,0,0,1,1,1,2,0,1,2,1,0,2,1,1,0,2,1,2,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1362,"32,36","-0,25",1,1,"2,02",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,"0,2000",12,,"0,2406",1,1,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,,,1,1,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,2030","0,1353","0,2531","0,1035",,"0,8631","0,8813","-0,0182",1,2,1,2,1,1,1,2,1,1,1,0,0,2,2,1,1,0,2,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1363,"31,36",-1,0,1,"1,06",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2000",12,,"0,2405",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,,0,0,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,2035","0,1493","0,2534","0,1158",,"0,5917","0,6098","-0,0182",2,1,1,0,0,0,1,1,1,0,1,1,2,0,2,1,1,1,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1364,"31,36",-1,0,0,"1,48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,"0,1833",11,,"0,2403",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,1,1,0,,,0,0,0,0,0,,,,,0,0,1,0,,,,0,0,1,,"0,2041","0,1940","0,2536","0,1601",,"0,5917","0,6098","-0,0182",0,1,1,1,1,0,0,1,0,0,1,0,2,0,2,0,1,2,0,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1365,"31,36","1,75",2,0,"12,61",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,"0,1833",11,,"0,2408",0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,1,1,0,1,,,,0,0,0,,"0,2042","0,1810","0,2537","0,1554",,"0,7919","0,7219","0,0699",0,1,0,1,2,1,0,1,1,2,1,1,1,0,0,1,0,1,2,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1366,"31,36",-1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,"0,2000",12,,"0,2407",0,0,1,1,0,1,1,0,0,0,0,,0,1,0,1,0,0,0,0,,,0,1,1,0,0,,,,,0,0,0,0,,,,1,1,0,,"0,2034","0,1630","0,2533","0,1475",,"0,8631","0,8813","-0,0182",1,0,0,1,1,2,0,2,0,1,0,2,0,2,1,1,2,0,2,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1367,"33,11","1,75",2,1,"4,15",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,,,,,,,,,,,,,"0,2000",12,,"0,2412",1,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,1,0,0,,,0,0,0,1,1,,,,,0,0,1,1,,,,0,0,0,,"0,2035","0,1629","0,2534","0,1545",,"0,7919","0,7219","0,0699",1,2,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,1,1,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1368,"33,11","-0,25",1,0,"2,77",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2411",0,0,1,0,0,1,0,1,0,1,0,,0,1,0,1,0,0,0,1,,,0,0,1,1,1,,,,,0,0,0,1,,,,1,1,0,,"0,2036","0,1647","0,2532","0,1501",,"0,7919","0,8113","-0,0194",1,1,0,0,1,2,2,1,0,1,0,2,0,1,0,2,0,1,0,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1369,"32,11",-1,0,1,"1,11",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2409",0,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,1,0,1,1,,,1,1,0,1,0,,,,,0,0,0,0,,,,0,0,1,,"0,2031","0,1580","0,2530","0,1541",,"0,7919","0,8113","-0,0194",1,1,0,2,0,0,0,2,1,1,1,1,2,1,1,2,1,2,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1370,"31,86","-0,25",1,1,"3,17",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2407",0,1,1,0,0,0,1,0,0,0,0,,0,1,0,0,0,1,0,1,,,1,0,0,0,0,,,,,0,0,1,0,,,,1,0,0,,"0,2031","0,1550","0,2530","0,1625",,"0,7025","0,7219","-0,0195",1,0,0,2,0,2,0,1,1,1,1,1,0,2,2,1,0,1,1,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1371,"31,86",-1,0,0,"1,21",0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2405",1,1,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,,,1,1,0,0,0,,,,,0,0,1,0,,,,1,0,0,,"0,2017","0,1302","0,2523","0,1525",,"0,9587","0,9710","-0,0122",1,2,2,2,1,2,2,2,0,1,0,1,0,1,2,0,2,0,1,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942"
1372,"31,86",-1,0,0,"1,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2403",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2035","0,1644","0,2529","0,1774",,"0,2762","0,2864","-0,0102",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1373,"30,86",-1,0,1,"1,48",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2402",1,0,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,1,1,1,,,0,0,0,0,0,,,,,0,0,1,0,,,,0,0,1,,"0,2027","0,1630","0,2525","0,1612",,"0,8631","0,8813","-0,0182",0,2,2,1,1,1,0,0,2,1,0,0,1,1,2,1,2,2,0,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1374,"30,61","-0,25",1,1,"1,52",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2400",0,0,0,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,1,0,,,0,1,0,0,0,,,,,0,0,0,0,,,,0,0,1,,"0,2026","0,1801","0,2525","0,1727",,"0,7025","0,7219","-0,0195",2,1,2,0,1,1,0,2,1,0,0,0,1,0,1,0,1,2,0,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1375,"30,61",-1,0,0,"1,17",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2000",12,,"0,2398",0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,,1,0,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,2032","0,2038","0,2527","0,1934",,"0,5917","0,6098","-0,0182",0,1,1,2,1,0,0,1,1,0,1,1,2,0,2,1,0,0,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1376,"29,61",-1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,"0,2000",12,,"0,2397",0,0,1,0,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,,,0,0,0,1,0,,,,,1,0,0,0,,,,1,0,0,,"0,2027","0,1860","0,2525","0,1854",,"0,7919","0,8113","-0,0194",1,0,2,1,2,2,1,1,1,0,2,1,1,0,1,2,0,0,1,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1377,"29,61","1,75",2,0,"4,99",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,"0,2000",12,,"0,2402",0,0,1,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,0,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,1,0,0,,"0,2023","0,1738","0,2519","0,1727",,"0,7025","0,6098","0,0926",0,1,0,0,1,2,0,0,2,0,1,1,2,1,1,1,0,0,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1378,"29,61",-1,0,0,"1,16",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2400",0,0,0,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,,,0,1,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,2023","0,1738","0,2519","0,1727",,"0,7025","0,7219","-0,0195",2,1,1,1,1,1,1,2,1,1,0,2,0,1,1,0,2,0,1,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1379,"29,61","1,75",2,0,"9,29",1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,"0,2000",12,,"0,2406",1,0,0,1,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,1,,,0,1,0,0,0,,,,,1,0,0,0,,,,0,0,1,,"0,2032","0,1910","0,2529","0,1940",,"0,9183","0,8813","0,0370",1,2,0,1,2,0,1,2,0,0,0,0,1,2,1,0,2,2,1,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1380,"31,36","1,75",2,1,"7,77",1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,"0,2167",13,,"0,2411",0,0,0,0,0,1,0,0,1,0,1,,0,0,0,1,0,0,1,0,,,0,0,1,0,0,,,,,1,0,0,0,,,,0,1,1,,"0,2041","0,2068","0,2539","0,2252",,"0,9183","0,8813","0,0370",0,1,0,1,2,0,2,0,1,0,2,2,0,1,0,1,0,2,2,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1381,"30,36",-1,0,1,"1,04",0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,"0,2333",14,,"0,2410",0,0,1,0,1,1,0,0,0,0,1,,1,1,0,1,0,1,0,1,,,0,0,1,0,0,,,,,0,1,1,0,,,,1,1,0,,"0,2030","0,2008","0,2533","0,2216",,"0,9183","0,9341","-0,0158",1,0,2,0,1,2,1,0,0,2,2,2,0,0,2,1,1,1,2,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1382,"30,36","1,75",2,0,"7,29",1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,"0,2333",14,,"0,2415",0,0,1,1,1,0,1,1,0,0,1,,0,1,1,0,0,1,0,0,,,0,1,0,1,0,,,,,0,1,1,0,,,,1,0,0,,"0,2043","0,2252","0,2548","0,2653",,"0,9984","1,0000","-0,0016",0,1,1,1,1,2,2,2,2,2,2,1,0,2,2,2,2,1,1,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1
1383,"30,36","-0,25",1,0,"1,61",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,"0,2500",15,,"0,2413",0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,,,1,0,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,2042","0,2498","0,2550","0,2892",,"0,5917","0,6098","-0,0182",0,0,0,2,1,0,1,0,1,1,0,1,0,2,2,1,1,0,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1384,"30,36","1,75",2,0,"9,8",1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,"0,2500",15,,"0,2419",0,0,1,0,0,1,0,0,0,0,0,,0,1,0,1,0,0,0,1,,,0,0,1,0,0,,,,,1,0,0,0,,,,1,1,0,,"0,2043","0,2392","0,2551","0,2829",,"0,7919","0,7219","0,0699",1,1,0,1,2,2,2,1,1,0,1,2,0,1,0,1,0,0,0,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1385,"32,11","1,75",2,1,"5,74",1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,"0,2667",16,,"0,2424",1,1,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,1,,,1,0,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,2052","0,2545","0,2560","0,3028",,"0,9183","0,8813","0,0370",2,2,2,2,0,1,1,0,1,0,0,0,1,2,2,1,1,1,1,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1386,"32,11","-0,25",1,0,"3,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,"0,2667",16,,"0,2422",0,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,0,0,1,,,0,0,0,1,1,,,,,0,0,0,1,,,,0,0,0,,"0,2052","0,2378","0,2560","0,2879",,"0,7025","0,7219","-0,0195",1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,2,2,1,2,2,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1387,"32,11","-0,25",1,0,"2,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"0,2667",16,,"0,2421",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2037","0,1985","0,2565","0,2920",,"0,0000","0,0000","0,0000",1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
1388,"32,11","-0,25",1,0,"3,27",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"0,2667",16,,"0,2419",1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2036","0,2333","0,2567","0,2972",,"0,5917","0,6098","-0,0182",1,2,2,1,0,0,1,1,0,1,0,0,2,1,1,0,1,1,1,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1389,"32,11","-0,25",1,0,"1,68",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,"0,2667",16,,"0,2417",0,0,0,0,1,0,0,0,1,0,0,,0,0,1,0,0,0,1,0,,,0,0,0,0,0,,,,,0,1,0,0,,,,0,0,1,,"0,2034","0,2333","0,2570","0,2972",,"0,5917","0,6098","-0,0182",0,0,1,1,1,0,1,0,2,2,0,1,1,0,1,0,0,2,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1390,"32,11","-0,25",1,0,"3,56",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,"0,2667",16,,"0,2416",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2033","0,2174","0,2572","0,2972",,"0,5917","0,6098","-0,0182",2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1391,"32,11","-0,25",1,0,"1,81",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,"0,2500",15,,"0,2414",0,0,0,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,,,0,1,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,2032","0,2396","0,2575","0,3371",,"0,5917","0,6098","-0,0182",0,1,0,0,0,1,0,2,0,1,2,1,0,0,1,0,1,0,1,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1392,"31,86","-0,25",1,1,"2,91",0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,"0,2500",15,,"0,2412",1,1,0,0,1,1,0,0,0,1,1,,0,0,0,1,0,0,0,0,,,1,0,1,0,1,,,,,1,1,0,1,,,,0,1,0,,"0,2032","0,2276","0,2569","0,3195",,"0,9183","0,9341","-0,0158",1,2,1,2,2,0,1,1,0,2,0,2,1,0,1,0,2,0,0,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1393,"31,86",-1,0,0,"1,43",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,"0,2500",15,,"0,2410",0,0,0,0,1,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,1,0,0,,,,0,0,0,,"0,2037","0,2396","0,2571","0,3371",,"0,5917","0,6098","-0,0182",1,1,1,1,0,0,1,0,0,2,1,0,1,2,1,0,1,0,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1394,"31,86","-0,25",1,0,"2,03",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"0,2500",15,,"0,2409",0,0,1,0,1,1,0,0,0,0,0,,0,1,0,1,0,0,0,0,,,0,0,1,0,0,,,,,0,1,0,0,,,,1,1,0,,"0,2037","0,2427","0,2572","0,3332",,"0,7025","0,7219","-0,0195",2,0,1,1,1,2,0,1,1,2,1,2,1,1,1,0,1,1,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1395,"31,86",-1,0,0,"1,04",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,"0,2333",14,,"0,2407",0,0,0,0,0,0,0,0,0,0,1,,1,0,1,0,1,0,0,0,,,0,0,0,0,0,,,,,1,0,0,0,,,,0,0,0,,"0,2037","0,2559","0,2572","0,3515",,"0,7025","0,7219","-0,0195",0,0,2,0,2,1,0,1,2,1,1,1,2,1,1,0,1,1,0,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1396,"31,86","1,75",2,0,"9,71",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,"0,2333",14,,"0,2412",1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2043","0,2638","0,2577","0,3584",,"0,8631","0,8113","0,0518",1,2,2,0,0,1,2,1,1,0,1,1,0,2,0,0,2,0,0,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5,15,"0,25","0,75",-2,"-0,4150374993"
1397,"30,86",-1,0,1,"1,18",0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,"0,2500",15,,"0,2411",0,0,1,0,0,0,0,1,0,1,1,,0,1,1,0,1,0,0,0,,,0,0,0,1,1,,,,,0,0,0,1,,,,1,0,0,,"0,2032","0,2421","0,2572","0,3493",,"0,9183","0,9341","-0,0158",1,1,0,0,1,2,2,0,2,0,2,0,2,1,1,2,1,0,1,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1398,"30,86","-0,25",1,0,"1,88",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,"0,2500",15,,"0,2409",0,1,0,0,1,0,0,1,0,0,0,,0,0,1,0,0,0,0,1,,,1,0,0,1,0,,,,,0,1,0,0,,,,0,0,0,,"0,2032","0,2415","0,2570","0,3584",,"0,7919","0,8113","-0,0194",0,0,1,2,1,1,0,1,2,2,2,1,0,1,1,2,0,0,1,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
