t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
204,"2,83",1,"0,5441176471",0,"0,4656862745",0,"0,3284313725",0,"0,2450980392",0,"0,137254902",0,"0,07352941176",0,"0,02941176471",0,"0,004901960784",1,"0,4833333333","0,5040817004","0,9398536882",0,"-0,09263678426","-0,001961838216","0,1064698103","0,0002772586404",0,"0,05","0,08333333333","0,06666666667","-0,03333333333","-0,03333333333"
205,1,1,"0,5463414634",1,"0,4682926829",1,"0,3317073171",0,"0,243902439",0,"0,1365853659",0,"0,07317073171",0,"0,02926829268",0,"0,00487804878",1,"0,4833333333","0,5040817004","0,940768609","0,0009149207945","-0,09992339271","-0,002100689779","0,1064698103","0,0002772586404","0,01666666667","0,03333333333","0,08333333333","0,06666666667","-0,01666666667","-0,05"
206,"3,96",0,"0,5436893204",0,"0,4660194175",0,"0,3300970874",0,"0,2427184466",0,"0,1359223301",0,"0,07281553398",0,"0,02912621359",0,"0,004854368932",0,"0,5","0,5040817004","0,9442607571","0,00349214807","-0,09448177767","-0,001966317298","0,1064698103","0,0002772586404","0,01666666667","0,03333333333","0,1","0,1",0,"-0,01666666667"
207,"3,64",1,"0,5458937198",1,"0,4685990338",1,"0,3333333333",1,"0,2463768116",0,"0,1352657005",0,"0,07246376812",0,"0,02898550725",0,"0,004830917874",1,"0,5","0,5040817004","0,9479660961","0,00370533903","-0,04370976304","-0,0009002956195","0,1367661259","0,0003561534488","0,01666666667","0,03333333333","0,1","0,08333333333",0,"-0,01666666667"
208,1,1,"0,5480769231",1,"0,4711538462",1,"0,3365384615",0,"0,2451923077",0,"0,1346153846",0,"0,07211538462",0,"0,02884615385",0,"0,004807692308",1,"0,5166666667","0,5035393853","0,9426637508","-0,005302345308","0,007756280785","0,0001612469766","0,1658648151","0,0004308216683","0,01666666667","0,05","0,1333333333","0,1166666667","0,03333333333","0,01666666667"
209,"1,55",0,"0,5454545455",0,"0,4688995215",0,"0,3349282297",0,"0,2440191388",0,"0,1339712919",0,"0,07177033493",0,"0,02870813397",0,"0,004784688995",0,"0,5166666667","0,5040817004","0,9392077292","-0,003456021592","-0,04303736743","-0,0009047747021","0,1352887756","0,0003517811156","0,03333333333","0,05","0,1333333333","0,1333333333","0,03333333333","0,01666666667"
210,"2,69",0,"0,5428571429",0,"0,4666666667",0,"0,3333333333",0,"0,2428571429",0,"0,1333333333",0,"0,07142857143",0,"0,02857142857",0,"0,004761904762",0,"0,5166666667","0,5040817004","0,935952023","-0,003255706222","-0,04915480548","-0,001043626265","0,1352887756","0,0003517811156","0,03333333333","0,03333333333","0,1333333333","0,15","0,03333333333","0,03333333333"
211,"8,08",1,"0,5450236967",1,"0,4691943128",0,"0,3317535545",0,"0,2417061611",0,"0,1327014218",0,"0,07109004739",0,"0,02843601896",0,"0,004739336493",1,"0,5","0,5040817004","0,9352046976","-0,0007473254014","-0,04252072176","-0,0009092537848","0,1352887756","0,0003517811156","0,01666666667","0,03333333333","0,1","0,1166666667","0,01666666667","0,01666666667"
212,"11,3",1,"0,5471698113",1,"0,4716981132",1,"0,3349056604",1,"0,2452830189",1,"0,1367924528",0,"0,07075471698",0,"0,02830188679",0,"0,004716981132",1,"0,5166666667","0,5035393853","0,9304276032","-0,00477709439","-0,0004125951864","-0,000008958165368","0,1624420385","0,0004219312575","0,01666666667","0,03333333333","0,1","0,1333333333","0,03333333333","0,05"
213,"2,72",1,"0,5492957746",1,"0,4741784038",1,"0,338028169",1,"0,2488262911",1,"0,1408450704",1,"0,07511737089",0,"0,02816901408",0,"0,004694835681",1,"0,5166666667","0,5035393853","0,9260959631","-0,004331640087","0,01137350182","0,0002508286303","0,1610560804","0,0004177046688","0,01666666667","0,03333333333","0,1","0,1333333333","0,03333333333","0,03333333333"
214,"1,02",1,"0,5514018692",1,"0,476635514",1,"0,3411214953",0,"0,2476635514",0,"0,1401869159",0,"0,07476635514",0,"0,02803738318",0,"0,004672897196",1,"0,5166666667","0,5035393853","0,9223251932","-0,003770769941","0,02280832199","0,000510615426","0,1596667872","0,0004134780801",0,"0,01666666667","0,1","0,1333333333","0,03333333333","0,01666666667"
215,"1,73",0,"0,5488372093",0,"0,4744186047",0,"0,3395348837",0,"0,2465116279",0,"0,1395348837",0,"0,07441860465",0,"0,02790697674",0,"0,004651162791",0,"0,5333333333","0,5035393853","0,9146245293","-0,007700663893","0,003513528317","0,00008062348831","0,1596667872","0,0004134780801","0,01666666667","0,05","0,1166666667","0,15","0,05","0,01666666667"
216,"2,88",0,"0,5462962963",0,"0,4722222222",0,"0,337962963",0,"0,2453703704",0,"0,1388888889",0,"0,07407407407",0,"0,02777777778",0,"0,00462962963",0,"0,5166666667","0,5040817004","0,9132784532","-0,001346076122","-0,03424093919","-0,0007972767177","0,1288934731","0,0003341460385",0,"0,03333333333","0,08333333333","0,1166666667","0,05",0
217,"2,32",1,"0,5483870968",1,"0,4746543779",1,"0,3410138249",0,"0,2442396313",0,"0,1382488479",0,"0,07373271889",0,"0,02764976959",0,"0,004608294931",1,"0,5","0,5040817004","0,9136733858","0,0003949326569","-0,02831258765","-0,0006629042372","0,1288934731","0,0003341460385",0,"0,01666666667","0,05","0,1","0,05",0
218,"2,26",1,"0,5504587156",1,"0,4770642202",0,"0,3394495413",0,"0,2431192661",0,"0,1376146789",0,"0,07339449541",0,"0,02752293578",0,"0,004587155963",1,"0,5166666667","0,5035393853","0,9115664272","-0,002106958621","0,007751665454","0,00018364239","0,1562337072","0,0004045876693",0,"0,01666666667","0,05","0,1166666667","0,06666666667","0,01666666667"
219,"1,52",1,"0,5525114155",1,"0,4794520548",0,"0,3378995434",0,"0,2420091324",0,"0,1369863014",0,"0,07305936073",0,"0,02739726027",0,"0,004566210046",1,"0,5333333333","0,5024529992","0,903564761","-0,008001666183","0,04086668694","0,0009898772731","0,1769395931","0,0004572196914","0,01666666667","0,03333333333","0,06666666667","0,1333333333","0,06666666667","0,03333333333"
220,"7,28",0,"0,55",0,"0,4772727273",0,"0,3363636364",0,"0,2409090909",0,"0,1363636364",0,"0,07272727273",0,"0,02727272727",0,"0,004545454545",0,"0,55","0,5024529992","0,8917566899","-0,01180807108","0,004112805535","0,0001030189017","0,1709268246","0,000442728445","0,03333333333","0,03333333333","0,08333333333","0,1666666667","0,08333333333","0,06666666667"
221,"1,92",1,"0,5520361991",1,"0,479638009",1,"0,3393665158",1,"0,2443438914",1,"0,1402714932",0,"0,07239819005",0,"0,02714932127",0,"0,004524886878",1,"0,5333333333","0,5024529992","0,889296985","-0,002459704898","0,02853421076","0,0007300904775","0,1709268246","0,000442728445",0,"0,01666666667","0,06666666667","0,15","0,06666666667","0,05"
222,"1,54",1,"0,5540540541",0,"0,4774774775",0,"0,3378378378",0,"0,2432432432",0,"0,1396396396",0,"0,07207207207",0,"0,02702702703",0,"0,004504504505",0,"0,55","0,5024529992","0,8806375067","-0,00865947835","-0,0003404646008","-0,000008958165368","0,1709268246","0,000442728445","0,03333333333","0,03333333333","0,06666666667","0,1666666667","0,1","0,06666666667"
223,"9,64",0,"0,5515695067",0,"0,4753363229",0,"0,33632287",0,"0,2421524664",0,"0,1390134529",0,"0,07174887892",0,"0,0269058296",0,"0,004484304933",0,"0,55","0,5024529992","0,8736255353","-0,007011971367","-0,02770388005","-0,0007480068082","0,1709268246","0,000442728445","0,05","0,05","0,08333333333","0,15","0,1166666667","0,06666666667"
224,"2,92",1,"0,5535714286",1,"0,4776785714",1,"0,3392857143",1,"0,2455357143",1,"0,1428571429",0,"0,07142857143",0,"0,02678571429",0,"0,004464285714",1,"0,55","0,5008190014","0,8613567586","-0,01226877677","0,001787424825","0,00004926990952","0,1875513494","0,000483064864","0,03333333333","0,03333333333","0,06666666667","0,1333333333","0,1166666667","0,06666666667"
225,"2,26",1,"0,5555555556",1,"0,48",1,"0,3422222222",0,"0,2444444444",0,"0,1422222222",0,"0,07111111111",0,"0,02666666667",0,"0,004444444444",1,"0,5666666667","0,4986320084","0,8328752429","-0,02848151567","0,02690448045","0,0007614440563","0,192622088","0,0004936287097","0,03333333333","0,05","0,08333333333","0,15","0,1333333333","0,08333333333"
226,"1,04",1,"0,5575221239",1,"0,482300885",0,"0,3407079646",0,"0,2433628319",0,"0,1415929204",0,"0,07079646018",0,"0,02654867257",0,"0,004424778761",1,"0,5833333333","0,4958847037","0,778789481","-0,0540857619","0,04669391813","0,001361641136","0,1821633244","0,0004657511742","0,03333333333","0,06666666667","0,08333333333","0,1666666667","0,1666666667","0,1"
227,"1,29",0,"0,5550660793",0,"0,4801762115",0,"0,3392070485",0,"0,2422907489",0,"0,140969163",0,"0,0704845815",0,"0,02643171806",0,"0,004405286344",0,"0,5833333333","0,4986320084","0,7545044617","-0,02428501932","0,01317370286","0,0003986383589","0,1787304339","0,000459150951","0,05","0,05","0,1","0,1666666667","0,1666666667","0,1"
228,"1,5",0,"0,5526315789",0,"0,4780701754",0,"0,3377192982",0,"0,2412280702",0,"0,1403508772",0,"0,0701754386",0,"0,02631578947",0,"0,004385964912",0,"0,5833333333","0,4986320084","0,7298947894","-0,02460967231","-0,03252585162","-0,001012272687","0,1787304339","0,000459150951","0,03333333333","0,06666666667","0,1","0,15","0,1833333333","0,1166666667"
229,"2,81",0,"0,5502183406",0,"0,4759825328",0,"0,3362445415",0,"0,2401746725",0,"0,1397379913",0,"0,06986899563",0,"0,02620087336",0,"0,004366812227",0,"0,5666666667","0,5008190014","0,7253174006","-0,004577388709","-0,0498185935","-0,001581116187","0,1732080076","0,0004472610378","0,01666666667","0,06666666667","0,08333333333","0,1166666667","0,15","0,1166666667"
230,"1,12",1,"0,552173913",1,"0,4782608696",1,"0,3391304348",0,"0,2391304348",0,"0,1391304348",0,"0,06956521739",0,"0,02608695652",0,"0,004347826087",1,"0,5666666667","0,4986320084","0,7069268592","-0,01839054143","-0,04294110336","-0,001375078384","0,1610574228","0,0004127385837","0,01666666667","0,05","0,06666666667","0,1","0,1666666667","0,1166666667"
231,"1,16",0,"0,5497835498",0,"0,4761904762",0,"0,3376623377",0,"0,2380952381",0,"0,1385281385",0,"0,06926406926",0,"0,02597402597",0,"0,004329004329",0,"0,5666666667","0,5008190014","0,6990977714","-0,007829087794","-0,05377251609","-0,001742363164","0,1644388383","0,000422109494",0,"0,03333333333","0,06666666667","0,1","0,1833333333","0,1"
232,"8,21",0,"0,5474137931",0,"0,474137931",0,"0,3362068966",0,"0,2370689655",0,"0,1379310345",0,"0,06896551724",0,"0,02586206897",0,"0,004310344828",0,"0,5666666667","0,5008190014","0,6913333201","-0,007764451273","-0,09513021551","-0,003112962465","0,1473109333","0,0003770231942","-0,01666666667","0,01666666667","0,05","0,1","0,2","0,1"
233,"3,42",1,"0,5493562232",1,"0,4763948498",1,"0,339055794",1,"0,2403433476",1,"0,1416309013",0,"0,0686695279",0,"0,02575107296",0,"0,004291845494",1,"0,5666666667","0,4986320084","0,6694783067","-0,0218550134","-0,09749965488","-0,003189106871","0,1226002339","0,0003079104117","-0,01666666667","0,03333333333","0,05","0,1","0,1833333333","0,1"
234,"8,8",1,"0,5512820513",1,"0,4786324786",1,"0,3418803419",0,"0,2393162393",0,"0,141025641",0,"0,06837606838",0,"0,02564102564",0,"0,004273504274",1,"0,5833333333","0,4958847037","0,619346552","-0,05013175471","-0,1043930438","-0,00340410284","0,07432685742","0,0001793648769",0,"0,03333333333","0,06666666667","0,1","0,2","0,1333333333"
235,"12,09",1,"0,5531914894",1,"0,4808510638",1,"0,3446808511",1,"0,2425531915",1,"0,1446808511",0,"0,06808510638",0,"0,02553191489",0,"0,004255319149",1,"0,5833333333","0,4958847037","0,5601889222","-0,05915762979","-0,06016442132","-0,001948400967","0,09803019624","0,0002278415716","0,01666666667","0,03333333333","0,08333333333","0,1166666667","0,2","0,15"
236,"4,35",1,"0,5550847458",1,"0,4830508475",1,"0,3474576271",1,"0,2457627119",1,"0,1483050847",1,"0,07203389831",0,"0,02542372881",0,"0,004237288136",1,"0,6","0,4925677119","0,467710616","-0,09247830625","-0,06880195393","-0,002221625011","0,03207164685","0,00007208463771","0,03333333333","0,05","0,08333333333","0,1166666667","0,2166666667","0,1666666667"
237,"2,14",1,"0,5569620253",1,"0,4852320675",1,"0,3502109705",1,"0,2489451477",0,"0,1476793249",0,"0,07172995781",0,"0,0253164557",0,"0,004219409283",1,"0,6","0,4925677119","0,3832714459","-0,08443917009","-0,02550065837","-0,0008241512138","0,03207164685","0,00007208463771","0,03333333333","0,03333333333","0,08333333333","0,1166666667","0,2166666667","0,1666666667"
238,"1,57",1,"0,5588235294",1,"0,487394958",0,"0,3487394958",0,"0,2478991597",0,"0,1470588235",0,"0,07142857143",0,"0,02521008403",0,"0,004201680672",1,"0,6166666667","0,4886694324","0,242581755","-0,1406896909","-0,0362792185","-0,00116904058","-0,04926996177","-0,0001098633703","0,05","0,03333333333","0,1","0,1166666667","0,2166666667","0,2"
239,"2,6",0,"0,5564853556",0,"0,4853556485",0,"0,3472803347",0,"0,2468619247",0,"0,1464435146",0,"0,07112970711",0,"0,02510460251",0,"0,004184100418",0,"0,6333333333","0,4886694324","0,09301889383","-0,1495628612","-0,1144421066","-0,00372211771","-0,04926996177","-0,0001098633703","0,06666666667","0,05","0,1","0,15","0,2333333333","0,2166666667"
240,"1,24",1,"0,5583333333",1,"0,4875",0,"0,3458333333",0,"0,2458333333",0,"0,1458333333",0,"0,07083333333",0,"0,025",0,"0,004166666667",1,"0,6166666667","0,4886694324","-0,01900522632","-0,1120241201","-0,07022801255","-0,002279853086","-0,05848774175","-0,0001339591584","0,03333333333","0,03333333333","0,1","0,1333333333","0,2166666667","0,2166666667"
241,"1,61",0,"0,5560165975",0,"0,4854771784",0,"0,3443983402",0,"0,244813278",0,"0,1452282158",0,"0,07053941909",0,"0,02489626556",0,"0,004149377593",0,"0,6333333333","0,4886694324","-0,1261615631","-0,1071563368","-0,1423421414","-0,004662725074","-0,04008090693","-0,00009414872582","0,05","0,06666666667","0,1333333333","0,15","0,2333333333","0,2166666667"
242,"1,36",0,"0,5537190083",0,"0,4834710744",0,"0,3429752066",0,"0,2438016529",0,"0,1446280992",0,"0,07024793388",0,"0,02479338843",0,"0,004132231405",0,"0,6166666667","0,4925677119","-0,1822811814","-0,05611961828","-0,1530444893","-0,005047926185","0,0001683652492","0,0000004035797051","0,01666666667","0,05","0,1","0,1166666667","0,2333333333","0,2166666667"
243,"1,21",0,"0,5514403292",0,"0,4814814815",0,"0,341563786",0,"0,2427983539",0,"0,1440329218",0,"0,06995884774",0,"0,02469135802",0,"0,004115226337",0,"0,6","0,4958847037","-0,2210062897","-0,03872510825","-0,156743634","-0,005155424169","0,02531161063","0,00006108174195",0,"0,03333333333","0,06666666667","0,1","0,2166666667","0,2166666667"
244,"152,98",0,"0,5491803279",0,"0,4795081967",0,"0,3401639344",0,"0,2418032787",0,"0,143442623",0,"0,06967213115",0,"0,02459016393",0,"0,004098360656",0,"0,6","0,4958847037","-0,2844241949","-0,0634179052","-0,2182118134","-0,007090387889","0,01216220967","0,00002899044832","-0,01666666667","0,03333333333","0,05","0,08333333333","0,2166666667","0,2333333333"
245,"1,15",1,"0,5510204082",1,"0,4816326531",1,"0,3428571429",1,"0,2448979592",1,"0,1469387755",1,"0,07346938776",1,"0,02857142857",1,"0,008163265306",1,"0,6","0,4925677119","-0,4099512399","-0,125527045","-0,2506054809","-0,007901101854","-0,05445553766","-0,0001257188426","-0,03333333333","0,03333333333","0,06666666667","0,08333333333","0,2","0,2166666667"
246,"1,05",0,"0,5487804878",0,"0,4796747967",0,"0,3414634146",0,"0,243902439",0,"0,1463414634",0,"0,07317073171",0,"0,02845528455",0,"0,008130081301",0,"0,6","0,4958847037","-0,4999774116","-0,09002617166","-0,2504291294","-0,007730896712","-0,01780155757","-0,000040815992","-0,01666666667","0,01666666667","0,05","0,08333333333","0,1833333333","0,2166666667"
247,79,0,"0,5465587045",0,"0,4777327935",0,"0,3400809717",0,"0,2429149798",0,"0,1457489879",0,"0,07287449393",0,"0,02834008097",0,"0,008097165992",0,"0,5833333333","0,4986320084","-0,5949369969","-0,09495958527","-0,243740901","-0,007287467527","0,008859287082","0,00002002835796","-0,05",0,"0,03333333333","0,08333333333","0,1666666667","0,2"
248,"34,96",1,"0,5483870968",1,"0,4798387097",1,"0,3427419355",1,"0,2459677419",1,"0,1491935484",1,"0,07661290323",1,"0,03225806452",1,"0,01209677419",1,"0,5666666667","0,4986320084","-0,6551672091","-0,06023021227","-0,2122935976","-0,006122906029","0,01744947494","0,00003922478961","-0,05","-0,03333333333","0,01666666667","0,05","0,15","0,1833333333"
249,"1,51",1,"0,5502008032",1,"0,4819277108",1,"0,3453815261",1,"0,2489959839",1,"0,1526104418",1,"0,08032128514",1,"0,03614457831",0,"0,01204819277",1,"0,5666666667","0,4986320084","-0,6874989077","-0,03233169861","-0,1813726078","-0,005074800681","0,01744947494","0,00003922478961","-0,03333333333","-0,03333333333",0,"0,05","0,15","0,1833333333"
250,1,0,"0,548",0,"0,48",0,"0,344",0,"0,248",0,"0,152",0,"0,08",0,"0,036",0,"0,012",0,"0,5666666667","0,5008190014","-0,7199053874","-0,03240647972","-0,1667606685","-0,004528352593","0,01775829518","0,00004008046218","-0,03333333333","-0,05","-0,01666666667","0,05","0,1333333333","0,1666666667"
251,"2,15",0,"0,5458167331",0,"0,4780876494",0,"0,3426294821",0,"0,2470119522",0,"0,1513944223",0,"0,0796812749",0,"0,03585657371",0,"0,01195219124",0,"0,5666666667","0,5008190014","-0,7857807946","-0,06587540715","-0,2258789969","-0,005898951895","-0,002232195964","-0,000005005837569","-0,03333333333","-0,06666666667","-0,01666666667","0,03333333333","0,1166666667","0,1666666667"
252,"7,98",1,"0,5476190476",1,"0,4801587302",0,"0,3412698413",0,"0,246031746",0,"0,1507936508",0,"0,07936507937",0,"0,03571428571",0,"0,0119047619",1,"0,55","0,5008190014","-0,8356501709","-0,04986937629","-0,1978423146","-0,004931470035","0,004846780606","0,00001086323275","-0,05","-0,06666666667","-0,03333333333","0,03333333333","0,08333333333","0,15"
253,"5,34",1,"0,5494071146",1,"0,4822134387",1,"0,3438735178",1,"0,2490118577",1,"0,1541501976",0,"0,0790513834",0,"0,03557312253",0,"0,01185770751",1,"0,55","0,5008190014","-0,862605103","-0,02695493209","-0,1704814899","-0,004084923408","0,004846780606","0,00001086323275","-0,03333333333","-0,08333333333","-0,01666666667","0,05","0,08333333333","0,15"
254,"2,55",1,"0,5511811024",1,"0,4842519685",1,"0,3464566929",1,"0,2519685039",0,"0,1535433071",0,"0,07874015748",0,"0,03543307087",0,"0,01181102362",1,"0,55","0,5008190014","-0,8742111355","-0,01160603249","-0,1446965708","-0,003359312013","-0,0004440803556","-0,0000009932416239","-0,01666666667","-0,06666666667","-0,01666666667","0,03333333333","0,08333333333","0,1666666667"
255,9,1,"0,5529411765",1,"0,4862745098",0,"0,3450980392",0,"0,2509803922",0,"0,1529411765",0,"0,07843137255",0,"0,03529411765",0,"0,01176470588",1,"0,55","0,5008190014","-0,8767621149","-0,002550979419","-0,1214645116","-0,002754635851","-0,009314224724","-0,00002073265756","-0,01666666667","-0,05","-0,01666666667","0,01666666667","0,08333333333","0,1666666667"
256,"4,05",1,"0,5546875",1,"0,48828125",1,"0,34765625",1,"0,25390625",1,"0,15625",0,"0,078125",0,"0,03515625",0,"0,01171875",1,"0,5666666667","0,4986320084","-0,8854997801","-0,008737665171","-0,1519823626","-0,003350353848","-0,003147403549","-0,000006962419134",0,"-0,03333333333",0,"0,01666666667","0,08333333333","0,1833333333"
257,"2,03",1,"0,5564202335",1,"0,4902723735",1,"0,3501945525",1,"0,2568093385",0,"0,1556420233",0,"0,07782101167",0,"0,03501945525",0,"0,01167315175",1,"0,5833333333","0,4958847037","-0,8966453278","-0,01114554771","-0,1814438987","-0,00388784377","-0,004345891795","-0,000009596544018","0,01666666667","-0,01666666667","0,01666666667","0,05","0,1166666667","0,1833333333"
258,"1,7",1,"0,5581395349",0,"0,488372093",0,"0,3488372093",0,"0,2558139535",0,"0,1550387597",0,"0,07751937984",0,"0,03488372093",0,"0,01162790698",1,"0,5833333333","0,4958847037","-0,9038791588","-0,007233831007","-0,1486768486","-0,0031040043","-0,02762924425","-0,00006102547199","0,03333333333","-0,01666666667",0,"0,03333333333","0,1","0,1666666667"
259,1,0,"0,555984556",0,"0,4864864865",0,"0,3474903475",0,"0,2548262548",0,"0,1544401544",0,"0,07722007722",0,"0,03474903475",0,"0,01158301158",0,"0,6","0,4958847037","-0,9067083866","-0,002829227785","-0,2050127898","-0,004232733136","0,005903479946","0,00001303218429","0,05","0,01666666667","0,01666666667","0,05","0,1166666667","0,1833333333"
260,"1,17",0,"0,5538461538",0,"0,4846153846",0,"0,3461538462",0,"0,2538461538",0,"0,1538461538",0,"0,07692307692",0,"0,03461538462",0,"0,01153846154",0,"0,5833333333","0,4986320084","-0,9131826486","-0,006474262031","-0,1947865258","-0,003914718266","-0,00271709023","-0,000005993569251","0,03333333333","0,01666666667","-0,01666666667","0,03333333333","0,08333333333","0,1666666667"
261,"1,54",0,"0,5517241379",0,"0,4827586207",0,"0,3448275862",0,"0,2528735632",0,"0,153256705",0,"0,07662835249",0,"0,03448275862",0,"0,01149425287",0,"0,5833333333","0,4986320084","-0,9149189441","-0,001736295535","-0,2471474276","-0,004855325629","0,01833063351","0,0000401655796","0,03333333333","0,01666666667","-0,01666666667","0,01666666667","0,1","0,1666666667"
262,"28,4",0,"0,5496183206",0,"0,4809160305",0,"0,3435114504",0,"0,2519083969",0,"0,1526717557",0,"0,07633587786",0,"0,03435114504",0,"0,01145038168",0,"0,5666666667","0,5008190014","-0,9146266693","0,000292274819","-0,2303431522","-0,004416375526","-0,003086259235","-0,000006735046006",0,0,"-0,05","-0,01666666667","0,08333333333","0,1333333333"
263,"1,27",1,"0,5513307985",1,"0,4828897338",1,"0,3460076046",1,"0,2547528517",1,"0,1558935361",1,"0,07984790875",1,"0,03802281369",0,"0,01140684411",1,"0,5666666667","0,4986320084","-0,9137215096","0,0009051597522","-0,2615620587","-0,004900116456","0,01523039028","0,00003277575789","-0,01666666667",0,"-0,06666666667","-0,01666666667","0,08333333333","0,1166666667"
264,"1,47",0,"0,5492424242",0,"0,4810606061",0,"0,3446969697",0,"0,2537878788",0,"0,1553030303",0,"0,07954545455",0,"0,03787878788",0,"0,01136363636",0,"0,5666666667","0,5008190014","-0,914594467","-0,0008729574304","-0,2431169293","-0,004420854609","-0,007688409646","-0,0000164662789","-0,01666666667","0,01666666667","-0,05","-0,01666666667","0,06666666667","0,1"
265,"1,29",0,"0,5471698113",0,"0,479245283",0,"0,3433962264",0,"0,2528301887",0,"0,1547169811",0,"0,07924528302",0,"0,03773584906",0,"0,01132075472",0,"0,55","0,5024529992","-0,9178326469","-0,003238179902","-0,213342826","-0,003748992206","-0,03836620431","-0,00008195322998","-0,05",0,"-0,08333333333","-0,01666666667","0,05","0,08333333333"
266,"8,49",0,"0,545112782",0,"0,477443609",0,"0,3421052632",0,"0,2518796992",0,"0,1541353383",0,"0,07894736842",0,"0,03759398496",0,"0,01127819549",0,"0,5333333333","0,5035393853","-0,9247883942","-0,006955747334","-0,1706934125","-0,002897966496","-0,07381387426","-0,0001576583371","-0,05","-0,01666666667","-0,08333333333","-0,03333333333","0,01666666667","0,06666666667"
267,"1,68",1,"0,5468164794",1,"0,4794007491",1,"0,3445692884",1,"0,2546816479",1,"0,1573033708",0,"0,07865168539",0,"0,03745318352",0,"0,01123595506",1,"0,5333333333","0,5024529992","-0,9267009486","-0,001912554401","-0,2213963144","-0,003668368718","-0,04220025608","-0,00008939941015","-0,05","-0,01666666667","-0,06666666667","-0,03333333333","0,01666666667","0,06666666667"
268,"1,97",0,"0,5447761194",0,"0,4776119403",0,"0,3432835821",0,"0,2537313433",0,"0,1567164179",0,"0,07835820896",0,"0,03731343284",0,"0,01119402985",0,"0,5333333333","0,5035393853","-0,9293968065","-0,002695857846","-0,1803300538","-0,002924840993","-0,07822285927","-0,0001656879669","-0,03333333333","-0,03333333333","-0,06666666667","-0,03333333333","0,01666666667","0,05"
269,"1,12",1,"0,5464684015",0,"0,4758364312",0,"0,3420074349",0,"0,2527881041",0,"0,156133829",0,"0,0780669145",0,"0,03717472119",0,"0,01115241636",0,"0,5166666667","0,5040817004","-0,9302670253","-0,0008702188721","-0,1329641259","-0,002158917854","-0,1140596952","-0,0002424137571","-0,05","-0,06666666667","-0,08333333333","-0,05","0,01666666667","0,05"
270,"1,89",0,"0,5444444444",0,"0,4740740741",0,"0,3407407407",0,"0,2518518519",0,"0,1555555556",0,"0,07777777778",0,"0,03703703704",0,"0,01111111111",0,"0,5166666667","0,5040817004","-0,9302670253",0,"-0,1329641259","-0,002158917854","-0,1140596952","-0,0002424137571","-0,05","-0,06666666667","-0,08333333333","-0,06666666667",0,"0,03333333333"
271,"1,52",1,"0,5461254613",0,"0,4723247232",0,"0,3394833948",0,"0,2509225092",0,"0,1549815498",0,"0,07749077491",0,"0,036900369",0,"0,0110701107",0,"0,5166666667","0,5040817004","-0,9302670253",0,"-0,1329641259","-0,002158917854","-0,1140596952","-0,0002424137571","-0,03333333333","-0,08333333333","-0,06666666667","-0,06666666667",0,"0,03333333333"
272,"1,22",0,"0,5441176471",0,"0,4705882353",0,"0,3382352941",0,"0,25",0,"0,1544117647",0,"0,07720588235",0,"0,03676470588",0,"0,01102941176",0,"0,5","0,5040817004","-0,9302670253",0,"-0,06896479562","-0,001119770671","-0,1521491328","-0,0003233661359","-0,03333333333","-0,08333333333","-0,06666666667","-0,1","-0,01666666667",0
273,"7,03",0,"0,5421245421",0,"0,4688644689",0,"0,336996337",0,"0,2490842491",0,"0,1538461538",0,"0,07692307692",0,"0,03663003663",0,"0,01098901099",0,"0,4833333333","0,5035393853","-0,9181204264","0,01214659892","-0,005618486618","-0,00009406073636","-0,1862558675","-0,000395428104","-0,05","-0,1","-0,08333333333","-0,1166666667","-0,05",0
274,"3,06",1,"0,5437956204",1,"0,4708029197",1,"0,3394160584",1,"0,2518248175",1,"0,1569343066",0,"0,07664233577",0,"0,03649635036",0,"0,01094890511",1,"0,4666666667","0,5035393853","-0,8981822091","0,01993821734","-0,02980253492","-0,000524052674","-0,1862558675","-0,000395428104","-0,06666666667","-0,1","-0,1","-0,15","-0,05","-0,01666666667"
275,"1,43",1,"0,5454545455",1,"0,4727272727",1,"0,3418181818",0,"0,2509090909",0,"0,1563636364",0,"0,07636363636",0,"0,03636363636",0,"0,01090909091",1,"0,4666666667","0,5035393853","-0,8823524368","0,01582977228","-0,0519085738","-0,0009540446117","-0,1862558675","-0,000395428104","-0,05","-0,1","-0,1","-0,1666666667","-0,03333333333","-0,01666666667"
276,"10,8",0,"0,5434782609",0,"0,4710144928",0,"0,3405797101",0,"0,25",0,"0,1557971014",0,"0,07608695652",0,"0,03623188406",0,"0,01086956522",0,"0,4833333333","0,5035393853","-0,8779393502","0,004413086612","-0,02977576387","-0,0005643644182","-0,1862558675","-0,000395428104","-0,03333333333","-0,08333333333","-0,06666666667","-0,1333333333","-0,03333333333","-0,01666666667"
277,"1,94",1,"0,5451263538",1,"0,4729241877",1,"0,3429602888",1,"0,2527075812",1,"0,1588447653",1,"0,07942238267",0,"0,03610108303",0,"0,01083032491",1,"0,4833333333","0,5040817004","-0,8749350184","0,003004331778","-0,08033785557","-0,001558720774","-0,147966047","-0,0003144757251","-0,03333333333","-0,06666666667","-0,06666666667","-0,15","-0,05","-0,01666666667"
