"142,19","2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
858,"185,94",-5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3283",0,0,1,1,0,1,0,,,,,,1,1,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,1,1,,,"0,2673","0,3201","0,3087","0,3201",,"0,8366","0,8631","-0,0265",0,0,2,0,0,2,0,2,0,1,1,3,1,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
859,"185,94","6,25",2,0,3,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3291",1,0,0,0,0,1,0,,,,,,1,0,0,1,1,,,,,,0,0,1,,,,,,,1,0,,,,,,0,1,,,"0,2684","0,3346","0,3102","0,3346",,"0,9968","0,9852","0,0116",2,2,3,0,2,0,1,1,0,0,0,2,2,0,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",7
860,"185,94",-5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3287",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,2697","0,3421","0,3111","0,3421",,"0,5665","0,5917","-0,0252",0,0,1,1,3,0,1,1,1,1,0,1,0,3,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
861,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3295",1,1,1,0,0,0,0,,,,,,1,1,1,0,1,,,,,,1,0,0,,,,,,,1,0,,,,,,1,0,,,"0,2704","0,3308","0,3118","0,3308",,"0,9183","0,9403","-0,0220",2,2,2,2,3,3,1,0,3,1,2,0,3,0,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
862,"185,94",-5,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3291",0,0,0,1,0,0,0,,,,,,0,0,1,0,0,,,,,,0,1,0,,,,,,,1,0,,,,,,0,0,,,"0,2706","0,3325","0,3120","0,3325",,"0,7219","0,7496","-0,0277",0,0,0,0,2,0,0,2,3,0,1,0,0,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
863,"185,94","6,25",2,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3299",1,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,2713","0,3312","0,3127","0,3312",,"0,9183","0,8631","0,0552",2,2,2,0,3,1,1,0,1,0,0,1,0,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5
864,"185,94",-5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3295",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,2725","0,3483","0,3136","0,3483",,"0,5665","0,5917","-0,0252",0,0,0,0,2,0,0,1,0,0,0,0,2,1,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
865,"185,94","6,25",2,0,3,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3303",1,1,0,0,0,1,0,,,,,,1,0,0,1,0,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2736","0,3429","0,3150","0,3429",,"0,9968","1,0000","-0,0032",2,2,2,3,1,0,3,0,0,1,2,3,0,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
866,"185,94",-5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3299",0,1,1,0,0,0,1,,,,,,0,1,1,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,1,0,,,"0,2730","0,3308","0,3146","0,3308",,"0,8366","0,8631","-0,0265",0,0,1,3,0,2,0,1,3,1,0,1,0,2,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
867,"185,94","6,25",2,0,3,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3306",1,1,1,0,1,0,1,,,,,,0,1,0,0,1,,,,,,1,0,0,,,,,,,0,1,,,,,,1,0,,,"0,2741","0,3453","0,3160","0,3453",,"0,9968","1,0000","-0,0032",2,2,1,3,1,2,1,0,0,3,1,0,3,3,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
868,"185,94",-5,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3303",0,0,1,1,1,1,0,,,,,,1,1,1,1,0,,,,,,0,1,1,,,,,,,0,1,,,,,,1,1,,,"0,2724","0,3189","0,3146","0,3189",,"0,9710","0,9852","-0,0143",0,0,2,0,0,2,0,3,2,3,1,3,1,1,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
869,"185,94","6,25",2,0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3310",1,0,0,0,0,0,1,,,,,,1,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2734","0,3469","0,3160","0,3469",,"0,9968","1,0000","-0,0032",2,2,2,1,1,0,3,0,0,0,3,0,3,2,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
870,"185,94",-5,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3307",0,0,0,1,1,1,1,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,1,1,,,,,,0,1,,,"0,2717","0,3204","0,3147","0,3204",,"0,9710","0,9852","-0,0143",0,0,0,0,3,1,0,3,0,3,2,3,1,2,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
871,"185,94","6,25",2,0,3,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3314",1,1,1,0,1,1,0,,,,,,0,1,0,1,0,,,,,,1,0,1,,,,,,,1,1,,,,,,1,1,,,"0,2728","0,3484","0,3161","0,3484",,"0,9968","1,0000","-0,0032",2,2,0,3,2,2,0,1,0,3,1,2,0,1,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
872,"185,94",-5,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3310",0,1,0,0,1,1,1,,,,,,0,0,1,1,0,,,,,,1,0,1,,,,,,,0,1,,,,,,0,1,,,"0,2710","0,3219","0,3148","0,3219",,"0,9710","0,9852","-0,0143",0,0,0,3,0,0,2,1,2,3,1,2,0,2,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
873,"185,94","6,25",2,0,3,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3318",1,0,0,1,0,0,0,,,,,,1,0,1,0,1,,,,,,0,1,0,,,,,,,1,0,,,,,,0,0,,,"0,2721","0,3500","0,3161","0,3500",,"0,9968","1,0000","-0,0032",2,2,2,0,3,1,0,2,2,0,0,1,2,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
874,"185,94",-5,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3314",0,1,1,1,0,0,0,,,,,,0,1,1,0,0,,,,,,1,1,0,,,,,,,0,0,,,,,,1,0,,,"0,2715","0,3377","0,3157","0,3377",,"0,8366","0,8631","-0,0265",0,0,0,3,1,3,0,2,2,0,0,0,1,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
875,"185,94","6,25",2,0,3,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3322",1,0,0,1,1,0,0,,,,,,1,0,0,0,1,,,,,,0,1,0,,,,,,,0,1,,,,,,0,0,,,"0,2726","0,3525","0,3171","0,3525",,"0,9968","1,0000","-0,0032",2,2,3,0,0,0,0,3,0,2,2,0,3,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
876,"185,94",-5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3318",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2729","0,3497","0,3173","0,3497",,"0,7219","0,7496","-0,0277",0,0,0,0,1,1,2,1,0,1,2,0,2,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
877,"185,94","6,25",2,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3326",1,1,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2735","0,3487","0,3180","0,3487",,"0,9183","0,8631","0,0552",2,2,0,2,1,0,2,1,1,1,0,0,0,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5
878,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3322",0,0,0,0,0,1,0,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2748","0,3652","0,3188","0,3652",,"0,5665","0,5917","-0,0252",0,0,0,1,0,0,0,0,3,1,0,3,0,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
879,"185,94","6,25",2,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3330",1,0,0,0,0,0,0,,,,,,0,0,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2754","0,3546","0,3195","0,3546",,"0,9183","0,8631","0,0552",2,2,1,0,1,1,2,1,3,0,1,1,1,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5
880,"185,94",-5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3326",0,0,0,1,0,0,1,,,,,,0,0,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,2748","0,3530","0,3191","0,3530",,"0,8366","0,8631","-0,0265",0,0,1,1,1,0,3,3,0,1,2,0,1,2,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
881,"185,94","6,25",2,0,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3333",1,0,1,0,1,0,0,,,,,,0,1,1,0,1,,,,,,0,0,0,,,,,,,1,1,,,,,,1,0,,,"0,2754","0,3619","0,3197","0,3619",,"0,9183","0,9403","-0,0220",2,2,0,0,3,2,3,1,3,2,3,1,3,0,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
882,"185,94",-5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3330",0,0,1,0,0,0,0,,,,,,0,1,0,0,0,,,,,,0,0,0,,,,,,,1,0,,,,,,1,0,,,"0,2748","0,3538","0,3193","0,3538",,"0,8366","0,8631","-0,0265",0,0,1,0,2,3,3,1,1,0,3,1,0,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
883,"185,94","6,25",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3337",1,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2740","0,3434","0,3180","0,3434",,"0,7219","0,5917","0,1303",2,2,0,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3
884,"185,94",-5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3333",0,1,0,0,1,1,0,,,,,,0,0,0,1,0,,,,,,1,0,1,,,,,,,0,1,,,,,,0,1,,,"0,2743","0,3838","0,3182","0,3838",,"0,7219","0,7496","-0,0277",0,0,1,3,0,0,1,1,0,2,0,2,1,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
885,"185,94","6,25",2,0,3,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3341",1,1,0,0,0,1,0,,,,,,1,0,1,1,0,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2753","0,3881","0,3195","0,3881",,"0,9968","1,0000","-0,0032",2,2,2,3,0,1,1,0,2,1,3,3,1,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
886,"185,94",-5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3337",0,0,0,1,0,1,0,,,,,,0,0,0,1,1,,,,,,0,1,1,,,,,,,1,0,,,,,,0,1,,,"0,2741","0,3677","0,3186","0,3677",,"0,9183","0,9403","-0,0220",0,0,1,0,2,1,0,2,1,0,2,2,2,1,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
887,"185,94","6,25",2,0,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3345",1,0,1,1,0,1,1,,,,,,1,1,1,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,1,1,,,"0,2750","0,3888","0,3197","0,3888",,"0,9710","0,9852","-0,0143",2,2,2,0,0,2,1,2,3,1,1,3,0,3,,,,,,,,,,,9,6,"0,6","0,4","-0,7369655942","-1,321928095",8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",9
888,"185,94",-5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3341",0,1,0,0,0,1,0,,,,,,0,0,1,1,1,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2744","0,3777","0,3193","0,3777",,"0,8366","0,8631","-0,0265",0,0,0,2,0,1,1,1,3,1,0,3,3,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
889,"185,94","6,25",2,0,3,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3348",1,1,0,0,1,0,0,,,,,,0,0,0,0,1,,,,,,1,0,0,,,,,,,0,1,,,,,,0,0,,,"0,2753","0,3906","0,3204","0,3906",,"0,9710","0,9403","0,0307",2,2,0,3,1,0,0,0,1,3,1,0,3,1,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",6
890,"185,94",-5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3345",0,0,0,1,0,0,1,,,,,,0,0,0,0,1,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,2741","0,3741","0,3195","0,3741",,"0,9183","0,9403","-0,0220",0,0,1,1,1,0,2,2,1,1,2,0,3,2,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
891,"185,94","6,25",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3352",1,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2733","0,3717","0,3181","0,3717",,"0,7219","0,5917","0,1303",2,2,1,0,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3
892,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3348",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2756","0,4221","0,3195","0,4221",,"0,3534","0,3712","-0,0179",0,0,0,0,1,1,0,0,1,0,1,0,3,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
893,"185,94","6,25",2,0,3,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3356",1,1,1,0,1,0,0,,,,,,0,1,0,0,1,,,,,,1,0,0,,,,,,,0,1,,,,,,1,0,,,"0,2766","0,4150","0,3208","0,4150",,"0,9968","0,9852","0,0116",2,2,0,2,1,3,0,1,0,3,0,1,2,0,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",7
894,"185,94",-5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3352",0,0,0,0,1,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,1,1,,,,,,0,0,,,"0,2760","0,4043","0,3204","0,4043",,"0,8366","0,8631","-0,0265",0,0,1,1,2,1,2,1,0,3,0,1,2,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
895,"185,94","6,25",2,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3359",1,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2766","0,4130","0,3210","0,4130",,"0,9183","0,8631","0,0552",2,2,2,0,1,1,1,1,1,0,2,0,0,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5
896,"185,94",-5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3356",0,1,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2788","0,4296","0,3224","0,4296",,"0,3534","0,3712","-0,0179",0,0,1,2,1,1,1,0,1,0,1,1,1,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
897,"185,94","6,25",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3363",1,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2789","0,4102","0,3223","0,4102",,"0,8366","0,7496","0,0870",2,2,0,0,1,0,0,0,1,0,1,1,3,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",4
898,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3359",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2811","0,4383","0,3236","0,4383",,"0,3534","0,3712","-0,0179",0,0,0,0,1,0,0,1,1,0,1,0,2,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
899,"185,94","6,25",2,0,3,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3367",1,0,1,0,1,0,0,,,,,,0,1,0,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,1,0,,,"0,2820","0,4303","0,3247","0,4303",,"0,9710","0,9403","0,0307",2,2,1,0,0,3,1,1,1,3,1,1,2,1,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",6
900,"185,94",-5,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3363",0,1,0,0,1,0,1,,,,,,0,0,1,0,0,0,,,,,1,0,0,,,,,,,1,1,0,,,,,0,0,,,"0,2801","0,4061","0,3232","0,4061",,"0,9887","0,9968","-0,0081",0,0,0,3,2,0,3,1,3,2,3,1,1,3,1,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",0
901,"185,94","6,25",2,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3370",1,0,0,0,0,0,1,,,,,,0,0,0,0,1,0,,,,,0,0,0,,,,,,,0,0,0,,,,,0,0,,,"0,2809","0,4324","0,3242","0,4324",,"0,9544","0,9183","0,0361",2,2,0,1,0,0,0,0,0,1,2,0,3,3,0,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6
902,"185,94",-5,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3367",0,1,1,0,0,0,1,,,,,,0,1,1,0,0,1,,,,,1,0,0,,,,,,,1,0,1,,,,,1,0,,,"0,2794","0,4142","0,3230","0,4142",,"0,9544","0,9710","-0,0165",0,0,0,3,3,2,0,1,2,1,1,0,1,3,3,,,,,,,,,,6,10,"0,375","0,625","-1,415037499","-0,6780719051",6,9,"0,4","0,6","-1,321928095","-0,7369655942",0
903,"185,94","6,25",2,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3374",1,0,0,0,0,0,0,,,,,,0,0,1,0,0,1,,,,,0,0,0,,,,,,,0,0,1,,,,,0,0,,,"0,2798","0,4327","0,3234","0,4327",,"0,8960","0,8366","0,0594",2,2,0,0,0,0,1,0,2,0,1,0,1,1,3,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",5
904,"185,94",-5,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3370",0,1,0,1,0,0,0,,,,,,1,0,1,0,1,1,,,,,1,1,0,,,,,,,0,0,1,,,,,0,0,,,"0,2780","0,4175","0,3220","0,4175",,"0,9887","0,9968","-0,0081",0,0,3,3,1,1,3,3,2,0,0,0,3,0,3,,,,,,,,,,7,9,"0,4375","0,5625","-1,192645078","-0,8300749986",7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",0
