"142,19","2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
1574,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4063",1,1,1,1,0,0,0,1,1,0,0,,1,1,1,0,0,0,1,0,0,,1,1,0,1,0,0,,,,1,0,0,0,0,,,1,0,1,,"0,2213","0,6435","0,2842","0,6435",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,1,0,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1575,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4061",0,0,0,0,1,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,,0,1,0,0,1,,,0,1,0,,"0,2218","0,6365","0,2846","0,6365",,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,1,0,1,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949",0
1576,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,"0,5000",30,,"0,4065",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,0,,,1,0,0,,"0,2222","0,6435","0,2851","0,6435",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,3,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1577,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,"0,5000",30,,"0,4062",0,0,0,0,1,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,,0,1,0,0,1,,,0,1,0,,"0,2227","0,6365","0,2855","0,6365",,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,1,0,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949",0
1578,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,"0,5000",30,,"0,4066",1,1,1,1,0,0,0,0,1,1,0,,1,1,1,0,0,1,1,0,1,,1,1,0,0,1,1,,,,1,0,1,1,0,,,1,0,1,,"0,2230","0,6383","0,2858","0,6383",,"0,9587","0,9710","-0,0122",2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,2,0,2,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",12,8,"0,6","0,4","-0,7369655942","-1,321928095",13
1579,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,"0,5000",30,,"0,4063",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,,,,0,1,1,0,1,,,0,1,0,,"0,2227","0,6325","0,2855","0,6325",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,0,2,0,1,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1580,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,"0,5000",30,,"0,4067",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,0,,,1,0,0,,"0,2231","0,6397","0,2859","0,6397",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,3,0,1,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1581,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,,,,,,,,,"0,5000",30,,"0,4064",0,0,0,0,1,1,1,1,1,0,0,,0,0,0,1,1,1,1,1,0,,0,0,1,1,0,0,,,,0,1,1,0,1,,,0,1,1,,"0,2225","0,6160","0,2853","0,6160",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,1,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1582,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4068",1,1,1,1,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,1,0,,1,1,0,0,1,0,,,,1,0,0,1,0,,,1,0,0,,"0,2229","0,6426","0,2857","0,6426",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1583,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4066",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,,,,0,1,1,0,0,,,0,1,0,,"0,2225","0,6367","0,2854","0,6367",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,3,1,1,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1584,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4069",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,2230","0,6440","0,2859","0,6440",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1585,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,"0,5000",30,,"0,4067",0,0,0,0,1,1,1,1,0,0,0,,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,,,,0,1,1,0,0,,,0,1,0,,"0,2224","0,6277","0,2854","0,6277",,"0,9587","0,9710","-0,0122",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,0,3,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1586,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,,,,,,,,,"0,5000",30,,"0,4071",1,1,1,1,0,0,0,1,1,0,0,,1,1,1,0,0,0,1,1,0,,1,1,0,1,0,0,,,,1,0,0,0,0,,,1,0,1,,"0,2228","0,6426","0,2858","0,6426",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,3,0,2,0,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1587,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,,,,,,,,,"0,5000",30,,"0,4068",0,0,0,0,1,1,1,1,1,0,1,,0,0,0,1,1,0,1,0,0,,0,0,1,1,0,0,,,,0,1,0,0,1,,,0,1,1,,"0,2225","0,6367","0,2855","0,6367",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,3,1,2,1,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1588,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,,,,,,,,,"0,5000",30,,"0,4072",1,1,1,1,0,0,0,0,1,1,1,,1,1,1,0,0,1,1,1,1,,1,1,0,0,1,1,,,,1,0,1,1,0,,,1,0,1,,"0,2228","0,6388","0,2857","0,6388",,"0,9587","0,9710","-0,0122",2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,2,0,3,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",12,8,"0,6","0,4","-0,7369655942","-1,321928095",13
1589,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,,,,,,,,,"0,5000",30,,"0,4069",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,,,,0,1,1,0,1,,,0,1,0,,"0,2225","0,6367","0,2854","0,6367",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,3,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1590,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,"0,5000",30,,"0,4073",1,1,1,1,0,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,1,,1,1,0,0,1,1,,,,1,0,0,1,0,,,1,0,0,,"0,2228","0,6426","0,2858","0,6426",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,1,0,3,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1591,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,,,,,,,,,"0,5000",30,,"0,4070",0,0,0,0,1,1,1,1,1,0,1,,0,0,0,1,1,0,1,0,1,,0,0,1,1,0,1,,,,0,1,0,0,0,,,0,1,1,,"0,2223","0,6261","0,2854","0,6261",,"0,9587","0,9710","-0,0122",0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,3,2,2,0,1,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1592,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,,,,,,,,,"0,5000",30,,"0,4074",1,1,1,1,0,0,0,1,0,0,1,,1,1,1,0,0,0,0,1,1,,1,1,0,1,0,1,,,,1,0,0,0,0,,,1,0,0,,"0,2227","0,6412","0,2857","0,6412",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,0,0,2,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1593,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4072",0,0,0,0,1,1,1,0,0,1,0,,0,0,0,1,1,1,0,1,0,,0,0,1,0,1,0,,,,0,1,1,1,1,,,0,1,0,,"0,2222","0,6261","0,2853","0,6261",,"0,9587","0,9710","-0,0122",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,3,1,0,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1594,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4075",1,1,1,1,0,0,0,1,1,1,0,,1,1,1,0,0,0,1,1,0,,1,1,0,1,1,0,,,,1,0,0,1,0,,,1,0,1,,"0,2225","0,6452","0,2856","0,6452",,"0,9587","0,9710","-0,0122",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,1,3,0,2,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",12,8,"0,6","0,4","-0,7369655942","-1,321928095",13
1595,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,"0,5000",30,,"0,4073",0,0,0,0,1,1,1,0,0,1,1,,0,0,0,1,1,1,0,0,0,,0,0,1,0,1,0,,,,0,1,1,1,1,,,0,1,0,,"0,2222","0,6429","0,2852","0,6429",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,0,0,0,0,3,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1596,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,"0,5000",30,,"0,4076",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,2226","0,6503","0,2857","0,6503",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,2,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1597,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4074",0,0,0,0,1,1,1,1,0,0,0,,0,0,0,1,1,0,0,0,0,,0,0,1,1,0,0,,,,0,1,0,0,0,,,0,1,0,,"0,2223","0,6429","0,2854","0,6429",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,1,0,2,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1598,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,"0,5000",30,,"0,4078",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,1,,1,1,0,0,0,1,,,,1,0,0,0,0,,,1,0,0,,"0,2227","0,6503","0,2858","0,6503",,"0,9984","0,9928","0,0056",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1599,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4075",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,0,0,1,0,,0,0,1,0,0,0,,,,0,1,0,0,0,,,0,1,0,,"0,2226","0,6506","0,2857","0,6506",,"0,8631","0,8813","-0,0182",0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,1,1,2,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1600,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,,,,,,,,,"0,5000",30,,"0,4079",1,1,1,1,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,1,0,,,,1,0,0,1,0,,,1,0,0,,"0,2230","0,6568","0,2861","0,6568",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,3,3,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1601,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,,,,,,,,,"0,5000",30,,"0,4076",0,0,0,0,1,1,1,0,1,0,1,,0,0,0,1,1,0,1,1,0,,0,0,1,0,0,0,,,,0,1,0,0,1,,,0,1,1,,"0,2225","0,6399","0,2856","0,6399",,"0,9587","0,9710","-0,0122",0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,3,2,3,1,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1602,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,"0,5000",30,,"0,4080",1,1,1,1,0,0,0,0,1,0,0,,1,1,1,0,0,0,1,0,0,,1,1,0,0,0,0,,,,1,0,0,0,0,,,1,0,1,,"0,2227","0,6598","0,2859","0,6598",,"0,9587","0,9710","-0,0122",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,2,3,3,1,,,,,13,8,"0,619047619","0,380952381","-0,6918777046","-1,392317423",12,8,"0,6","0,4","-0,7369655942","-1,321928095",13
1603,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4077",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,,0,1,0,0,0,,,0,1,0,,"0,2229","0,6626","0,2861","0,6626",,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1604,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,"0,5000",30,,"0,4081",1,1,1,1,0,0,0,1,0,0,1,,1,1,1,0,0,0,0,0,1,,1,1,0,1,0,1,,,,1,0,0,0,0,,,1,0,0,,"0,2234","0,6611","0,2865","0,6611",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,3,0,0,1,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1605,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,,,,,,,,,"0,5000",30,,"0,4078",0,0,0,0,1,1,1,1,0,0,0,,0,0,0,1,1,1,0,1,1,,0,0,1,1,0,1,,,,0,1,1,0,0,,,0,1,0,,"0,2230","0,6532","0,2862","0,6532",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,0,1,1,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1606,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,"0,5000",30,,"0,4082",1,1,1,1,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,0,1,,1,1,0,0,1,1,,,,1,0,0,1,1,,,1,0,0,,"0,2234","0,6694","0,2866","0,6694",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,2,1,0,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1607,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,"0,5000",30,,"0,4080",0,0,0,0,1,1,1,0,1,1,0,,0,0,0,1,1,1,1,1,1,,0,0,1,0,1,1,,,,0,1,1,1,0,,,0,1,1,,"0,2229","0,6518","0,2861","0,6518",,"0,9587","0,9710","-0,0122",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,1,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1608,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,,,,,,,"0,5000",30,,"0,4083",1,1,1,1,0,0,0,1,0,0,0,,1,1,1,0,0,0,0,1,1,,1,1,0,1,0,1,,,,1,0,0,0,1,,,1,0,0,,"0,2233","0,6775","0,2866","0,6775",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,1,1,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1609,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4081",0,0,0,0,1,1,1,1,0,0,1,,0,0,0,1,1,0,0,0,0,,0,0,1,1,0,0,,,,0,1,0,0,1,,,0,1,0,,"0,2232","0,6772","0,2865","0,6772",,"0,8631","0,8813","-0,0182",0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,3,1,0,0,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1610,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,"0,5000",30,,"0,4084",1,1,1,1,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,1,0,,,,1,0,0,1,1,,,1,0,0,,"0,2236","0,6763","0,2869","0,6763",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,2,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1611,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4082",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,,0,1,0,0,0,,,0,1,0,,"0,2238","0,6773","0,2870","0,6773",,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1612,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4086",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,2242","0,6763","0,2874","0,6763",,"0,9984","0,9928","0,0056",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1613,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4083",0,0,0,0,1,1,1,1,1,0,1,,0,0,0,1,1,0,1,0,0,,0,0,1,1,0,0,,,,0,1,0,0,1,,,0,1,1,,"0,2239","0,6693","0,2871","0,6693",,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,1,3,0,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1614,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4087",1,1,1,1,0,0,0,0,0,0,1,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,2243","0,6763","0,2875","0,6763",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,2,1,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1615,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,"0,5000",30,,"0,4084",0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,,,,0,1,1,0,0,,,0,1,0,,"0,2242","0,6759","0,2874","0,6759",,"0,8631","0,8813","-0,0182",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,1,1,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1616,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4088",1,1,1,1,0,0,0,1,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,1,0,0,,,,1,0,0,0,0,,,1,0,0,,"0,2246","0,6763","0,2879","0,6763",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,1,1,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
